Date,Type,ticker,Price
2016-03-31,Open,HFC,34.43000030517578
2016-03-31,Closed,HFC,35.31999969482422
2016-04-01,Open,HFC,34.4900016784668
2016-04-01,Closed,HFC,34.20000076293945
2016-04-04,Open,HFC,33.880001068115234
2016-04-04,Closed,HFC,34.54999923706055
2016-04-05,Open,HFC,34.34000015258789
2016-04-05,Closed,HFC,33.959999084472656
2016-04-06,Open,HFC,34.04999923706055
2016-04-06,Closed,HFC,34.06999969482422
2016-04-07,Open,HFC,33.9900016784668
2016-04-07,Closed,HFC,34.279998779296875
2016-04-08,Open,HFC,34.68000030517578
2016-04-08,Closed,HFC,35.310001373291016
2016-04-11,Open,HFC,35.68000030517578
2016-04-11,Closed,HFC,34.619998931884766
2016-04-12,Open,HFC,34.66999816894531
2016-04-12,Closed,HFC,35.31999969482422
2016-04-13,Open,HFC,35.58000183105469
2016-04-13,Closed,HFC,35.93000030517578
2016-04-14,Open,HFC,36.060001373291016
2016-04-14,Closed,HFC,35.439998626708984
2016-04-15,Open,HFC,35.119998931884766
2016-04-15,Closed,HFC,34.09000015258789
2016-04-18,Open,HFC,33.560001373291016
2016-04-18,Closed,HFC,34.7599983215332
2016-04-19,Open,HFC,34.83000183105469
2016-04-19,Closed,HFC,34.83000183105469
2016-04-20,Open,HFC,34.7400016784668
2016-04-20,Closed,HFC,35.290000915527344
2016-04-21,Open,HFC,35.290000915527344
2016-04-21,Closed,HFC,36.04999923706055
2016-04-22,Open,HFC,36.15999984741211
2016-04-22,Closed,HFC,36.220001220703125
2016-04-25,Open,HFC,36.20000076293945
2016-04-25,Closed,HFC,36.66999816894531
2016-04-26,Open,HFC,36.9900016784668
2016-04-26,Closed,HFC,37.119998931884766
2016-04-27,Open,HFC,37.20000076293945
2016-04-27,Closed,HFC,37.380001068115234
2016-04-28,Open,HFC,37.279998779296875
2016-04-28,Closed,HFC,36.380001068115234
2016-04-29,Open,HFC,36.25
2016-04-29,Closed,HFC,35.599998474121094
2016-05-02,Open,HFC,35.4900016784668
2016-05-02,Closed,HFC,35.4900016784668
2016-05-03,Open,HFC,34.810001373291016
2016-05-03,Closed,HFC,34.41999816894531
2016-05-04,Open,HFC,33.310001373291016
2016-05-04,Closed,HFC,31.15999984741211
2016-05-05,Open,HFC,31.329999923706055
2016-05-05,Closed,HFC,30.040000915527344
2016-05-06,Open,HFC,29.6200008392334
2016-05-06,Closed,HFC,29.8799991607666
2016-05-09,Open,HFC,29.68000030517578
2016-05-09,Closed,HFC,28.049999237060547
2016-05-10,Open,HFC,28.450000762939453
2016-05-10,Closed,HFC,29.020000457763672
2016-05-11,Open,HFC,29.020000457763672
2016-05-11,Closed,HFC,29.25
2016-05-12,Open,HFC,29.360000610351562
2016-05-12,Closed,HFC,28.0
2016-05-13,Open,HFC,27.979999542236328
2016-05-13,Closed,HFC,28.1200008392334
2016-05-16,Open,HFC,28.299999237060547
2016-05-16,Closed,HFC,27.739999771118164
2016-05-17,Open,HFC,27.739999771118164
2016-05-17,Closed,HFC,27.93000030517578
2016-05-18,Open,HFC,28.3799991607666
2016-05-18,Closed,HFC,28.510000228881836
2016-05-19,Open,HFC,28.350000381469727
2016-05-19,Closed,HFC,27.520000457763672
2016-05-20,Open,HFC,27.530000686645508
2016-05-20,Closed,HFC,27.84000015258789
