window,NewsScore,StockPrice_IXIC,StockPrice_COG,StockPrice_DVN,StockPrice_HFC
"Row(start=datetime.datetime(2016, 8, 5, 20, 0), end=datetime.datetime(2016, 8, 16, 20, 0))","[-0.0516, -0.0516, 0.7684, 0.7684, 0.49434999999999996, 0.49435, 0.30550909090909084, 0.30550909090909095, 0.04021428571428571, 0.04021428571428571, 0.6140461538461538, 0.6140461538461539, 0.20285555555555557, 0.20285555555555554, 0.5121, 0.5121, 0.431825, 0.431825, 0.5486777777777777, 0.5486777777777777, 0.33904999999999996, 0.33905]","[0.2963795404507022, 0.3048054608669073, 0.3132313812830965, 0.3216573016993016, 0.33008322211549085, 0.14902624174366907, 0.2024703112116086, 0.3638566097401328, 0.40686178668276135, 0.0, 0.30588165288132135, 0.41469095607674455, 0.2625364468662071, 0.4928636398412064, 0.5252106055067645, 0.5575575711723384, 0.5899045368378965, 0.6222515025034704, 0.6545984681690284, 1.0, 0.7552215714443585, 0.39223203583906424, 5204.580078125, 5262.02001953125]","[0.4185710412627746, 0.44428537758020165, 0.4699997138976261, 0.4957140502150531, 0.5214283865324801, 0.7071428863369769, 0.742856636825735, 0.12857168158713247, 0.22857127286945694, 0.0, 0.19285752238069873, 0.39285670494534763, 0.5071423413800761, 0.7642857045543411, 0.7814286862587755, 0.79857166796321, 0.8157146496676444, 0.8328576313720789, 0.8500006130765133, 1.0, 0.9428571817826358, 0.7642857045543411, 24.010000228881836, 25.40999984741211]","[0.012024988682660939, 0.043037754640109095, 0.074050520597555, 0.10506328655500316, 0.13607605251244906, 0.1993674362456617, 0.29430390825411196, 0.1044309642372114, 0.18354489210804287, 0.0, 0.16455711483325788, 0.5506334691413913, 0.6329114229666516, 0.6645565112418892, 0.6949364720084503, 0.7253164327750113, 0.7556963935415724, 0.7860763543081334, 0.8164563150746944, 0.7563289572959107, 1.0, 0.9177220461747397, 39.56999969482422, 42.72999954223633]","[0.14259410028769046, 0.2203718976883999, 0.2981496950891061, 0.37592749248981555, 0.4537052898905217, 0.9629638786996826, 1.0, 0.0, 0.055556831045986535, 0.027778415522993267, 0.24074096967492065, 0.5648154198551475, 0.7407418527067575, 0.6944444935017687, 0.7166668727074286, 0.7388892519130885, 0.7611116311187484, 0.7833340103244082, 0.8055563895300681, 0.9074088137173698, 0.9259259913356916, 0.6759273158834469, 26.3799991607666, 27.459999084472656]"
"Row(start=datetime.datetime(2016, 8, 6, 20, 0), end=datetime.datetime(2016, 8, 17, 20, 0))","[0.7684, 0.7684, 0.49434999999999996, 0.49435, 0.30550909090909084, 0.30550909090909095, 0.04021428571428571, 0.04021428571428571, 0.6140461538461538, 0.6140461538461539, 0.20285555555555557, 0.20285555555555554, 0.5121, 0.5121, 0.431825, 0.431825, 0.5486777777777777, 0.5486777777777777, 0.33904999999999996, 0.33905, 0.30830833333333335, 0.30830833333333335]","[0.3132313812830965, 0.3216573016993016, 0.33008322211549085, 0.14902624174366907, 0.2024703112116086, 0.3638566097401328, 0.40686178668276135, 0.0, 0.30588165288132135, 0.41469095607674455, 0.2625364468662071, 0.4928636398412064, 0.5252106055067645, 0.5575575711723384, 0.5899045368378965, 0.6222515025034704, 0.6545984681690284, 1.0, 0.7552215714443585, 0.39223203583906424, 0.4153880156753402, 0.4192218434676165, 5204.580078125, 5262.02001953125]","[0.4699997138976261, 0.4957140502150531, 0.5214283865324801, 0.7071428863369769, 0.742856636825735, 0.12857168158713247, 0.22857127286945694, 0.0, 0.19285752238069873, 0.39285670494534763, 0.5071423413800761, 0.7642857045543411, 0.7814286862587755, 0.79857166796321, 0.8157146496676444, 0.8328576313720789, 0.8500006130765133, 1.0, 0.9428571817826358, 0.7642857045543411, 0.778571749706745, 0.7142859089131788, 24.010000228881836, 25.40999984741211]","[0.0625667189232355, 0.0887700054772508, 0.11497329203126419, 0.16844940785521292, 0.24866307160509946, 0.08823574410532639, 0.15508063389224402, 0.0, 0.13903749315343747, 0.46524088170465894, 0.5347591182953411, 0.5614966662212788, 0.5871652834145401, 0.6128339006078014, 0.6385025178010626, 0.6641711349943239, 0.6898397521875851, 0.6390369831674009, 0.844919366107756, 0.7754011295170739, 0.7754011295170739, 1.0, 39.56999969482422, 43.310001373291016]","[0.2927286693473569, 0.3690922931004301, 0.44545591685350006, 0.9454550498771495, 0.9818177719748161, 0.0, 0.054546684075551785, 0.027273342037775893, 0.23636376246928736, 0.5545458170992011, 0.727273515433046, 0.6818179453700862, 0.7036362722097667, 0.7254545990494471, 0.7472729258891276, 0.7690912527288081, 0.7909095795684885, 0.8909100997542989, 0.9090905938267816, 0.6636374512976035, 0.7727273515433046, 1.0, 26.3799991607666, 27.479999542236328]"
"Row(start=datetime.datetime(2016, 8, 7, 20, 0), end=datetime.datetime(2016, 8, 18, 20, 0))","[0.49434999999999996, 0.49435, 0.30550909090909084, 0.30550909090909095, 0.04021428571428571, 0.04021428571428571, 0.6140461538461538, 0.6140461538461539, 0.20285555555555557, 0.20285555555555554, 0.5121, 0.5121, 0.431825, 0.431825, 0.5486777777777777, 0.5486777777777777, 0.33904999999999996, 0.33905, 0.30830833333333335, 0.30830833333333335, 0.3004411764705882, 0.3004411764705882]","[0.33008322211549085, 0.14902624174366907, 0.2024703112116086, 0.3638566097401328, 0.40686178668276135, 0.0, 0.30588165288132135, 0.41469095607674455, 0.2625364468662071, 0.4928636398412064, 0.5252106055067645, 0.5575575711723384, 0.5899045368378965, 0.6222515025034704, 0.6545984681690284, 1.0, 0.7552215714443585, 0.39223203583906424, 0.4153880156753402, 0.4192218434676165, 0.3807475539158598, 0.6192524460841402, 5204.580078125, 5262.02001953125]","[0.3560974702034816, 0.4829268973473888, 0.5073167781613153, 0.08780505959303678, 0.1560974702034816, 0.0, 0.13170758938955518, 0.26829241061044484, 0.34634114571218566, 0.5219512648982592, 0.5336586682049517, 0.5453660715116442, 0.5570734748183366, 0.5687808781250291, 0.5804882814317216, 0.6829268973473888, 0.6439025297965184, 0.5219512648982592, 0.5317075893895552, 0.48780505959303677, 0.5414639138808511, 1.0, 24.010000228881836, 26.059999465942383]","[0.08285171848849747, 0.12138752115908027, 0.17919085766030368, 0.06358418465785684, 0.11175375424375995, 0.0, 0.10019279293979465, 0.33526052772197834, 0.38535655668722485, 0.4046240905178655, 0.4231213346004894, 0.4416185786831132, 0.4601158227657371, 0.47861306684836097, 0.49711031093098484, 0.46050096763974546, 0.6088633301654433, 0.5587673012001967, 0.5587673012001967, 0.7206170844092032, 0.788054187825747, 1.0, 39.56999969482422, 44.7599983215332]","[0.4117659315630795, 0.873949956964464, 0.90756255379442, 0.0, 0.05042129946482065, 0.025210649732410325, 0.218487489241116, 0.5126053248662051, 0.6722695675449549, 0.6302518179909377, 0.6504200172142144, 0.6705882164374911, 0.6907564156607677, 0.7109246148840445, 0.7310928141073212, 0.8235302603129012, 0.8403357573212502, 0.6134463209825887, 0.7142857142857143, 0.9243696536160269, 1.0, 0.764707013750535, 26.3799991607666, 27.56999969482422]"
"Row(start=datetime.datetime(2016, 8, 8, 20, 0), end=datetime.datetime(2016, 8, 19, 20, 0))","[0.30550909090909084, 0.30550909090909095, 0.04021428571428571, 0.04021428571428571, 0.6140461538461538, 0.6140461538461539, 0.20285555555555557, 0.20285555555555554, 0.5121, 0.5121, 0.431825, 0.431825, 0.5486777777777777, 0.5486777777777777, 0.33904999999999996, 0.33905, 0.30830833333333335, 0.30830833333333335, 0.3004411764705882, 0.3004411764705882, 0.3840666666666667, 0.3840666666666667]","[0.2024703112116086, 0.3638566097401328, 0.40686178668276135, 0.0, 0.30588165288132135, 0.41469095607674455, 0.2625364468662071, 0.4928636398412064, 0.5252106055067645, 0.5575575711723384, 0.5899045368378965, 0.6222515025034704, 0.6545984681690284, 1.0, 0.7552215714443585, 0.39223203583906424, 0.4153880156753402, 0.4192218434676165, 0.3807475539158598, 0.6192524460841402, 0.44028664450810545, 0.5884373113901239, 5204.580078125, 5262.02001953125]","[0.5073167781613153, 0.08780505959303678, 0.1560974702034816, 0.0, 0.13170758938955518, 0.26829241061044484, 0.34634114571218566, 0.5219512648982592, 0.5336586682049517, 0.5453660715116442, 0.5570734748183366, 0.5687808781250291, 0.5804882814317216, 0.6829268973473888, 0.6439025297965184, 0.5219512648982592, 0.5317075893895552, 0.48780505959303677, 0.5414639138808511, 1.0, 0.9463420761264991, 0.9512193079578336, 24.010000228881836, 26.059999465942383]","[0.17919085766030368, 0.06358418465785684, 0.11175375424375995, 0.0, 0.10019279293979465, 0.33526052772197834, 0.38535655668722485, 0.4046240905178655, 0.4231213346004894, 0.4416185786831132, 0.4601158227657371, 0.47861306684836097, 0.49711031093098484, 0.46050096763974546, 0.6088633301654433, 0.5587673012001967, 0.5587673012001967, 0.7206170844092032, 0.788054187825747, 1.0, 0.9441238578874216, 0.917149016520804, 39.56999969482422, 44.7599983215332]","[0.90756255379442, 0.0, 0.05042129946482065, 0.025210649732410325, 0.218487489241116, 0.5126053248662051, 0.6722695675449549, 0.6302518179909377, 0.6504200172142144, 0.6705882164374911, 0.6907564156607677, 0.7109246148840445, 0.7310928141073212, 0.8235302603129012, 0.8403357573212502, 0.6134463209825887, 0.7142857142857143, 0.9243696536160269, 1.0, 0.764707013750535, 0.24369813897352632, 0.6050427710717852, 26.3799991607666, 27.56999969482422]"
"Row(start=datetime.datetime(2016, 8, 9, 20, 0), end=datetime.datetime(2016, 8, 20, 20, 0))","[0.04021428571428571, 0.04021428571428571, 0.6140461538461538, 0.6140461538461539, 0.20285555555555557, 0.20285555555555554, 0.5121, 0.5121, 0.431825, 0.431825, 0.5486777777777777, 0.5486777777777777, 0.33904999999999996, 0.33905, 0.30830833333333335, 0.30830833333333335, 0.3004411764705882, 0.3004411764705882, 0.3840666666666667, 0.3840666666666667, 0.0, 0.0]","[0.40686178668276135, 0.0, 0.30588165288132135, 0.41469095607674455, 0.2625364468662071, 0.4928636398412064, 0.5252106055067645, 0.5575575711723384, 0.5899045368378965, 0.6222515025034704, 0.6545984681690284, 1.0, 0.7552215714443585, 0.39223203583906424, 0.4153880156753402, 0.4192218434676165, 0.3807475539158598, 0.6192524460841402, 0.44028664450810545, 0.5884373113901239, 0.5643428513137841, 0.5402483912374445, 5204.580078125, 5262.02001953125]","[0.1560974702034816, 0.0, 0.13170758938955518, 0.26829241061044484, 0.34634114571218566, 0.5219512648982592, 0.5336586682049517, 0.5453660715116442, 0.5570734748183366, 0.5687808781250291, 0.5804882814317216, 0.6829268973473888, 0.6439025297965184, 0.5219512648982592, 0.5317075893895552, 0.48780505959303677, 0.5414639138808511, 1.0, 0.9463420761264991, 0.9512193079578336, 0.9268290549781815, 0.9024388019985292, 24.010000228881836, 26.059999465942383]","[0.11175375424375995, 0.0, 0.10019279293979465, 0.33526052772197834, 0.38535655668722485, 0.4046240905178655, 0.4231213346004894, 0.4416185786831132, 0.4601158227657371, 0.47861306684836097, 0.49711031093098484, 0.46050096763974546, 0.6088633301654433, 0.5587673012001967, 0.5587673012001967, 0.7206170844092032, 0.788054187825747, 1.0, 0.9441238578874216, 0.917149016520804, 0.8909447589059243, 0.8647405012910444, 39.56999969482422, 44.7599983215332]","[0.025862664303307935, 0.0, 0.19827549352652366, 0.5, 0.6637935853883922, 0.620689144882879, 0.6413789474722694, 0.66206875006166, 0.6827585526510506, 0.703448355240441, 0.7241381578298316, 0.8189662826756816, 0.8362064146116078, 0.6034490129469526, 0.7068963816276264, 0.9224136513563552, 1.0, 0.7586217102342422, 0.2241381578298316, 0.59482812484585, 0.5655177630086115, 0.5362074011713759, 26.40999984741211, 27.56999969482422]"
"Row(start=datetime.datetime(2016, 8, 10, 20, 0), end=datetime.datetime(2016, 8, 21, 20, 0))","[0.6140461538461538, 0.6140461538461539, 0.20285555555555557, 0.20285555555555554, 0.5121, 0.5121, 0.431825, 0.431825, 0.5486777777777777, 0.5486777777777777, 0.33904999999999996, 0.33905, 0.30830833333333335, 0.30830833333333335, 0.3004411764705882, 0.3004411764705882, 0.3840666666666667, 0.3840666666666667, 0.0, 0.0, 0.6878500000000001, 0.6878500000000001]","[0.058776065381024284, 0.20632139522552534, 0.0, 0.3123234931356841, 0.35618595322351104, 0.40004841331135954, 0.4439108733991865, 0.487773333487035, 0.531635793574862, 1.0, 0.6680806427443431, 0.1758671169873088, 0.2072666074948417, 0.21246527497608153, 0.16029416850137748, 0.4837066153331873, 0.2410291286756654, 0.44192131684206887, 0.40924924786462286, 0.37657717888717684, 0.34390510990975237, 0.31123304093230636, 5219.66015625, 5262.02001953125]","[0.0, 0.15730279287465496, 0.24719040924443225, 0.44943808184888645, 0.4629213314588441, 0.47640458106880174, 0.4898878306787594, 0.503371080288717, 0.5168543298986747, 0.6348314245546659, 0.5898876163697773, 0.44943808184888645, 0.4606743017813363, 0.41011238363022273, 0.47191052171378606, 1.0, 0.9382029334613472, 0.9438199718826615, 0.915730064978483, 0.8876401580743044, 0.8595502511701278, 0.8314603442659493, 24.280000686645508, 26.059999465942383]","[0.0, 0.2612423338441381, 0.3169165144599138, 0.33832947234629296, 0.3588863693543275, 0.3794432663623621, 0.4000001633703966, 0.4205570603784312, 0.44111395738646575, 0.40042819380956896, 0.5653105834610346, 0.5096364028452588, 0.5096364028452588, 0.6895080263875865, 0.7644541958418967, 1.0, 0.9379020953887072, 0.9079236276069831, 0.8788015474443972, 0.8496794672818113, 0.8205573871192239, 0.7914353069566379, 40.09000015258789, 44.7599983215332]","[0.0, 0.376344372708106, 0.5806459551916782, 0.5268813014266143, 0.5526879250514779, 0.5784945486763415, 0.6043011723012052, 0.6301077959260687, 0.6559144195509323, 0.7741946069222376, 0.7956984175164278, 0.5053774908324241, 0.6344085580449068, 0.9032256741347203, 1.0, 0.6989261425629835, 0.03225879225903837, 0.4946245600794113, 0.45806541588390043, 0.42150627168839344, 0.38494712749288257, 0.3483879832973755, 26.639999389648438, 27.56999969482422]"
"Row(start=datetime.datetime(2016, 8, 11, 20, 0), end=datetime.datetime(2016, 8, 22, 20, 0))","[0.20285555555555557, 0.20285555555555554, 0.5121, 0.5121, 0.431825, 0.431825, 0.5486777777777777, 0.5486777777777777, 0.33904999999999996, 0.33905, 0.30830833333333335, 0.30830833333333335, 0.3004411764705882, 0.3004411764705882, 0.3840666666666667, 0.3840666666666667, 0.0, 0.0, 0.6878500000000001, 0.6878500000000001, -0.020433333333333335, -0.020433333333333317]","[0.0, 0.3123234931356841, 0.35618595322351104, 0.40004841331135954, 0.4439108733991865, 0.487773333487035, 0.531635793574862, 1.0, 0.6680806427443431, 0.1758671169873088, 0.2072666074948417, 0.21246527497608153, 0.16029416850137748, 0.4837066153331873, 0.2410291286756654, 0.44192131684206887, 0.40924924786462286, 0.37657717888717684, 0.34390510990975237, 0.31123304093230636, 0.27856097195486035, 0.5887635009740297, 5219.66015625, 5262.02001953125]","[0.0, 0.2686571413117433, 0.28656771229214884, 0.3044782832725544, 0.32238885425295993, 0.3402994252333655, 0.35820999621377103, 0.5149257130493946, 0.45522428424615613, 0.2686571413117433, 0.2835828543611379, 0.21641856903320209, 0.29850856741053255, 1.0, 0.9179114250170095, 0.9253728581473669, 0.8880594295604838, 0.8507460009736006, 0.8134325723867202, 0.7761191437998372, 0.738805715212954, 0.761194284787046, 24.719999313354492, 26.059999465942383]","[0.0, 0.03134749754555815, 0.061441764854306004, 0.09153603216305387, 0.12163029947180172, 0.15172456678054957, 0.18181883408929744, 0.12225691459020686, 0.3636364723482162, 0.2821322612315379, 0.2821322612315379, 0.5454553064375137, 0.6551727436773458, 1.0, 0.9090917787857299, 0.865204803889797, 0.8225715375628264, 0.7799382712358557, 0.7373050049088828, 0.6946717385819121, 0.6520384722549415, 0.7931034070403318, 41.56999969482422, 44.7599983215332]","[0.7547173885400748, 0.7232701309232766, 0.7383645746612957, 0.7534590183993148, 0.7685534621373339, 0.7836479058753529, 0.7987423496133721, 0.8679251167801079, 0.8805028202366072, 0.7106924274667773, 0.7861634465666528, 0.9433961358799834, 1.0, 0.8239001557068105, 0.43396255839005393, 0.7044029759434177, 0.6830193206000821, 0.6616356652567488, 0.6402520099134131, 0.6188683545700797, 0.5974846992267442, 0.0, 25.979999542236328, 27.56999969482422]"
"Row(start=datetime.datetime(2016, 8, 12, 20, 0), end=datetime.datetime(2016, 8, 23, 20, 0))","[0.5121, 0.5121, 0.431825, 0.431825, 0.5486777777777777, 0.5486777777777777, 0.33904999999999996, 0.33905, 0.30830833333333335, 0.30830833333333335, 0.3004411764705882, 0.3004411764705882, 0.3840666666666667, 0.3840666666666667, 0.0, 0.0, 0.6878500000000001, 0.6878500000000001, -0.020433333333333335, -0.020433333333333317, 0.4908454545454546, 0.4908454545454546]","[0.2109848908090836, 0.258226873750734, 0.30546885669236135, 0.35271083963401173, 0.3999528225756391, 0.9044036401107428, 0.5469104994599426, 0.016772815871478764, 0.05059158007126274, 0.05619079543620495, 0.0, 0.34833078823544017, 0.08695544216420227, 0.3033260084174457, 0.2681366158888553, 0.23294722336026488, 0.19775783083169757, 0.16256843830310716, 0.12737904577451675, 0.4614821160316337, 1.0, 0.8550784014302208, 5226.4501953125, 5265.77978515625]","[0.0895237437829472, 0.11238106310240471, 0.13523838242186223, 0.15809570174131973, 0.18095302106077726, 0.38095229445124634, 0.30476183556099706, 0.06666642446348969, 0.08571449331700884, 0.0, 0.10476256217052798, 1.0, 0.8952392543532993, 0.9047614722562316, 0.8571423900367294, 0.8095233078172273, 0.7619042255977285, 0.7142851433782264, 0.6666660611587242, 0.695238164439003, 0.7809526577560117, 0.9523816443900295, 25.010000228881836, 26.059999465942383]","[0.0, 0.027713814068785675, 0.05542762813757135, 0.08314144220635702, 0.1108552562751427, 0.05600467806890901, 0.2782911393102051, 0.2032339023442103, 0.2032339023442103, 0.44572812358559444, 0.546766923586035, 0.8643183817934139, 0.7806009908960462, 0.7401854708958701, 0.7009244912545004, 0.6616635116131306, 0.622402531971759, 0.5831415523303893, 0.5438805726890197, 0.6737872866209211, 0.5612008805517654, 1.0, 41.76599884033203, 45.22999954223633]","[0.7383645746612957, 0.7534590183993148, 0.7685534621373339, 0.7836479058753529, 0.7987423496133721, 0.8679251167801079, 0.8805028202366072, 0.7106924274667773, 0.7861634465666528, 0.9433961358799834, 1.0, 0.8239001557068105, 0.43396255839005393, 0.7044029759434177, 0.6830193206000821, 0.6616356652567488, 0.6402520099134131, 0.6188683545700797, 0.5974846992267442, 0.0, 0.0880511217368147, 0.4088047522966155, 25.979999542236328, 27.56999969482422]"
"Row(start=datetime.datetime(2016, 8, 13, 20, 0), end=datetime.datetime(2016, 8, 24, 20, 0))","[0.431825, 0.431825, 0.5486777777777777, 0.5486777777777777, 0.33904999999999996, 0.33905, 0.30830833333333335, 0.30830833333333335, 0.3004411764705882, 0.3004411764705882, 0.3840666666666667, 0.3840666666666667, 0.0, 0.0, 0.6878500000000001, 0.6878500000000001, -0.020433333333333335, -0.020433333333333317, 0.4908454545454546, 0.4908454545454546, 0.21884000000000006, 0.21884000000000003]","[0.43198765331816696, 0.47062383234506483, 0.5092600113719438, 0.9218178864430184, 0.6294472423036309, 0.1958817317845829, 0.22353992364552028, 0.22811916172528632, 0.18216432458776705, 0.46704167005117375, 0.2532795873608968, 0.4302351555519454, 0.4014560149459795, 0.37267687434001356, 0.3438977337340665, 0.3151185931281006, 0.28633945252213466, 0.5595808626431646, 1.0, 0.8814779465518642, 0.7637783283242628, 0.0, 5217.68994140625, 5265.77978515625]","[0.13523838242186223, 0.15809570174131973, 0.18095302106077726, 0.38095229445124634, 0.30476183556099706, 0.06666642446348969, 0.08571449331700884, 0.0, 0.10476256217052798, 1.0, 0.8952392543532993, 0.9047614722562316, 0.8571423900367294, 0.8095233078172273, 0.7619042255977285, 0.7142851433782264, 0.6666660611587242, 0.695238164439003, 0.7809526577560117, 0.9523816443900295, 0.8857152199265398, 0.5714293499387831, 25.010000228881836, 26.059999465942383]","[0.0, 0.02934006423895492, 0.05868012847790984, 0.0006109112954467289, 0.23594117064128198, 0.15647956536692567, 0.15647956536692567, 0.41320337866590495, 0.5201711484316252, 0.8563565670049608, 0.7677266288539001, 0.724939520947612, 0.6833747019767182, 0.6418098830058243, 0.6002450640349284, 0.5586802450640345, 0.5171154260931407, 0.6546450826887092, 0.5354520918465493, 1.0, 0.8808070091578402, 0.779950684069089, 41.95800018310547, 45.22999954223633]","[0.7685534621373339, 0.7836479058753529, 0.7987423496133721, 0.8679251167801079, 0.8805028202366072, 0.7106924274667773, 0.7861634465666528, 0.9433961358799834, 1.0, 0.8239001557068105, 0.43396255839005393, 0.7044029759434177, 0.6830193206000821, 0.6616356652567488, 0.6402520099134131, 0.6188683545700797, 0.5974846992267442, 0.0, 0.0880511217368147, 0.4088047522966155, 0.45283091296013284, 0.20754710190998754, 25.979999542236328, 27.56999969482422]"
"Row(start=datetime.datetime(2016, 8, 14, 20, 0), end=datetime.datetime(2016, 8, 25, 20, 0))","[0.5486777777777777, 0.5486777777777777, 0.33904999999999996, 0.33905, 0.30830833333333335, 0.30830833333333335, 0.3004411764705882, 0.3004411764705882, 0.3840666666666667, 0.3840666666666667, 0.0, 0.0, 0.6878500000000001, 0.6878500000000001, -0.020433333333333335, -0.020433333333333317, 0.4908454545454546, 0.4908454545454546, 0.21884000000000006, 0.21884000000000003, 0.28245000000000003, 0.28245]","[0.5942987610381761, 0.9353658127119497, 0.6936591344055334, 0.33522479266695765, 0.35809018567639256, 0.36187590236040695, 0.3238844307155088, 0.5593962999026291, 0.3826763589967431, 0.5289678675754625, 0.5051757714132192, 0.48138367525097586, 0.45759157908874815, 0.43379948292650483, 0.4100073867642615, 0.6358996743108485, 1.0, 0.9020162508813753, 0.8047124198368196, 0.1732867743343518, 0.0, 0.07891246684350132, 5207.60986328125, 5265.77978515625]","[0.18095302106077726, 0.38095229445124634, 0.30476183556099706, 0.06666642446348969, 0.08571449331700884, 0.0, 0.10476256217052798, 1.0, 0.8952392543532993, 0.9047614722562316, 0.8571423900367294, 0.8095233078172273, 0.7619042255977285, 0.7142851433782264, 0.6666660611587242, 0.695238164439003, 0.7809526577560117, 0.9523816443900295, 0.8857152199265398, 0.5714293499387831, 0.5809533843655427, 0.37142826002448676, 25.010000228881836, 26.059999465942383]","[0.058104714008569654, 0.0, 0.2354741131413386, 0.1559639342005644, 0.1559639342005644, 0.41284467884803155, 0.5198778363786746, 0.856268759966916, 0.7675846436874935, 0.7247713806752363, 0.6831811537649428, 0.6415909268546492, 0.6000006999443536, 0.55841047303406, 0.5168202461237665, 0.6544339724991863, 0.535168120801063, 1.0, 0.8807341483018767, 0.7798161712810499, 0.7798161712810499, 0.7400616650976247, 41.959999084472656, 45.22999954223633]","[0.8306879374793118, 0.8888893374131096, 0.8994705844360301, 0.7566141624213849, 0.8201056812768946, 0.9523808562686193, 1.0, 0.8518524498841462, 0.5238095718656903, 0.7513230343201763, 0.733333602447865, 0.7153441705755557, 0.6973547387032444, 0.6793653068309349, 0.6613758749586236, 0.158729806318271, 0.2328045905556946, 0.5026450594608559, 0.539682956169316, 0.33333299694016777, 0.33333299694016777, 0.0, 25.68000030517578, 27.56999969482422]"
"Row(start=datetime.datetime(2016, 8, 15, 20, 0), end=datetime.datetime(2016, 8, 26, 20, 0))","[0.33904999999999996, 0.33905, 0.30830833333333335, 0.30830833333333335, 0.3004411764705882, 0.3004411764705882, 0.3840666666666667, 0.3840666666666667, 0.0, 0.0, 0.6878500000000001, 0.6878500000000001, -0.020433333333333335, -0.020433333333333317, 0.4908454545454546, 0.4908454545454546, 0.21884000000000006, 0.21884000000000003, 0.28245000000000003, 0.28245, 0.3759777777777778, 0.3759777777777778]","[0.6936591344055334, 0.33522479266695765, 0.35809018567639256, 0.36187590236040695, 0.3238844307155088, 0.5593962999026291, 0.3826763589967431, 0.5289678675754625, 0.5051757714132192, 0.48138367525097586, 0.45759157908874815, 0.43379948292650483, 0.4100073867642615, 0.6358996743108485, 1.0, 0.9020162508813753, 0.8047124198368196, 0.1732867743343518, 0.0, 0.07891246684350132, 0.19666420441191285, 0.1944313870328711, 5207.60986328125, 5265.77978515625]","[0.30476183556099706, 0.06666642446348969, 0.08571449331700884, 0.0, 0.10476256217052798, 1.0, 0.8952392543532993, 0.9047614722562316, 0.8571423900367294, 0.8095233078172273, 0.7619042255977285, 0.7142851433782264, 0.6666660611587242, 0.695238164439003, 0.7809526577560117, 0.9523816443900295, 0.8857152199265398, 0.5714293499387831, 0.5809533843655427, 0.37142826002448676, 0.47619082219501474, 0.20952330781722864, 25.010000228881836, 26.059999465942383]","[0.09420234769881011, 0.0, 0.0, 0.30434806645870105, 0.43115918492585525, 0.8297095990833664, 0.7246381218409519, 0.6739136744540902, 0.6246382600547055, 0.5753628456553208, 0.5260874312559335, 0.47681201685654884, 0.4275366024571641, 0.5905790741613535, 0.44927486154437285, 1.0, 0.8586957873830193, 0.7391298338532474, 0.7391298338532474, 0.6920293510726079, 0.7644934396842092, 0.7101450276911254, 42.470001220703125, 45.22999954223633]","[0.8994705844360301, 0.7566141624213849, 0.8201056812768946, 0.9523808562686193, 1.0, 0.8518524498841462, 0.5238095718656903, 0.7513230343201763, 0.733333602447865, 0.7153441705755557, 0.6973547387032444, 0.6793653068309349, 0.6613758749586236, 0.158729806318271, 0.2328045905556946, 0.5026450594608559, 0.539682956169316, 0.33333299694016777, 0.33333299694016777, 0.0, 0.0687826469567183, 0.0052911281012085936, 25.68000030517578, 27.56999969482422]"
"Row(start=datetime.datetime(2016, 8, 16, 20, 0), end=datetime.datetime(2016, 8, 27, 20, 0))","[0.30830833333333335, 0.30830833333333335, 0.3004411764705882, 0.3004411764705882, 0.3840666666666667, 0.3840666666666667, 0.0, 0.0, 0.6878500000000001, 0.6878500000000001, -0.020433333333333335, -0.020433333333333317, 0.4908454545454546, 0.4908454545454546, 0.21884000000000006, 0.21884000000000003, 0.28245000000000003, 0.28245, 0.3759777777777778, 0.3759777777777778, 0.6824333333333333, 0.6824333333333333]","[0.35809018567639256, 0.36187590236040695, 0.3238844307155088, 0.5593962999026291, 0.3826763589967431, 0.5289678675754625, 0.5051757714132192, 0.48138367525097586, 0.45759157908874815, 0.43379948292650483, 0.4100073867642615, 0.6358996743108485, 1.0, 0.9020162508813753, 0.8047124198368196, 0.1732867743343518, 0.0, 0.07891246684350132, 0.19666420441191285, 0.1944313870328711, 0.21120941476681954, 0.22798744250075234, 5207.60986328125, 5265.77978515625]","[0.08571449331700884, 0.0, 0.10476256217052798, 1.0, 0.8952392543532993, 0.9047614722562316, 0.8571423900367294, 0.8095233078172273, 0.7619042255977285, 0.7142851433782264, 0.6666660611587242, 0.695238164439003, 0.7809526577560117, 0.9523816443900295, 0.8857152199265398, 0.5714293499387831, 0.5809533843655427, 0.37142826002448676, 0.47619082219501474, 0.20952330781722864, 0.22476139959527783, 0.239999491373327, 25.010000228881836, 26.059999465942383]","[0.0, 0.30434806645870105, 0.43115918492585525, 0.8297095990833664, 0.7246381218409519, 0.6739136744540902, 0.6246382600547055, 0.5753628456553208, 0.5260874312559335, 0.47681201685654884, 0.4275366024571641, 0.5905790741613535, 0.44927486154437285, 1.0, 0.8586957873830193, 0.7391298338532474, 0.7391298338532474, 0.6920293510726079, 0.7644934396842092, 0.7101450276911254, 0.7072464088611612, 0.7043477900311943, 42.470001220703125, 45.22999954223633]","[0.8201056812768946, 0.9523808562686193, 1.0, 0.8518524498841462, 0.5238095718656903, 0.7513230343201763, 0.733333602447865, 0.7153441705755557, 0.6973547387032444, 0.6793653068309349, 0.6613758749586236, 0.158729806318271, 0.2328045905556946, 0.5026450594608559, 0.539682956169316, 0.33333299694016777, 0.33333299694016777, 0.0, 0.0687826469567183, 0.0052911281012085936, 0.00740737750579269, 0.009523626910376786, 25.68000030517578, 27.56999969482422]"
