window,NewsScore,StockPrice_IXIC,StockPrice_COG,StockPrice_DVN,StockPrice_HFC
"Row(start=datetime.datetime(2019, 12, 5, 19, 0), end=datetime.datetime(2019, 12, 16, 19, 0))","[0.4022357142857143, 0.40223571428571425, 0.0, 0.0, 0.388275, 0.38827500000000004, 0.22845000000000001, 0.22844999999999996, 0.617842857142857, 0.6178428571428572, 0.38394375000000003, 0.38394375000000003, 0.32896000000000003, 0.32896000000000003, 0.4578428571428571, 0.4578428571428571, 0.0, 0.0, 0.6713, 0.6713, 0.30232727272727283, 0.3023272727272728]","[0.09124080392891659, 0.20373858503777045, 0.19801285970691282, 0.19228713437604597, 0.1865614090451883, 0.1808356837143215, 0.17510995838346383, 0.028530009270034122, 0.03726257864736396, 0.0, 0.07543736809924853, 0.191214177235163, 0.14733930297232797, 0.5106802627167117, 0.4934616674227333, 0.5993422220469025, 0.6563272913749273, 0.7133123607029429, 0.7702974300309677, 0.8272824993589833, 0.8842675686870082, 1.0, 8616.1796875, 8814.23046875]","[0.1923067753122828, 0.22115361690499377, 0.17692289352399637, 0.13269217014299559, 0.08846144676199819, 0.04423072338099909, 0.0, 0.25000045849770475, 0.20192238917651978, 0.3269235354207817, 0.2692298522353597, 0.14423053998191684, 0.2115380030407568, 0.29807669382807067, 0.3653841568869106, 0.24038484463346776, 0.26153846153846017, 0.282692078443456, 0.3038456953484484, 0.32499931225344425, 0.34615292915843665, 1.0, 15.850000381469727, 16.889999389648438]","[0.0, 0.5159573118952662, 0.4914892645645924, 0.46702121723391676, 0.44255316990324295, 0.4180851225725673, 0.3936170752418935, 0.5212765849516213, 0.7021278106773018, 0.6648939138304143, 0.6170214708708166, 0.6648939138304143, 0.648936094661349, 0.9680853762094676, 1.0, 0.6968085376209467, 0.7287235672305188, 0.7606385968400908, 0.792553626449661, 0.8244686560592329, 0.856383685668805, 0.8936175825156926, 22.170000076293945, 24.049999237060547]","[0.7375556238327194, 0.7285056391950813, 0.6914015652348012, 0.6542974912745243, 0.6171934173142443, 0.5800893433539673, 0.5429852693936873, 0.03619821244247745, 0.0, 0.33031667178745394, 0.3665148842299314, 0.34841491495465515, 0.371040739602788, 0.5067870569512098, 0.5294111554912676, 0.3891389827699892, 0.4090486037511787, 0.4289582247323682, 0.44886784571355454, 0.46877746669474407, 0.48868708767593355, 1.0, 49.33000183105469, 51.540000915527344]"
"Row(start=datetime.datetime(2019, 12, 6, 19, 0), end=datetime.datetime(2019, 12, 17, 19, 0))","[0.0, 0.0, 0.388275, 0.38827500000000004, 0.22845000000000001, 0.22844999999999996, 0.617842857142857, 0.6178428571428572, 0.38394375000000003, 0.38394375000000003, 0.32896000000000003, 0.32896000000000003, 0.4578428571428571, 0.4578428571428571, 0.0, 0.0, 0.6713, 0.6713, 0.30232727272727283, 0.3023272727272728, 0.40755555555555556, 0.4075555555555556]","[0.18386513376280622, 0.17854850303787678, 0.17323187231295584, 0.1679152415880264, 0.16259861086310545, 0.02649158230658993, 0.03460022251830282, 0.0, 0.07004747972839948, 0.17755220709769287, 0.13681212770536014, 0.4741929132956975, 0.45820456116735114, 0.5565201067721568, 0.609433677183636, 0.6623472475951065, 0.7152608180065857, 0.7681743884180563, 0.8210879588295354, 0.9285514791057146, 1.0, 0.9713564917196635, 8616.1796875, 8829.4697265625]","[0.17692289352399637, 0.13269217014299559, 0.08846144676199819, 0.04423072338099909, 0.0, 0.25000045849770475, 0.20192238917651978, 0.3269235354207817, 0.2692298522353597, 0.14423053998191684, 0.2115380030407568, 0.29807669382807067, 0.3653841568869106, 0.24038484463346776, 0.26153846153846017, 0.282692078443456, 0.3038456953484484, 0.32499931225344425, 0.34615292915843665, 1.0, 0.9230769230769231, 0.8076932246877172, 15.850000381469727, 16.889999389648438]","[0.14603142886120823, 0.10952357164590477, 0.07301571443060412, 0.03650785721530065, 0.0, 0.1904759742235503, 0.46031731614903354, 0.40476201288822483, 0.3333333333333333, 0.40476201288822483, 0.3809519484471006, 0.857142640890217, 0.9047612560039843, 0.45238062800199214, 0.49999984862315244, 0.5476190692443128, 0.5952382898654702, 0.6428575104866305, 0.690476731107791, 0.7460320343685996, 0.7857139613353255, 1.0, 22.90999984741211, 24.170000076293945]","[0.6791097005208321, 0.6426652696397576, 0.6062208387586799, 0.5697764078776054, 0.5333319769965278, 0.03555467393663195, 0.0, 0.3244442409939236, 0.3599989149305556, 0.3422207302517361, 0.3644443088107639, 0.4977773030598958, 0.5199991861979166, 0.3822207980685764, 0.40177646213107704, 0.4213321261935776, 0.4408877902560751, 0.46044345431857575, 0.4799991183810764, 0.9822218153211806, 1.0, 0.6844431559244791, 49.33000183105469, 51.58000183105469]"
"Row(start=datetime.datetime(2019, 12, 7, 19, 0), end=datetime.datetime(2019, 12, 18, 19, 0))","[0.388275, 0.38827500000000004, 0.22845000000000001, 0.22844999999999996, 0.617842857142857, 0.6178428571428572, 0.38394375000000003, 0.38394375000000003, 0.32896000000000003, 0.32896000000000003, 0.4578428571428571, 0.4578428571428571, 0.0, 0.0, 0.6713, 0.6713, 0.30232727272727283, 0.3023272727272728, 0.40755555555555556, 0.4075555555555556, 0.4776428571428571, 0.4776428571428571]","[0.16912397078412783, 0.163933414985201, 0.15874285918628248, 0.025863379135860964, 0.03377973662801613, 0.0, 0.06838642194945332, 0.17334185611986733, 0.13356785896278284, 0.4629482285417989, 0.44733901320435915, 0.5433231715493889, 0.5949819859284655, 0.6466408003075339, 0.6982996146866105, 0.7499584290656788, 0.8016172434447554, 0.9065324476787326, 0.9762866874670338, 0.9483224116505896, 1.0, 0.9683703299748786, 8616.1796875, 8834.650390625]","[0.08846144676199819, 0.04423072338099909, 0.0, 0.25000045849770475, 0.20192238917651978, 0.3269235354207817, 0.2692298522353597, 0.14423053998191684, 0.2115380030407568, 0.29807669382807067, 0.3653841568869106, 0.24038484463346776, 0.26153846153846017, 0.282692078443456, 0.3038456953484484, 0.32499931225344425, 0.34615292915843665, 1.0, 0.9230769230769231, 0.8076932246877172, 0.7788463830950062, 0.9615393785338711, 15.850000381469727, 16.889999389648438]","[0.05139651946347096, 0.025698259731734487, 0.0, 0.1340780158469689, 0.32402213801951246, 0.28491618325881535, 0.2346367941215332, 0.28491618325881535, 0.2681560316939378, 0.6033516040900353, 0.6368708416624399, 0.31843542083121995, 0.35195508462656516, 0.3854747484219104, 0.4189944122172536, 0.45251407601259874, 0.48603373980794395, 0.5251396945686411, 0.5530722149527532, 0.7039103823645996, 0.9720664140585374, 1.0, 22.90999984741211, 24.700000762939453]","[0.6062208387586799, 0.5697764078776054, 0.5333319769965278, 0.03555467393663195, 0.0, 0.3244442409939236, 0.3599989149305556, 0.3422207302517361, 0.3644443088107639, 0.4977773030598958, 0.5199991861979166, 0.3822207980685764, 0.40177646213107704, 0.4213321261935776, 0.4408877902560751, 0.46044345431857575, 0.4799991183810764, 0.9822218153211806, 1.0, 0.6844431559244791, 0.6933322482638888, 0.6488884819878472, 49.33000183105469, 51.58000183105469]"
"Row(start=datetime.datetime(2019, 12, 8, 19, 0), end=datetime.datetime(2019, 12, 19, 19, 0))","[0.22845000000000001, 0.22844999999999996, 0.617842857142857, 0.6178428571428572, 0.38394375000000003, 0.38394375000000003, 0.32896000000000003, 0.32896000000000003, 0.4578428571428571, 0.4578428571428571, 0.0, 0.0, 0.6713, 0.6713, 0.30232727272727283, 0.3023272727272728, 0.40755555555555556, 0.4075555555555556, 0.4776428571428571, 0.4776428571428571, 0.57544375, 0.57544375]","[0.12795402547334667, 0.020847069844529716, 0.027228017078311625, 0.0, 0.05512259273271001, 0.13972148660577563, 0.10766182060566755, 0.3731575059900196, 0.3605757624889658, 0.4379433965663226, 0.47958277036156566, 0.521222144156802, 0.5628615179520452, 0.6045008917472815, 0.6461402655425247, 0.7307067322416185, 0.7869318488893693, 0.7643913599596461, 0.8060458664360735, 0.7805509016555874, 0.8219820209335423, 1.0, 8616.1796875, 8887.2197265625]","[0.0, 0.2241381578298316, 0.18103371732431836, 0.2931036183723737, 0.24137828976575781, 0.12931003298398155, 0.189654605425421, 0.2672409540690658, 0.3275855265105052, 0.21551726972872895, 0.23448256584464192, 0.25344786196055796, 0.27241315807647093, 0.29137845419238695, 0.3103437503082999, 0.8965509870530474, 0.8275855265105052, 0.7241381578298316, 0.6982754935265236, 0.8620690789149158, 0.784482730271271, 1.0, 15.850000381469727, 17.010000228881836]","[0.0, 0.10909076722205172, 0.26363623753071264, 0.23181820546299137, 0.19090905938267816, 0.23181820546299137, 0.21818153444410343, 0.49090888598740806, 0.5181813610488333, 0.25909068052441664, 0.2863635023763825, 0.31363632422834836, 0.3409091460803126, 0.3681819679322784, 0.39545478978424425, 0.4272728218519655, 0.4499997399070948, 0.5727271781480345, 0.7909087125921379, 0.8136364976236178, 0.8318178586724512, 1.0, 22.90999984741211, 25.110000610351562]","[0.5333319769965278, 0.03555467393663195, 0.0, 0.3244442409939236, 0.3599989149305556, 0.3422207302517361, 0.3644443088107639, 0.4977773030598958, 0.5199991861979166, 0.3822207980685764, 0.40177646213107704, 0.4213321261935776, 0.4408877902560751, 0.46044345431857575, 0.4799991183810764, 0.9822218153211806, 1.0, 0.6844431559244791, 0.6933322482638888, 0.6488884819878472, 0.6977776421440972, 0.7199995252821181, 49.33000183105469, 51.58000183105469]"
"Row(start=datetime.datetime(2019, 12, 9, 19, 0), end=datetime.datetime(2019, 12, 20, 19, 0))","[0.617842857142857, 0.6178428571428572, 0.38394375000000003, 0.38394375000000003, 0.32896000000000003, 0.32896000000000003, 0.4578428571428571, 0.4578428571428571, 0.0, 0.0, 0.6713, 0.6713, 0.30232727272727283, 0.3023272727272728, 0.40755555555555556, 0.4075555555555556, 0.4776428571428571, 0.4776428571428571, 0.57544375, 0.57544375, 0.2900533333333334, 0.2900533333333334]","[0.023900111008852244, 0.0, 0.048385311409875675, 0.1226442245351702, 0.09450300609441761, 0.3275488549642463, 0.31650489735634474, 0.38441638123792266, 0.42096644117005466, 0.45751650110218073, 0.49406656103431273, 0.5306166209664388, 0.5671666808985708, 0.6413971302155975, 0.690750211106578, 0.6709647017151026, 0.7075280447577572, 0.68514916616855, 0.7215164251986932, 0.8777764072981205, 0.9575098595469195, 1.0, 8616.1796875, 8924.9599609375]","[0.04255281733009039, 0.13475216639657164, 0.09219799633680804, 0.0, 0.04964517900671766, 0.11347508136668984, 0.1631202603734075, 0.07092226403659946, 0.08652491863330915, 0.10212757323002136, 0.11773022782673105, 0.13333288242344327, 0.14893553702015297, 0.6312053091934214, 0.5744677685100765, 0.4893621338498957, 0.4680850488200139, 0.6028372152165855, 0.5390073128566134, 0.7163122965832754, 0.8723401952800556, 1.0, 16.0, 17.40999984741211]","[0.07476630516160773, 0.04205615806398711, 0.0, 0.04205615806398711, 0.028037141614437384, 0.30841123161279743, 0.3364483732272348, 0.0700932996784245, 0.09813079780672704, 0.12616829593502957, 0.15420579406333046, 0.182243292191633, 0.21028079031993555, 0.24299093741755617, 0.26635507354881033, 0.39252354774077164, 0.6168224632255949, 0.640187490641511, 0.658878621289582, 0.8317762590287137, 0.9205606893552091, 1.0, 23.329999923706055, 25.469999313354492]","[0.0, 0.3244442409939236, 0.3599989149305556, 0.3422207302517361, 0.3644443088107639, 0.4977773030598958, 0.5199991861979166, 0.3822207980685764, 0.40177646213107704, 0.4213321261935776, 0.4408877902560751, 0.46044345431857575, 0.4799991183810764, 0.9822218153211806, 1.0, 0.6844431559244791, 0.6933322482638888, 0.6488884819878472, 0.6977776421440972, 0.7199995252821181, 0.9288872612847222, 0.9466654459635416, 49.33000183105469, 51.58000183105469]"
"Row(start=datetime.datetime(2019, 12, 10, 19, 0), end=datetime.datetime(2019, 12, 21, 19, 0))","[0.38394375000000003, 0.38394375000000003, 0.32896000000000003, 0.32896000000000003, 0.4578428571428571, 0.4578428571428571, 0.0, 0.0, 0.6713, 0.6713, 0.30232727272727283, 0.3023272727272728, 0.40755555555555556, 0.4075555555555556, 0.4776428571428571, 0.4776428571428571, 0.57544375, 0.57544375, 0.2900533333333334, 0.2900533333333334, 0.0, 0.0]","[0.0, 0.07544250176075336, 0.0468527496028665, 0.28361304037137725, 0.2723930567193947, 0.341386959628622, 0.37851957906425787, 0.41565219849988777, 0.45278481793552366, 0.48991743737115356, 0.5270500568067894, 0.6024636410839037, 0.652603344660418, 0.6325024804774847, 0.6696485947388164, 0.6469130264909847, 0.6838599314205802, 0.8426104904919304, 0.9236147882726098, 0.966782165238356, 0.9833910826191751, 1.0, 8631.1201171875, 8935.0560546875]","[0.09219799633680804, 0.0, 0.04964517900671766, 0.11347508136668984, 0.1631202603734075, 0.07092226403659946, 0.08652491863330915, 0.10212757323002136, 0.11773022782673105, 0.13333288242344327, 0.14893553702015297, 0.6312053091934214, 0.5744677685100765, 0.4893621338498957, 0.4680850488200139, 0.6028372152165855, 0.5390073128566134, 0.7163122965832754, 0.8723401952800556, 1.0, 0.9815604007326378, 0.9631208014652758, 16.0, 17.40999984741211]","[0.0, 0.04151298492666736, 0.02767503002666416, 0.30442796961333246, 0.3321029996399966, 0.06918801495333152, 0.0968633968893329, 0.12453877882533429, 0.15221416076133404, 0.17988954269733543, 0.20756492463333678, 0.23985260629333535, 0.26291498468666513, 0.3874539394666672, 0.6088559392266649, 0.6319191973933369, 0.6503689241533324, 0.8210335154933361, 0.9086712572066631, 0.9870845754266634, 0.9935422877133309, 1.0, 23.329999923706055, 25.497999954223634]","[0.027027584322660798, 0.0, 0.03378576914947909, 0.23648749658482268, 0.27027068824199557, 0.0608107759798337, 0.0905406032363003, 0.1202704304927669, 0.1500002577492287, 0.1797300850056953, 0.2094599122621619, 0.9729724156773392, 1.0, 0.5202693994958425, 0.5337831916571729, 0.4662168083428271, 0.5405413764839911, 0.5743245681411641, 0.8918896627093568, 0.9189172470320176, 0.9027012119368814, 0.8864851768417452, 50.099998474121094, 51.58000183105469]"
"Row(start=datetime.datetime(2019, 12, 11, 19, 0), end=datetime.datetime(2019, 12, 22, 19, 0))","[0.32896000000000003, 0.32896000000000003, 0.4578428571428571, 0.4578428571428571, 0.0, 0.0, 0.6713, 0.6713, 0.30232727272727283, 0.3023272727272728, 0.40755555555555556, 0.4075555555555556, 0.4776428571428571, 0.4776428571428571, 0.57544375, 0.57544375, 0.2900533333333334, 0.2900533333333334, 0.0, 0.0, 0.7393000000000001, 0.7393000000000001]","[0.0, 0.24003312194530782, 0.2286580400199612, 0.2986056729475006, 0.3362515912736329, 0.37389750959975915, 0.4115434279258915, 0.44918934625201773, 0.4868352645781501, 0.563291320669161, 0.6141241252066849, 0.5937453988249644, 0.6314049985211075, 0.608355147517742, 0.6458127841327364, 0.8067578149939978, 0.8888818672333773, 0.9326459639306944, 0.9494844729480177, 0.9663229819653472, 0.9831614909826706, 1.0, 8645.3603515625, 8945.1521484375]","[0.0, 0.06716428532793582, 0.11940285760647701, 0.022388569574091945, 0.03880628457068897, 0.05522399956728865, 0.07164171456388568, 0.08805942956048536, 0.10447714455708239, 0.6119400010817797, 0.5522385722785412, 0.46268714077085343, 0.44029857119676147, 0.5820899983773304, 0.5149257130493946, 0.7014928559838075, 0.8656714293441283, 1.0, 0.9805971423935225, 0.9611942847870449, 0.9417914271805701, 0.9223885695740924, 16.06999969482422, 17.40999984741211]","[0.0, 0.2808988964708532, 0.30898851823204576, 0.04213487911827677, 0.07022485806066, 0.09831483700304325, 0.12640481594542483, 0.15449479488780807, 0.1825847738301913, 0.21535614804374525, 0.23876401735257644, 0.3651686547074067, 0.589887414702899, 0.613296176964706, 0.6320222938211757, 0.8052435627466442, 0.8941941804825834, 0.9737821862667755, 0.9803366397000808, 0.9868910931333877, 0.993445546566693, 1.0, 23.389999389648438, 25.526000595092775]","[0.0, 0.20978963149498756, 0.24475412547416944, 0.02796999461140781, 0.05873938954186395, 0.0895087844723201, 0.12027817940277127, 0.1510475743332274, 0.18181696926368357, 0.972027337768696, 1.0, 0.5034945820639909, 0.5174809131796428, 0.44755192522127907, 0.5244754125474169, 0.5594399065265988, 0.8881093510747841, 0.9160820133060881, 0.8992989494912839, 0.8825158856764798, 0.8657328218616805, 0.8489497580468764, 50.150001525878906, 51.58000183105469]"
"Row(start=datetime.datetime(2019, 12, 12, 19, 0), end=datetime.datetime(2019, 12, 23, 19, 0))","[0.4578428571428571, 0.4578428571428571, 0.0, 0.0, 0.6713, 0.6713, 0.30232727272727283, 0.3023272727272728, 0.40755555555555556, 0.4075555555555556, 0.4776428571428571, 0.4776428571428571, 0.57544375, 0.57544375, 0.2900533333333334, 0.2900533333333334, 0.0, 0.0, 0.7393000000000001, 0.7393000000000001, 0.3741428571428571, 0.3741428571428572]","[0.0, 0.08874570695277338, 0.13650877620773905, 0.18427184546269698, 0.23203491471766266, 0.2797979839726206, 0.3275610532275863, 0.4245642892862899, 0.4890581540000248, 0.46320274755022506, 0.5109831749744793, 0.48173879261533886, 0.5292629803976674, 0.7334611776277995, 0.8376556552502262, 0.8931811324965594, 0.9145449059972444, 0.9359086794979372, 0.9572724529986222, 0.9786362264993149, 1.0, 0.9807448307785139, 8713.91015625, 8950.2001953125]","[0.08724777230606166, 0.0, 0.014764928845643314, 0.029529857691289012, 0.04429478653693233, 0.059059715382578024, 0.07382464422822134, 0.5302007580751905, 0.4765095258637794, 0.39597331759663795, 0.37583862547987745, 0.5033557820194601, 0.44295298576912884, 0.6107382464422823, 0.758388814998675, 0.8791944074993375, 0.8617448530381248, 0.8442952985769119, 0.8268457441157016, 0.8093961896544887, 0.7919466351932759, 1.0, 16.100000381469727, 17.59000015258789]","[0.2072726162997159, 0.0, 0.0218182650479406, 0.0436365300958812, 0.06545479514382051, 0.0872730601917611, 0.1090913252397017, 0.1345457597212358, 0.15272730047052557, 0.2509092851118608, 0.4254545731977983, 0.4436368075284091, 0.4581819014115767, 0.5927276611328125, 0.6618180708451704, 0.7236362804066051, 0.7287273060191756, 0.7338183316317474, 0.7389093572443179, 0.7440003828568897, 0.7490914084694602, 1.0, 23.479999542236328, 26.229999542236328]","[0.19745314238785516, 0.0, 0.028025638658199105, 0.05605127731639821, 0.08407691597459278, 0.1121025546327919, 0.140128193290991, 0.8598742364529626, 0.8853525315502252, 0.43312129767765073, 0.44586044522628204, 0.382167137227079, 0.4522312338725745, 0.48407788787217604, 0.7834393511611747, 0.8089176462584373, 0.7936311551488695, 0.7783446640393017, 0.7630581729297384, 0.7477716818201707, 0.7324851907106029, 1.0, 50.189998626708984, 51.7599983215332]"
"Row(start=datetime.datetime(2019, 12, 13, 19, 0), end=datetime.datetime(2019, 12, 24, 19, 0))","[0.0, 0.0, 0.6713, 0.6713, 0.30232727272727283, 0.3023272727272728, 0.40755555555555556, 0.4075555555555556, 0.4776428571428571, 0.4776428571428571, 0.57544375, 0.57544375, 0.2900533333333334, 0.2900533333333334, 0.0, 0.0, 0.7393000000000001, 0.7393000000000001, 0.3741428571428571, 0.3741428571428572, 0.41032500000000005, 0.41032500000000005]","[0.0, 0.054040051211977594, 0.1080801024239639, 0.16212015363594148, 0.2161602048479278, 0.32591152372481835, 0.39888111731153714, 0.36962781532637135, 0.42368750590349763, 0.3905998516760307, 0.44436962781532446, 0.6754033785319282, 0.793291005825409, 0.8561135940879895, 0.8802849765403068, 0.9044563589926329, 0.9286277414449503, 0.9527991238972764, 0.9769705063495937, 0.9551848391582753, 1.0, 0.9898015582433429, 8746.1658203125, 8955.009765625]","[0.0, 0.014986199007660456, 0.02997239801531849, 0.04495859702297895, 0.05994479603063698, 0.5231602531420584, 0.4686643934397608, 0.3869212535282057, 0.36648481890842555, 0.495912972932801, 0.4346049683572433, 0.6049046923373963, 0.7547679816977692, 0.8773839908488846, 0.8596729338919211, 0.8419618769349576, 0.8242508199779964, 0.8065397630210329, 0.7888287060640694, 1.0, 0.9931878551267399, 0.8978204254686648, 16.12200012207031, 17.59000015258789]","[0.0, 0.02000006866452483, 0.040000137329048474, 0.0600002059935733, 0.08000027465809813, 0.10333349736525296, 0.11999990336103926, 0.2100000216166094, 0.36999980799364407, 0.38666684977206545, 0.39999984741216743, 0.5233334134419453, 0.5866662648520412, 0.6433329353334037, 0.6479997070313612, 0.6526664787293199, 0.6573332504272774, 0.6620000221252361, 0.6666667938231936, 0.8966662483216927, 0.936666512807269, 1.0, 23.539999771118165, 26.540000915527344]","[0.0, 0.02864596268355823, 0.05729192536711184, 0.08593788805067007, 0.1145838507342283, 0.8502608693924504, 0.8763031052001024, 0.4140621119493276, 0.42708322985315367, 0.3619801238583233, 0.43359503056721654, 0.46614658356463173, 0.7721341619694941, 0.7981763977771462, 0.782551552997414, 0.7669267082176818, 0.7513018634379542, 0.735677018658222, 0.7200521738784899, 0.9934881992859371, 1.0, 0.9023428574834547, 50.23399887084961, 51.77000045776367]"
"Row(start=datetime.datetime(2019, 12, 14, 19, 0), end=datetime.datetime(2019, 12, 25, 19, 0))","[0.6713, 0.6713, 0.30232727272727283, 0.3023272727272728, 0.40755555555555556, 0.4075555555555556, 0.4776428571428571, 0.4776428571428571, 0.57544375, 0.57544375, 0.2900533333333334, 0.2900533333333334, 0.0, 0.0, 0.7393000000000001, 0.7393000000000001, 0.3741428571428571, 0.3741428571428572, 0.41032500000000005, 0.41032500000000005, -0.0258, -0.0258]","[0.0, 0.05767088816467438, 0.11534177632935806, 0.2324670546168774, 0.31033932114479434, 0.27912055155821003, 0.33681239861551526, 0.30150165475447455, 0.3588841086349306, 0.6054405293085173, 0.7312487773979319, 0.798292282736129, 0.824087689345296, 0.8498830959544722, 0.8756785025636391, 0.9014739091728154, 0.9272693157819824, 0.9040199156055283, 0.9518461124913697, 0.9409624589638218, 0.9704812294819155, 1.0, 8768.7376953125, 8964.433268229166]","[0.0, 0.015449250080099385, 0.030898500160196275, 0.5084266201473804, 0.45224692011534123, 0.36797803978213406, 0.34691014998398073, 0.4803374398462123, 0.4171351098814554, 0.5926968399102905, 0.7471906801409725, 0.8735953400704862, 0.8553370380173008, 0.8370787359641152, 0.8188204339109322, 0.8005621318577467, 0.7823038298045613, 1.0, 0.9929773700672823, 0.8946632298686396, 0.9204119800021352, 0.9461607301356333, 16.165999603271484, 17.59000015258789]","[0.0, 0.020089358414452273, 0.040178716828904545, 0.06361611005944458, 0.08035692276095346, 0.17075884403966693, 0.33147294501000046, 0.34821439633257834, 0.36160691876957163, 0.48549110407237184, 0.5491067032349608, 0.6060263604895876, 0.6107139668599089, 0.6154015732302314, 0.6200891796005527, 0.6247767859708752, 0.6294643923411966, 0.8604906730031501, 0.900669517556268, 0.9642857553399259, 0.9821428776699629, 1.0, 23.660000228881835, 26.64666748046875]","[0.0, 0.030386885881627374, 0.06077377176325475, 0.8411606576448797, 0.8687855783477108, 0.3784524564734954, 0.39226491682491094, 0.3232052495252721, 0.39917246422933805, 0.4337022978791575, 0.7582858955363866, 0.7859108162392175, 0.7693363907090057, 0.7527619651787939, 0.736187539648587, 0.719613114118375, 0.7030386885881632, 0.9930924525955729, 1.0, 0.896407864593103, 0.9171261160439881, 0.9378443674948683, 50.32199935913086, 51.77000045776367]"
"Row(start=datetime.datetime(2019, 12, 15, 19, 0), end=datetime.datetime(2019, 12, 26, 19, 0))","[0.30232727272727283, 0.3023272727272728, 0.40755555555555556, 0.4075555555555556, 0.4776428571428571, 0.4776428571428571, 0.57544375, 0.57544375, 0.2900533333333334, 0.2900533333333334, 0.0, 0.0, 0.7393000000000001, 0.7393000000000001, 0.3741428571428571, 0.3741428571428572, 0.41032500000000005, 0.41032500000000005, -0.0258, -0.0258, 0.20698333333333332, 0.20698333333333332]","[0.0, 0.09919028340080972, 0.16513823502066552, 0.13869988927674895, 0.1875575803166178, 0.15765385037992444, 0.20624952456619305, 0.4150516004158461, 0.5215952600305968, 0.5783726217744457, 0.6002180656394448, 0.6220635095044517, 0.6439089533694506, 0.6657543972344575, 0.6875998410994565, 0.667910542374887, 0.7084132766475366, 0.6991961999104072, 0.7241948616522865, 0.749193523394158, 0.7741921851360375, 1.0, 8791.3095703125, 9022.3896484375]","[0.0, 0.4927534629407976, 0.4347825486027991, 0.3478268681636117, 0.3260872569860045, 0.4637686968396087, 0.3985512454424078, 0.5797105255156056, 0.7391301944111964, 0.8695650972055982, 0.8507246537059198, 0.8318842102062413, 0.8130437667065653, 0.7942033232068869, 0.7753628797072084, 1.0, 0.9927534629407976, 0.8913047083832054, 0.9178744228431995, 0.9444441373031963, 0.9710138517631904, 0.847825486027991, 16.209999084472656, 17.59000015258789]","[0.0, 0.023972497601117235, 0.04109552354432397, 0.1335614313214072, 0.29794483190184207, 0.3150685110466183, 0.3287668011608698, 0.455479414025936, 0.5205474351713772, 0.5787666378604774, 0.5835612680210143, 0.5883558981815524, 0.5931505283420893, 0.5979451585026273, 0.6027397886631642, 0.8390406820469508, 0.8801368587928443, 0.945205533139855, 0.96347035542657, 0.981735177713285, 1.0, 0.8835615946217995, 23.780000686645508, 26.700000762939453]","[0.0, 0.8308827654298825, 0.8602951901176946, 0.3382344691402349, 0.352940681484141, 0.279412424687812, 0.36029519011769456, 0.397059318515859, 0.7426454913664464, 0.7720579160542584, 0.7544110222262104, 0.7367641283981624, 0.7191172345701196, 0.7014703407420715, 0.6838234469140235, 0.9926454913664464, 1.0, 0.8897048098823054, 0.911763660910966, 0.9338225119396214, 0.955881362968282, 0.8088220444524229, 50.40999984741211, 51.77000045776367]"
"Row(start=datetime.datetime(2019, 12, 16, 19, 0), end=datetime.datetime(2019, 12, 27, 19, 0))","[0.40755555555555556, 0.4075555555555556, 0.4776428571428571, 0.4776428571428571, 0.57544375, 0.57544375, 0.2900533333333334, 0.2900533333333334, 0.0, 0.0, 0.7393000000000001, 0.7393000000000001, 0.3741428571428571, 0.3741428571428572, 0.41032500000000005, 0.41032500000000005, -0.0258, -0.0258, 0.20698333333333332, 0.20698333333333332, -0.07293333333333332, -0.07293333333333331]","[0.027019556354087485, 0.0, 0.04993176007186787, 0.019370637827378894, 0.06903462096607008, 0.2824269228111395, 0.3913127980098127, 0.44933833183608596, 0.47166401769055033, 0.4939897035450227, 0.5163153893994871, 0.5386410752539594, 0.5609667611084237, 0.5408446202750328, 0.5822377513647986, 0.5728180498928892, 0.5983662727754386, 0.62391449565798, 0.6494627185405293, 0.8802346071453251, 1.0, 0.8104916730011748, 8823.3603515625, 9049.4697265625]","[0.16128985947152105, 0.03225879225903837, 0.0, 0.2043015824835722, 0.10752725661829249, 0.376344372708106, 0.6129026965388812, 0.8064513482694406, 0.7784945486763407, 0.7505377490832409, 0.7225809494901448, 0.694624149897045, 0.6666673503039451, 1.0, 0.9892470692469872, 0.8387101405284789, 0.8781361860149677, 0.9175622315014601, 0.9569882769879489, 0.7741925560104023, 0.8387101405284789, 0.6021497657858684, 16.65999984741211, 17.59000015258789]","[0.0, 0.09642869550349556, 0.26785703337926864, 0.2857145776552837, 0.29999993188043383, 0.4321430347402976, 0.49999965940216906, 0.5607139475492964, 0.5657140599465801, 0.5707141723438651, 0.5757142847411488, 0.5807143971384338, 0.5857145095357175, 0.832142489783768, 0.8749999148505423, 0.9428572207080756, 0.9619048138053837, 0.9809524069026919, 1.0, 0.8785714237057453, 0.9285711852872636, 0.6535711341975889, 23.899999618530273, 26.700000762939453]","[0.8061237597362408, 0.0816306670663018, 0.10203930697038938, 0.0, 0.11224557319745739, 0.16326522668265206, 0.6428546405035402, 0.6836719203117154, 0.6591823309368186, 0.6346927415619217, 0.6102031521870321, 0.5857135628121353, 0.5612239734372385, 0.989793733772932, 1.0, 0.8469371469943675, 0.8775494580921598, 0.908161769189945, 0.9387740802877373, 0.7346915737969101, 0.7653064799280657, 0.1938762402637592, 50.790000915527344, 51.77000045776367]"
