window,TwitterScore,NewsScore,StockPrice_IXIC,StockPrice_MARA,StockPrice_RIOT,StockPrice_BTC
"Row(start=datetime.datetime(2021, 3, 18, 20, 0), end=datetime.datetime(2021, 3, 29, 20, 0))","[0.15960400000000008, 0.20188700000000004, 0.236079, 0.1621749999999999, 0.3262470000000001, 0.12477400000000007, 0.019707, 0.07683899999999999, 0.16011199999999992, 0.055023999999999997, 0.21175099999999994, 0.1730449999999999, 0.086679, 0.12166799999999994, 0.45270200000000016, 0.20582200000000014, 0.2674810000000001, 0.25441199999999986, 0.08781099999999999, 0.09763099999999998, 0.2492020000000001, 0.10860599999999998]","[0.6882, 0.0, -0.03423333333333334, -0.019049999999999956, -0.0184, 0.8743, 0.0, 0.9836, 0.25, 0.0, 0.4469285714285714, 0.4232, 0.51758, 0.7363999999999999, 0.67734, 0.0, 0.80754, 0.4887, 0.20027999999999996, 0.0, 0.9325, 0.8146833333333334]","[0.5128443938341088, 0.6904357380114746, 0.7141071863846878, 0.7377786347579011, 0.7614500831311143, 0.7851215315043275, 0.8087929798775407, 0.9927546777168594, 1.0, 0.7136451447427301, 0.8282769484878141, 0.21851477259911156, 0.0, 0.24792717932672892, 0.28210916552368964, 0.5479195392680823, 0.5349696398621879, 0.5220197404562934, 0.5090698410503989, 0.49611994164450446, 0.48317004223860993, 0.4006155704395217]","[0.9439819897762641, 1.0, 0.9987888263148869, 0.9975776526297733, 0.9963664789446601, 0.9951553052595465, 0.9939441315744334, 0.7683574738327921, 0.7077970569363099, 0.620741963001188, 0.7706283883956959, 0.3179410336126543, 0.0, 0.33005305923725686, 0.3716881292734864, 0.47312645216958393, 0.5174867929453798, 0.5618471337211756, 0.6062074744969709, 0.6505678152727666, 0.6949281560485625, 0.6275549954633688]","[1.0, 0.9824481619588481, 0.9759816415251955, 0.9695151210915426, 0.96304860065789, 0.9565820802242372, 0.9501155597905846, 0.7681292845970613, 0.7173210356172948, 0.49607385677563426, 0.6919169111274114, 0.2923786921736323, 0.0, 0.4060045279492238, 0.46327943832144847, 0.408314137974355, 0.4387067241050305, 0.4690993102357059, 0.4994918963663817, 0.5298844824970571, 0.5602770686277325, 0.39307155756132106]","[0.925534559045942, 1.0, 0.9978404260058668, 0.9950465797365836, 0.9944867553162803, 0.8764593538160681, 0.8756292895447074, 0.4271137914944205, 0.42448994426376346, 0.45859819965156057, 0.454327706560556, 0.16376241872287342, 0.15663125215429816, 0.003173706190075339, 0.0, 0.518380413296973, 0.5184185165297686, 0.6438672553713835, 0.6440818058822012, 0.6404508608985797, 0.6400235184876886, 0.9104914027382742]"
"Row(start=datetime.datetime(2021, 3, 19, 20, 0), end=datetime.datetime(2021, 3, 30, 20, 0))","[0.236079, 0.1621749999999999, 0.3262470000000001, 0.12477400000000007, 0.019707, 0.07683899999999999, 0.16011199999999992, 0.055023999999999997, 0.21175099999999994, 0.1730449999999999, 0.086679, 0.12166799999999994, 0.45270200000000016, 0.20582200000000014, 0.2674810000000001, 0.25441199999999986, 0.08781099999999999, 0.09763099999999998, 0.2492020000000001, 0.10860599999999998, 0.21226099999999995, 0.13043800000000005]","[-0.03423333333333334, -0.019049999999999956, -0.0184, 0.8743, 0.0, 0.9836, 0.25, 0.0, 0.4469285714285714, 0.4232, 0.51758, 0.7363999999999999, 0.67734, 0.0, 0.80754, 0.4887, 0.20027999999999996, 0.0, 0.9325, 0.8146833333333334, 0.6804166666666666, -0.6317]","[0.7141071863846878, 0.7377786347579011, 0.7614500831311143, 0.7851215315043275, 0.8087929798775407, 0.9927546777168594, 1.0, 0.7136451447427301, 0.8282769484878141, 0.21851477259911156, 0.0, 0.24792717932672892, 0.28210916552368964, 0.5479195392680823, 0.5349696398621879, 0.5220197404562934, 0.5090698410503989, 0.49611994164450446, 0.48317004223860993, 0.4006155704395217, 0.30589521477660103, 0.37405181415011624]","[0.9226573556036974, 0.9215385021683753, 0.9204196487330537, 0.9193007952977316, 0.91818194186241, 0.7097903543640539, 0.653846082025599, 0.5734266573726765, 0.7118881712100247, 0.2937063627286451, 0.0, 0.3048951638439239, 0.34335665100506607, 0.437062960381299, 0.4780419878148427, 0.5190210152483864, 0.5600000426819295, 0.6009790701154732, 0.6419580975490169, 0.5797203746726496, 0.6636365164182711, 1.0]","[1.0, 0.9933743421407523, 0.9867486842815049, 0.9801230264222571, 0.9734973685630097, 0.7870325136410177, 0.7349739022716819, 0.5082819549765352, 0.7089445965870139, 0.2995739671052864, 0.0, 0.41599607069939193, 0.4746804843556974, 0.41836251892635024, 0.44950304948303166, 0.4806435800397131, 0.5117841105963948, 0.5429246411530763, 0.5740651717097577, 0.4027448271947579, 0.4472314541625766, 0.5740651717097577]","[0.9190800819403935, 0.9165067561949335, 0.9159911191645276, 0.8072797150012041, 0.8065151683676389, 0.39340135782618224, 0.39098461295906545, 0.42240067642939444, 0.4184672567786022, 0.15083651984419663, 0.14426822196473366, 0.0029232030184473874, 0.0, 0.47746423206797983, 0.47749932778209125, 0.5930462971861876, 0.5932439130533379, 0.5898995614655538, 0.5895059495334429, 0.8386255870433102, 0.838616408164235, 1.0]"
"Row(start=datetime.datetime(2021, 3, 20, 20, 0), end=datetime.datetime(2021, 3, 31, 20, 0))","[0.3262470000000001, 0.12477400000000007, 0.019707, 0.07683899999999999, 0.16011199999999992, 0.055023999999999997, 0.21175099999999994, 0.1730449999999999, 0.086679, 0.12166799999999994, 0.45270200000000016, 0.20582200000000014, 0.2674810000000001, 0.25441199999999986, 0.08781099999999999, 0.09763099999999998, 0.2492020000000001, 0.10860599999999998, 0.21226099999999995, 0.13043800000000005, 0.07179300000000001, 0.19342800000000007]","[-0.0184, 0.8743, 0.0, 0.9836, 0.25, 0.0, 0.4469285714285714, 0.4232, 0.51758, 0.7363999999999999, 0.67734, 0.0, 0.80754, 0.4887, 0.20027999999999996, 0.0, 0.9325, 0.8146833333333334, 0.6804166666666666, -0.6317, 0.38025, 0.50295]","[0.7614500831311143, 0.7851215315043275, 0.8087929798775407, 0.9927546777168594, 1.0, 0.7136451447427301, 0.8282769484878141, 0.21851477259911156, 0.0, 0.24792717932672892, 0.28210916552368964, 0.5479195392680823, 0.5349696398621879, 0.5220197404562934, 0.5090698410503989, 0.49611994164450446, 0.48317004223860993, 0.4006155704395217, 0.30589521477660103, 0.37405181415011624, 0.5178177082006934, 0.7493533236074174]","[0.7239824011945165, 0.723102335022739, 0.722222268850962, 0.5583059051428749, 0.5143013375780408, 0.45104513890491754, 0.559956002986291, 0.23102314039806301, 0.0, 0.23982401194516403, 0.2700769947739907, 0.34378437266696016, 0.3760175988054837, 0.4082508249440072, 0.44048405108253036, 0.4727172772210539, 0.5049505033595774, 0.4559956422644949, 0.5220022837824171, 0.786578602696139, 0.7530252143511511, 1.0]","[1.0, 0.9932853643842736, 0.9865707287685476, 0.7976017867346747, 0.7448440661533273, 0.5151078112119679, 0.7184652058626536, 0.3035970271634255, 0.0, 0.4215825947640325, 0.48105509732838725, 0.42398082266608583, 0.45553954785390427, 0.4870982730417227, 0.5186569982295415, 0.5502157234173599, 0.5817744486051784, 0.40815339671622075, 0.4532374466637627, 0.5817744486051784, 0.5443644352096447, 0.6661870210862559]","[0.9144003665175443, 0.8058777556190374, 0.8051145367326039, 0.3927181587883361, 0.3903056109524066, 0.42166711583032396, 0.41774052713846815, 0.15057457015038, 0.14401767908155017, 0.002918126448552795, 0.0, 0.47663504554519487, 0.47667008031046193, 0.5920163854902172, 0.5922136581684903, 0.5888751145367326, 0.5884821861693527, 0.8371691909664205, 0.8371600280278122, 0.9982633536355306, 1.0, 0.9984207405810381]"
"Row(start=datetime.datetime(2021, 3, 21, 20, 0), end=datetime.datetime(2021, 4, 1, 20, 0))","[0.019707, 0.07683899999999999, 0.16011199999999992, 0.055023999999999997, 0.21175099999999994, 0.1730449999999999, 0.086679, 0.12166799999999994, 0.45270200000000016, 0.20582200000000014, 0.2674810000000001, 0.25441199999999986, 0.08781099999999999, 0.09763099999999998, 0.2492020000000001, 0.10860599999999998, 0.21226099999999995, 0.13043800000000005, 0.07179300000000001, 0.19342800000000007, 0.13038499999999997, 0.13287]","[0.0, 0.9836, 0.25, 0.0, 0.4469285714285714, 0.4232, 0.51758, 0.7363999999999999, 0.67734, 0.0, 0.80754, 0.4887, 0.20027999999999996, 0.0, 0.9325, 0.8146833333333334, 0.6804166666666666, -0.6317, 0.38025, 0.50295, 0.36311818181818184, 0.0]","[0.6832093032546948, 0.8386067245149305, 0.8447270441913818, 0.6028353537200573, 0.6996679384679686, 0.18458533796979945, 0.0, 0.20943079336737438, 0.23830524153212362, 0.46284245286063097, 0.451903322612914, 0.440964192365197, 0.43002506211748004, 0.41908593186976306, 0.4081468016220461, 0.3384108066744214, 0.2583979606105261, 0.31597168334145176, 0.4374146220783272, 0.6329990181058817, 0.8964800862960465, 1.0]","[0.6896008632755666, 0.5330882898015756, 0.4910713248178502, 0.43067228826928555, 0.5346638558653573, 0.22058826475760845, 0.0, 0.22899161768400605, 0.2578781308465141, 0.3282562867369955, 0.359033599387084, 0.3898109120371726, 0.4205882246872608, 0.45136553733734935, 0.48214284998743795, 0.4353991868123678, 0.49842443393621844, 0.7510503439838981, 0.7190124983420894, 0.9548319028887114, 1.0, 0.998424233584481]","[1.0, 0.8084587992289749, 0.7549829367865524, 0.5221194955327056, 0.7282450055653411, 0.3077296115833275, 0.0, 0.4273212071579077, 0.48760325367533197, 0.42975207990947095, 0.46174038471880835, 0.49372868952814575, 0.5257169943374834, 0.5577052991468209, 0.5896936039561582, 0.4137092099070119, 0.4594069471628258, 0.5896936039561582, 0.5517743627860606, 0.6752552064034989, 0.74720462615039, 0.6149731598860746]","[0.7871359494455323, 0.38394857710167596, 0.3815899025966498, 0.4122510902809542, 0.40841218416631714, 0.14721216898985917, 0.1408016963907432, 0.0028529633088050857, 0.0, 0.4659915602031116, 0.4660258126255483, 0.578796380414781, 0.5789892479011169, 0.5757252555230714, 0.5753411014314351, 0.8184748081337383, 0.8184658498078703, 0.9759716621804776, 0.9776695284126479, 0.9761255346012702, 0.9771683891243816, 1.0]"
"Row(start=datetime.datetime(2021, 3, 22, 20, 0), end=datetime.datetime(2021, 4, 2, 20, 0))","[0.16011199999999992, 0.055023999999999997, 0.21175099999999994, 0.1730449999999999, 0.086679, 0.12166799999999994, 0.45270200000000016, 0.20582200000000014, 0.2674810000000001, 0.25441199999999986, 0.08781099999999999, 0.09763099999999998, 0.2492020000000001, 0.10860599999999998, 0.21226099999999995, 0.13043800000000005, 0.07179300000000001, 0.19342800000000007, 0.13038499999999997, 0.13287, 0.21581400000000006, 0.2355819999999997]","[0.25, 0.0, 0.4469285714285714, 0.4232, 0.51758, 0.7363999999999999, 0.67734, 0.0, 0.80754, 0.4887, 0.20027999999999996, 0.0, 0.9325, 0.8146833333333334, 0.6804166666666666, -0.6317, 0.38025, 0.50295, 0.36311818181818184, 0.0, 0.0, 0.9878]","[0.8032733467471834, 0.573252123807371, 0.6653327964453509, 0.1755270926993881, 0.0, 0.19915329508737067, 0.22661077353826933, 0.44012916205604735, 0.4297268530202351, 0.41932454398442287, 0.4089222349486107, 0.39851992591279845, 0.3881176168769862, 0.32180381002598657, 0.2457174729275488, 0.3004658526092194, 0.4159491634713275, 0.6019355521502554, 0.8524866868688517, 0.950926517945356, 0.9754632589726794, 1.0]","[0.4910713248178502, 0.43067228826928555, 0.5346638558653573, 0.22058826475760845, 0.0, 0.22899161768400605, 0.2578781308465141, 0.3282562867369955, 0.359033599387084, 0.3898109120371726, 0.4205882246872608, 0.45136553733734935, 0.48214284998743795, 0.4353991868123678, 0.49842443393621844, 0.7510503439838981, 0.7190124983420894, 0.9548319028887114, 1.0, 0.998424233584481, 0.9987243604872714, 0.999024487390062]","[1.0, 0.6915646302617281, 0.9645847211659956, 0.4075981013466644, 0.0, 0.5660011456374401, 0.645846720391757, 0.5692209174138856, 0.6115904906197249, 0.6539600638255643, 0.696329637031404, 0.7386992102372433, 0.7810687834430826, 0.5479716027330233, 0.6084997749991649, 0.7810687834430826, 0.7308434878470073, 0.8943979704728162, 0.9896973689640333, 0.8145523957184994, 0.8152606991897442, 0.8159690026609895]","[0.36729489184304803, 0.39680745896720976, 0.3931123648450216, 0.14169734922012464, 0.13552702389460383, 0.002746086421074362, 0.0, 0.44853471892177305, 0.4485676881898502, 0.5571136775291106, 0.5572993198693605, 0.55415760223136, 0.5537878392093868, 0.7878133411918543, 0.7878047184602033, 0.9394100935667828, 0.941044354824393, 0.9395582016633757, 0.9405619890714485, 0.9625382887326766, 0.9629369632666559, 1.0]"
"Row(start=datetime.datetime(2021, 3, 23, 20, 0), end=datetime.datetime(2021, 4, 3, 20, 0))","[0.21175099999999994, 0.1730449999999999, 0.086679, 0.12166799999999994, 0.45270200000000016, 0.20582200000000014, 0.2674810000000001, 0.25441199999999986, 0.08781099999999999, 0.09763099999999998, 0.2492020000000001, 0.10860599999999998, 0.21226099999999995, 0.13043800000000005, 0.07179300000000001, 0.19342800000000007, 0.13038499999999997, 0.13287, 0.21581400000000006, 0.2355819999999997, 0.168846, 0.035990000000000015]","[0.4469285714285714, 0.4232, 0.51758, 0.7363999999999999, 0.67734, 0.0, 0.80754, 0.4887, 0.20027999999999996, 0.0, 0.9325, 0.8146833333333334, 0.6804166666666666, -0.6317, 0.38025, 0.50295, 0.36311818181818184, 0.0, 0.0, 0.9878, 0.9962, 0.0]","[0.6342099079106216, 0.1673162992887902, 0.0, 0.18983731692209257, 0.21601039146890347, 0.4195408325392424, 0.409625121949133, 0.3997094113590235, 0.38979370076891406, 0.37987799017880464, 0.36996227958869515, 0.3067504951090018, 0.23422331908180852, 0.2864106830922343, 0.3964919241468936, 0.5737782552384656, 0.8126091274361726, 0.9064441473469864, 0.9298331105102412, 0.9532220736734932, 0.9766110368367479, 1.0]","[0.5346638558653573, 0.22058826475760845, 0.0, 0.22899161768400605, 0.2578781308465141, 0.3282562867369955, 0.359033599387084, 0.3898109120371726, 0.4205882246872608, 0.45136553733734935, 0.48214284998743795, 0.4353991868123678, 0.49842443393621844, 0.7510503439838981, 0.7190124983420894, 0.9548319028887114, 1.0, 0.998424233584481, 0.9987243604872714, 0.999024487390062, 0.9993246142928526, 0.999624741195643]","[0.9746259325471135, 0.41184114874764, 0.0, 0.5718931497513249, 0.6525699073725917, 0.5751464389662045, 0.6179570743528477, 0.660767709739491, 0.7035783451261346, 0.7463889805127778, 0.789199615899421, 0.5536759214653799, 0.6148341847529741, 0.789199615899421, 0.738451480993648, 0.9037085461882436, 1.0, 0.8230317885669768, 0.8237474653924959, 0.8244631422180154, 0.8251788190435346, 0.8258944958690537]","[0.39244493099854877, 0.1414567726947277, 0.13529692346798752, 0.002741424061945854, 0.0, 0.44777318792072046, 0.4478061012129308, 0.5561677990527049, 0.5563531262057658, 0.5532167426372966, 0.5528476074061996, 0.7864757763232916, 0.7864671682314828, 0.9378151447729135, 0.9394466313498602, 0.9379630014086889, 0.9389650845669066, 0.9609040724375989, 0.9613020700941726, 0.9983021804802911, 1.0, 0.7675101246350422]"
"Row(start=datetime.datetime(2021, 3, 24, 20, 0), end=datetime.datetime(2021, 4, 4, 20, 0))","[0.086679, 0.12166799999999994, 0.45270200000000016, 0.20582200000000014, 0.2674810000000001, 0.25441199999999986, 0.08781099999999999, 0.09763099999999998, 0.2492020000000001, 0.10860599999999998, 0.21226099999999995, 0.13043800000000005, 0.07179300000000001, 0.19342800000000007, 0.13038499999999997, 0.13287, 0.21581400000000006, 0.2355819999999997, 0.168846, 0.035990000000000015, 0.14086200000000004, 0.09736]","[0.51758, 0.7363999999999999, 0.67734, 0.0, 0.80754, 0.4887, 0.20027999999999996, 0.0, 0.9325, 0.8146833333333334, 0.6804166666666666, -0.6317, 0.38025, 0.50295, 0.36311818181818184, 0.0, 0.0, 0.9878, 0.9962, 0.0, 0.1818, 0.0]","[0.0, 0.1813539549771508, 0.20635741931142554, 0.40079258645771343, 0.3913199845421314, 0.3818473826265493, 0.3723747807109673, 0.3629021787953853, 0.35342957687980325, 0.2930425712982807, 0.22375645606492328, 0.2736116953644074, 0.3787736769902248, 0.5481375187687088, 0.7762956277535288, 0.865937391828658, 0.8882811598572163, 0.9106249278857721, 0.9329686959143303, 0.955312463942886, 0.9776562319714442, 1.0]","[0.0, 0.22894010730428285, 0.2578201226077124, 0.3281824473268574, 0.35895283679313034, 0.3897232262594033, 0.42049361572567584, 0.4512640051919488, 0.48203439465822173, 0.43530124620794436, 0.4983123161560349, 0.7508813994225159, 0.7188507605143475, 0.9546171188088964, 0.9997750556101391, 0.9981996436544349, 0.9984997030453624, 0.99879976243629, 0.9990998218272175, 0.9993998812181449, 0.9996999406090725, 1.0]","[0.0, 0.5718931497513249, 0.6525699073725917, 0.5751464389662045, 0.6179570743528477, 0.660767709739491, 0.7035783451261346, 0.7463889805127778, 0.789199615899421, 0.5536759214653799, 0.6148341847529741, 0.789199615899421, 0.738451480993648, 0.9037085461882436, 1.0, 0.8230317885669768, 0.8237474653924959, 0.8244631422180154, 0.8251788190435346, 0.8258944958690537, 0.8266101726945728, 0.8273258495200925]","[0.13529692346798752, 0.002741424061945854, 0.0, 0.44777318792072046, 0.4478061012129308, 0.5561677990527049, 0.5563531262057658, 0.5532167426372966, 0.5528476074061996, 0.7864757763232916, 0.7864671682314828, 0.9378151447729135, 0.9394466313498602, 0.9379630014086889, 0.9389650845669066, 0.9609040724375989, 0.9613020700941726, 0.9983021804802911, 1.0, 0.7675101246350422, 0.7676331697120745, 0.9171866122905322]"
"Row(start=datetime.datetime(2021, 3, 25, 20, 0), end=datetime.datetime(2021, 4, 5, 20, 0))","[0.45270200000000016, 0.20582200000000014, 0.2674810000000001, 0.25441199999999986, 0.08781099999999999, 0.09763099999999998, 0.2492020000000001, 0.10860599999999998, 0.21226099999999995, 0.13043800000000005, 0.07179300000000001, 0.19342800000000007, 0.13038499999999997, 0.13287, 0.21581400000000006, 0.2355819999999997, 0.168846, 0.035990000000000015, 0.14086200000000004, 0.09736, 0.11104299999999999, 0.10312400000000001]","[0.67734, 0.0, 0.80754, 0.4887, 0.20027999999999996, 0.0, 0.9325, 0.8146833333333334, 0.6804166666666666, -0.6317, 0.38025, 0.50295, 0.36311818181818184, 0.0, 0.0, 0.9878, 0.9962, 0.0, 0.1818, 0.0, 0.8685499999999999, 0.29286666666666666]","[0.0, 0.20111094442662908, 0.19131310823588027, 0.18151527204513143, 0.1717174358543826, 0.16191959966363378, 0.15212176347288495, 0.08966141794054135, 0.017996418883302664, 0.06956339828981721, 0.17833603316317753, 0.3535148481466138, 0.5895065848781086, 0.6822261278384341, 0.7053370514240426, 0.7284479750096484, 0.7515588985952569, 0.7746698221808628, 0.7977807457664712, 0.8208916693520771, 0.8440025929376855, 1.0]","[0.0, 0.06143970968424069, 0.08830811977763874, 0.11517652987103678, 0.1420449399644345, 0.16891335005783256, 0.1957817601512306, 0.15497482142547933, 0.20999548567949444, 0.4305363960750423, 0.4025675482097422, 0.6084364796975388, 0.6478679586613474, 0.6464923239935347, 0.6467543329868448, 0.6470163419801548, 0.6472783509734649, 0.6475403599667748, 0.6478023689600849, 0.6480643779533949, 0.648326386946705, 1.0]","[0.1687014536491106, 0.03662616568399072, 0.10965605071810267, 0.18268593575221462, 0.2557158207863274, 0.3287457058204393, 0.4017755908545513, 0.0, 0.10432877009278053, 0.4017755908545513, 0.31520526961562595, 0.5971142943997209, 0.7613761358353677, 0.4594892794754094, 0.46071013956816914, 0.46193099966092965, 0.4631518597536894, 0.4643727198464491, 0.46559357993920886, 0.4668144400319694, 0.46803530012472916, 1.0]","[0.0, 0.44777318792072046, 0.4478061012129308, 0.5561677990527049, 0.5563531262057658, 0.5532167426372966, 0.5528476074061996, 0.7864757763232916, 0.7864671682314828, 0.9378151447729135, 0.9394466313498602, 0.9379630014086889, 0.9389650845669066, 0.9609040724375989, 0.9613020700941726, 0.9983021804802911, 1.0, 0.7675101246350422, 0.7676331697120745, 0.9171866122905322, 0.9174873891455001, 0.9559873329397242]"
"Row(start=datetime.datetime(2021, 3, 26, 20, 0), end=datetime.datetime(2021, 4, 6, 20, 0))","[0.2674810000000001, 0.25441199999999986, 0.08781099999999999, 0.09763099999999998, 0.2492020000000001, 0.10860599999999998, 0.21226099999999995, 0.13043800000000005, 0.07179300000000001, 0.19342800000000007, 0.13038499999999997, 0.13287, 0.21581400000000006, 0.2355819999999997, 0.168846, 0.035990000000000015, 0.14086200000000004, 0.09736, 0.11104299999999999, 0.10312400000000001, 0.11521400000000004, 0.04148800000000003]","[0.80754, 0.4887, 0.20027999999999996, 0.0, 0.9325, 0.8146833333333334, 0.6804166666666666, -0.6317, 0.38025, 0.50295, 0.36311818181818184, 0.0, 0.0, 0.9878, 0.9962, 0.0, 0.1818, 0.0, 0.8685499999999999, 0.29286666666666666, 0.5515, 0.0]","[0.17649293005172997, 0.1665155365073937, 0.15653814296305743, 0.14656074941872116, 0.13658335587438492, 0.07297834797684134, 0.0, 0.05251200748970236, 0.16327803417737308, 0.3416672155938294, 0.5819837900640913, 0.6764025322593982, 0.6999369918377712, 0.7234714514161417, 0.7470059109945146, 0.770540370572885, 0.794074830151258, 0.8176092897296284, 0.8411437493080014, 1.0, 0.9656712631725, 0.9896526061893757]","[0.0, 0.029279509718158462, 0.05855901943631656, 0.08783852915447503, 0.11711803887263349, 0.07264919405317347, 0.13260726630698386, 0.3729389311405728, 0.3424602332931342, 0.5668032948740254, 0.6097732498326137, 0.6082741693702848, 0.6085596903534467, 0.6088452113366087, 0.6091307323197707, 0.6094162533029326, 0.6097017742860946, 0.6099872952692565, 0.6102728162524185, 0.9935046835352515, 1.0, 0.788148386131716]","[0.10965605071810267, 0.18268593575221462, 0.2557158207863274, 0.3287457058204393, 0.4017755908545513, 0.0, 0.10432877009278053, 0.4017755908545513, 0.31520526961562595, 0.5971142943997209, 0.7613761358353677, 0.4594892794754094, 0.46071013956816914, 0.46193099966092965, 0.4631518597536894, 0.4643727198464491, 0.46559357993920886, 0.4668144400319694, 0.46803530012472916, 1.0, 0.9001108421206833, 0.689233919213114]","[0.0, 0.19623849172871657, 0.1965741114330778, 0.1908942522833144, 0.19022576385577522, 0.6133165829145729, 0.6133009940212009, 0.8873858342808936, 0.8903403880717455, 0.8876535964494003, 0.889468327036643, 0.9291989142794264, 0.929919671349448, 0.996925320030811, 1.0, 0.5789705828412134, 0.5791934123170598, 0.8500284268055607, 0.8505731210798518, 0.9202949051828485, 0.9470692880460697, 0.717113853941239]"
"Row(start=datetime.datetime(2021, 3, 27, 20, 0), end=datetime.datetime(2021, 4, 7, 20, 0))","[0.08781099999999999, 0.09763099999999998, 0.2492020000000001, 0.10860599999999998, 0.21226099999999995, 0.13043800000000005, 0.07179300000000001, 0.19342800000000007, 0.13038499999999997, 0.13287, 0.21581400000000006, 0.2355819999999997, 0.168846, 0.035990000000000015, 0.14086200000000004, 0.09736, 0.11104299999999999, 0.10312400000000001, 0.11521400000000004, 0.04148800000000003, 0.01342600000000001, 0.12059600000000004]","[0.20027999999999996, 0.0, 0.9325, 0.8146833333333334, 0.6804166666666666, -0.6317, 0.38025, 0.50295, 0.36311818181818184, 0.0, 0.0, 0.9878, 0.9962, 0.0, 0.1818, 0.0, 0.8685499999999999, 0.29286666666666666, 0.5515, 0.0, 0.7249363636363635, 0.2629]","[0.15653814296305743, 0.14656074941872116, 0.13658335587438492, 0.07297834797684134, 0.0, 0.05251200748970236, 0.16327803417737308, 0.3416672155938294, 0.5819837900640913, 0.6764025322593982, 0.6999369918377712, 0.7234714514161417, 0.7470059109945146, 0.770540370572885, 0.794074830151258, 0.8176092897296284, 0.8411437493080014, 1.0, 0.9656712631725, 0.9896526061893757, 0.9565291732596323, 0.9759611948205569]","[0.0, 0.03110073846650216, 0.06220147693300432, 0.014966604288269328, 0.0786541571903225, 0.33393480653032837, 0.30156028866178425, 0.5398578200126788, 0.585500569633436, 0.5839082441523087, 0.5842115249623188, 0.5845148057723287, 0.5848180865823387, 0.5851213673923488, 0.5854246482023587, 0.5857279290123687, 0.5860312098223788, 0.9931006652579968, 1.0, 0.7749709028584683, 0.6030145302686396, 0.44644935510109424]","[0.2557158207863274, 0.3287457058204393, 0.4017755908545513, 0.0, 0.10432877009278053, 0.4017755908545513, 0.31520526961562595, 0.5971142943997209, 0.7613761358353677, 0.4594892794754094, 0.46071013956816914, 0.46193099966092965, 0.4631518597536894, 0.4643727198464491, 0.46559357993920886, 0.4668144400319694, 0.46803530012472916, 1.0, 0.9001108421206833, 0.689233919213114, 0.2921197941672827, 0.05327407640739433]","[0.007839651218752654, 0.0008255244458284971, 0.0, 0.5224799705574271, 0.5224607196444243, 0.8609314044673442, 0.8645800186847097, 0.8612620672083345, 0.8635030999631967, 0.9125668827676019, 0.9134569543923223, 0.9962030405118478, 1.0, 0.48006567958553914, 0.4803408544008153, 0.8147982900659627, 0.8154709396144155, 0.9015712142230274, 0.934635223508762, 0.6506604761769952, 0.648964131019449, 0.02929083033717408]"
"Row(start=datetime.datetime(2021, 3, 28, 20, 0), end=datetime.datetime(2021, 4, 8, 20, 0))","[0.2492020000000001, 0.10860599999999998, 0.21226099999999995, 0.13043800000000005, 0.07179300000000001, 0.19342800000000007, 0.13038499999999997, 0.13287, 0.21581400000000006, 0.2355819999999997, 0.168846, 0.035990000000000015, 0.14086200000000004, 0.09736, 0.11104299999999999, 0.10312400000000001, 0.11521400000000004, 0.04148800000000003, 0.01342600000000001, 0.12059600000000004, 0.20377800000000001, 0.1712839999999999]","[0.9325, 0.8146833333333334, 0.6804166666666666, -0.6317, 0.38025, 0.50295, 0.36311818181818184, 0.0, 0.0, 0.9878, 0.9962, 0.0, 0.1818, 0.0, 0.8685499999999999, 0.29286666666666666, 0.5515, 0.0, 0.7249363636363635, 0.2629, 0.6199766666666665, 0.5035444444444445]","[0.11598877412812633, 0.06197438235091085, 0.0, 0.04459403810036158, 0.13865832264146002, 0.29014927362705634, 0.4942299589860534, 0.5744118676223099, 0.594397707762114, 0.6143835479019157, 0.6343693880417198, 0.6543552281815217, 0.6743410683213258, 0.6943269084611277, 0.7143127486009316, 0.8492160218614095, 0.8200635085372328, 0.8404288492529177, 0.8122998993099279, 0.8288018833566214, 0.9604880731062292, 1.0]","[0.04795255962931661, 0.0, 0.06465522202527565, 0.3238146073327699, 0.2909481908138132, 0.5328664165189567, 0.5792026623959591, 0.5775861431103598, 0.5778940319711136, 0.5782019208318672, 0.5785098096926209, 0.5788176985533745, 0.5791255874141282, 0.5794334762748818, 0.5797413651356356, 0.9929958367177815, 1.0, 0.7715518091861868, 0.596982730271271, 0.4380387027396765, 0.5695043688155035, 0.6298491467902277]","[0.4017755908545513, 0.0, 0.10432877009278053, 0.4017755908545513, 0.31520526961562595, 0.5971142943997209, 0.7613761358353677, 0.4594892794754094, 0.46071013956816914, 0.46193099966092965, 0.4631518597536894, 0.4643727198464491, 0.46559357993920886, 0.4668144400319694, 0.46803530012472916, 1.0, 0.9001108421206833, 0.689233919213114, 0.2921197941672827, 0.05327407640739433, 0.2918979405720266, 0.18423967301151015]","[0.0, 0.5224799705574271, 0.5224607196444243, 0.8609314044673442, 0.8645800186847097, 0.8612620672083345, 0.8635030999631967, 0.9125668827676019, 0.9134569543923223, 0.9962030405118478, 1.0, 0.48006567958553914, 0.4803408544008153, 0.8147982900659627, 0.8154709396144155, 0.9015712142230274, 0.934635223508762, 0.6506604761769952, 0.648964131019449, 0.02929083033717408, 0.04406873708348668, 0.6888089913087789]"
