window,TwitterScore,NewsScore,StockPrice_IXIC,StockPrice_MARA,StockPrice_RIOT,StockPrice_BTC
"Row(start=datetime.datetime(2021, 2, 6, 19, 0), end=datetime.datetime(2021, 2, 17, 19, 0))","[0.064792, 0.156231, 0.09529800000000002, 0.199229, 0.177057, 0.18054499999999993, 0.1693820000000001, -0.008331999999999999, 0.14276199999999983, 0.208174, 0.08839499999999997, 0.14812, 0.052348000000000006, 0.21278400000000008, 0.18371500000000004, 0.24949000000000002, 0.051372999999999995, 0.122333, 0.10184099999999999, 0.059182000000000026, 0.1043, 0.091486]","[0.490075, 0.490075, 0.48147, 0.48147, 0.218325, 0.218325, 0.35224285714285714, 0.35224285714285714, 0.24575999999999998, 0.24576000000000003, 0.40385, 0.40385, 0.6124, 0.6124, 0.5859, 0.5859, 0.12573333333333328, 0.12573333333333334, 0.1969285714285714, 0.1969285714285714, 0.17036363636363636, 0.17036363636363638]","[0.0, 0.06527246982160403, 0.13054493964320807, 0.3349466362948947, 0.2508125711345034, 0.41601432082628725, 0.7621364740648124, 0.2738873813504051, 0.5675969205172028, 0.48903522272894306, 0.30088100233155224, 0.7707041862212555, 0.8034607310467894, 0.8362172758723232, 0.8689738206978571, 0.9017303655233984, 0.9344869103489323, 0.9672434551744661, 1.0, 0.5768513125056224, 0.027862626147818, 0.2454375255531697]","[0.0, 0.03889475428965018, 0.07778950857930036, 0.30350223869245174, 0.4548573280963938, 0.5463744759973596, 0.417458593676871, 0.38885944299749386, 0.5776134346622599, 0.532294940603565, 0.5595740194488793, 0.5846532023591572, 0.6066524973921238, 0.6286517924250904, 0.6506510874580571, 0.6726503824910237, 0.6946496775239903, 0.7166489725569569, 0.7386482675899236, 0.8090461124001975, 0.9177225157309679, 1.0]","[0.0, 0.015028369506267241, 0.03005673901253455, 0.13529369335977703, 0.18839138417813867, 0.2708173741698383, 0.21676125606199592, 0.2075602224610137, 0.3186436052110833, 0.3327327130487268, 0.3911976551868327, 0.45138779569532983, 0.46717470155262186, 0.48296160740991384, 0.4987485132672059, 0.514535419124498, 0.53032232498179, 0.546109230839082, 0.561896136696374, 0.6472933463457735, 0.8071613874265688, 1.0]","[0.027398458610275105, 0.0012526810555627227, 0.0, 0.5511640537972465, 0.5502989881353166, 0.5726266362465163, 0.5717712904234845, 0.45477859679693017, 0.4533103120421735, 0.6803183276693181, 0.677883066214488, 0.6498195349911255, 0.6487904102302188, 0.6197086522471383, 0.6203866846454232, 0.7412402160985273, 0.7396753220359351, 0.6830121957469519, 0.6829668364987609, 0.7776280529866708, 0.778186501912452, 1.0]"
"Row(start=datetime.datetime(2021, 2, 7, 19, 0), end=datetime.datetime(2021, 2, 18, 19, 0))","[0.09529800000000002, 0.199229, 0.177057, 0.18054499999999993, 0.1693820000000001, -0.008331999999999999, 0.14276199999999983, 0.208174, 0.08839499999999997, 0.14812, 0.052348000000000006, 0.21278400000000008, 0.18371500000000004, 0.24949000000000002, 0.051372999999999995, 0.122333, 0.10184099999999999, 0.059182000000000026, 0.1043, 0.091486, 0.066559, 0.087455]","[0.48147, 0.48147, 0.218325, 0.218325, 0.35224285714285714, 0.35224285714285714, 0.24575999999999998, 0.24576000000000003, 0.40385, 0.40385, 0.6124, 0.6124, 0.5859, 0.5859, 0.12573333333333328, 0.12573333333333334, 0.1969285714285714, 0.1969285714285714, 0.17036363636363636, 0.17036363636363638, 0.26895714285714284, 0.2689571428571429]","[0.3625929794208442, 0.5124421003295326, 0.4507624963473662, 0.5718737071122928, 0.8256196458174812, 0.4676788922610454, 0.6830005699555319, 0.6254061294811669, 0.4874682112365142, 0.8319007293694903, 0.8559149108881338, 0.8799290924067773, 0.9039432739254207, 0.9279574554440696, 0.951971636962713, 0.9759858184813566, 1.0, 0.6897850660077942, 0.287315451581265, 0.4468219916040053, 0.0, 0.15017604971632417]","[0.0, 0.24475185677559635, 0.4088739208943572, 0.5081106447793569, 0.36832056049839307, 0.337309038784604, 0.5419846452982356, 0.4928434844891887, 0.5224235848015261, 0.5496182254433197, 0.5734731861465708, 0.5973281468498218, 0.6211831075530729, 0.645038068256324, 0.668893028959575, 0.6927479896628261, 0.7166029503660771, 0.7929389338158246, 0.9107823159306282, 1.0, 0.822519034128162, 0.6698472492275739]","[0.0, 0.10849805197894197, 0.16324114155338235, 0.24822135978571958, 0.19249014304134038, 0.1830039865092408, 0.2975296368415906, 0.31205533994642987, 0.37233200198394406, 0.4343873230830563, 0.45066343581280494, 0.4669395485425536, 0.4832156612723022, 0.499491774002051, 0.5157678867317996, 0.5320439994615483, 0.548320112191297, 0.6363636226564963, 0.801185677214656, 1.0, 0.8984189889891708, 0.6863635962702516]","[0.0, 0.5511640537972465, 0.5502989881353166, 0.5726266362465163, 0.5717712904234845, 0.45477859679693017, 0.4533103120421735, 0.6803183276693181, 0.677883066214488, 0.6498195349911255, 0.6487904102302188, 0.6197086522471383, 0.6203866846454232, 0.7412402160985273, 0.7396753220359351, 0.6830121957469519, 0.6829668364987609, 0.7776280529866708, 0.778186501912452, 1.0, 0.9993941300420192, 0.9646203754921037]"
"Row(start=datetime.datetime(2021, 2, 8, 19, 0), end=datetime.datetime(2021, 2, 19, 19, 0))","[0.177057, 0.18054499999999993, 0.1693820000000001, -0.008331999999999999, 0.14276199999999983, 0.208174, 0.08839499999999997, 0.14812, 0.052348000000000006, 0.21278400000000008, 0.18371500000000004, 0.24949000000000002, 0.051372999999999995, 0.122333, 0.10184099999999999, 0.059182000000000026, 0.1043, 0.091486, 0.066559, 0.087455, 0.13030299999999997, 0.16265299999999996]","[0.218325, 0.218325, 0.35224285714285714, 0.35224285714285714, 0.24575999999999998, 0.24576000000000003, 0.40385, 0.40385, 0.6124, 0.6124, 0.5859, 0.5859, 0.12573333333333328, 0.12573333333333334, 0.1969285714285714, 0.1969285714285714, 0.17036363636363636, 0.17036363636363638, 0.26895714285714284, 0.2689571428571429, 0.3923571428571429, 0.3923571428571428]","[0.4507624963473662, 0.5718737071122928, 0.8256196458174812, 0.4676788922610454, 0.6830005699555319, 0.6254061294811669, 0.4874682112365142, 0.8319007293694903, 0.8559149108881338, 0.8799290924067773, 0.9039432739254207, 0.9279574554440696, 0.951971636962713, 0.9759858184813566, 1.0, 0.6897850660077942, 0.287315451581265, 0.4468219916040053, 0.0, 0.15017604971632417, 0.33930870469649144, 0.17713465705746714]","[0.10799133577814451, 0.25773945321586594, 0.04679635535833017, 0.0, 0.3088552862381738, 0.23470132355408863, 0.2793376654442611, 0.3203743510690625, 0.35637146299511063, 0.39236857492115884, 0.428365686847207, 0.46436279877325515, 0.5003599106993033, 0.5363570226253515, 0.5723541345513997, 0.6875450574964551, 0.8653706036585382, 1.0, 0.7321813993866276, 0.5017998281326855, 0.7019436825579393, 0.6666666666666666]","[0.0, 0.10155879125091888, 0.03495511423955128, 0.023618327737272772, 0.16048649372831877, 0.1778459790306975, 0.2498818606100254, 0.32404339528957865, 0.3434947731452778, 0.362946151000977, 0.38239752885667616, 0.4018489067123755, 0.42130028456807467, 0.44075166242377384, 0.46020304027947295, 0.5654227335954729, 0.7623995004314283, 1.0, 0.8786018098459012, 0.6251770739398065, 0.7850732536295258, 0.8448275939738595]","[0.11704721728139134, 0.1439925183734927, 0.14296027571969067, 0.0017719454646016126, 0.0, 0.2739562761348626, 0.271017370397385, 0.23714992969091014, 0.23590796831612218, 0.2008117180868534, 0.2016299765541579, 0.347477616969728, 0.3455890821144766, 0.2772072717656041, 0.2771525316248722, 0.39139093986688905, 0.39206488341771845, 0.6597523470723977, 0.6590211751926213, 0.6170557482124145, 0.6167084682286801, 1.0]"
"Row(start=datetime.datetime(2021, 2, 9, 19, 0), end=datetime.datetime(2021, 2, 20, 19, 0))","[0.1693820000000001, -0.008331999999999999, 0.14276199999999983, 0.208174, 0.08839499999999997, 0.14812, 0.052348000000000006, 0.21278400000000008, 0.18371500000000004, 0.24949000000000002, 0.051372999999999995, 0.122333, 0.10184099999999999, 0.059182000000000026, 0.1043, 0.091486, 0.066559, 0.087455, 0.13030299999999997, 0.16265299999999996, 0.126827, 0.15132800000000002]","[0.35224285714285714, 0.35224285714285714, 0.24575999999999998, 0.24576000000000003, 0.40385, 0.40385, 0.6124, 0.6124, 0.5859, 0.5859, 0.12573333333333328, 0.12573333333333334, 0.1969285714285714, 0.1969285714285714, 0.17036363636363636, 0.17036363636363638, 0.26895714285714284, 0.2689571428571429, 0.3923571428571429, 0.3923571428571428, 0.5614750000000001, 0.561475]","[0.8278201580079212, 0.4743962721648736, 0.6870007975812039, 0.6301331434983424, 0.4939358689864325, 0.8340219803324247, 0.8577331259992205, 0.8814442716660161, 0.9051554173328118, 0.9288665629996129, 0.9525777086664086, 0.9762888543332043, 1.0, 0.6936996798248524, 0.2963088444670954, 0.45380256551478326, 0.012619037280637653, 0.16090000982693262, 0.3476459927829192, 0.18751842549700365, 0.09375921274850449, 0.0]","[0.04679635535833017, 0.0, 0.3088552862381738, 0.23470132355408863, 0.2793376654442611, 0.3203743510690625, 0.35637146299511063, 0.39236857492115884, 0.428365686847207, 0.46436279877325515, 0.5003599106993033, 0.5363570226253515, 0.5723541345513997, 0.6875450574964551, 0.8653706036585382, 1.0, 0.7321813993866276, 0.5017998281326855, 0.7019436825579393, 0.6666666666666666, 0.5771058346179442, 0.48754500256922123]","[0.011611019362956632, 0.0, 0.1401789585765772, 0.15795836369604116, 0.23173676780351227, 0.30769224380879895, 0.32761414362347013, 0.3475360434381413, 0.3674579432528125, 0.38737984306748385, 0.40730174288215504, 0.4272236426968262, 0.4471455425114974, 0.5549104630390993, 0.7566520282811725, 1.0, 0.875665230510971, 0.616110239767656, 0.7798742515594443, 0.8410740282880009, 0.7910982092607819, 0.7411223902335631]","[0.14026226482672324, 0.0017385045094749367, 0.0, 0.26878604955627156, 0.2659026081752608, 0.2326743291064017, 0.2314558065876243, 0.1970219086442908, 0.1978247245682249, 0.3409198624401768, 0.3390669688676913, 0.27197569092912166, 0.27192198386904964, 0.38400443327368594, 0.38466565785743007, 0.6473012027940226, 0.6465838299202031, 0.6054103934321148, 0.6050696674730863, 0.9811275483389696, 0.9810564039217313, 1.0]"
"Row(start=datetime.datetime(2021, 2, 10, 19, 0), end=datetime.datetime(2021, 2, 21, 19, 0))","[0.14276199999999983, 0.208174, 0.08839499999999997, 0.14812, 0.052348000000000006, 0.21278400000000008, 0.18371500000000004, 0.24949000000000002, 0.051372999999999995, 0.122333, 0.10184099999999999, 0.059182000000000026, 0.1043, 0.091486, 0.066559, 0.087455, 0.13030299999999997, 0.16265299999999996, 0.126827, 0.15132800000000002, 0.01932600000000002, 0.016840000000000032]","[0.24575999999999998, 0.24576000000000003, 0.40385, 0.40385, 0.6124, 0.6124, 0.5859, 0.5859, 0.12573333333333328, 0.12573333333333334, 0.1969285714285714, 0.1969285714285714, 0.17036363636363636, 0.17036363636363638, 0.26895714285714284, 0.2689571428571429, 0.3923571428571429, 0.3923571428571428, 0.5614750000000001, 0.561475, 0.21235, 0.21235]","[0.7364258139508035, 0.6885380061813695, 0.5738473440512992, 0.8602312047511097, 0.8801981755009506, 0.9001651462507914, 0.9201321170006322, 0.9400990877504775, 0.9600660585003183, 0.9800330292501591, 1.0, 0.7420668904173391, 0.4074271687713866, 0.5400514023547713, 0.16853419574848214, 0.29340044570518153, 0.45065778078849117, 0.31581560583958584, 0.23686170437969162, 0.15790780291979292, 0.07895390145989871, 0.0]","[0.09689545397943222, 0.0, 0.05832538754341775, 0.1119471784700374, 0.15898386236085596, 0.20602054625167454, 0.2530572301424931, 0.30009391403331165, 0.34713059792413026, 0.3941672818149488, 0.44120396570576736, 0.5917215694732381, 0.824082543868117, 1.0, 0.6500469570166558, 0.34901210834313323, 0.6105359559404304, 0.5644402066898228, 0.44741291420233564, 0.33038562171484787, 0.21335832922736073, 0.09633103673987294]","[0.0, 0.020678029802609146, 0.10648472742114137, 0.19482343087918116, 0.21799325210348003, 0.2411630733277789, 0.26433289455207776, 0.2875027157763768, 0.3106725370006757, 0.33384235822497454, 0.35701217944927344, 0.48234630752457447, 0.7169783478246031, 1.0, 0.8553945955042059, 0.5535236499948647, 0.7439865532063041, 0.8151638956765944, 0.7570403832018534, 0.6989168707271128, 0.6407933582523718, 0.5826698457776309]","[0.0, 0.2381587908617508, 0.23560390784622248, 0.2061618784755741, 0.20508220246489972, 0.17457193040137745, 0.17528326817372217, 0.30207320042667907, 0.30043143779224485, 0.2409849834185991, 0.24093739609586187, 0.34024843054537546, 0.34083431083050386, 0.573543426213075, 0.572907795545085, 0.5364259324952196, 0.5361240311035685, 0.8693313919353702, 0.8692683541831728, 0.8860533917400768, 0.8836048076792342, 1.0]"
"Row(start=datetime.datetime(2021, 2, 11, 19, 0), end=datetime.datetime(2021, 2, 22, 19, 0))","[0.08839499999999997, 0.14812, 0.052348000000000006, 0.21278400000000008, 0.18371500000000004, 0.24949000000000002, 0.051372999999999995, 0.122333, 0.10184099999999999, 0.059182000000000026, 0.1043, 0.091486, 0.066559, 0.087455, 0.13030299999999997, 0.16265299999999996, 0.126827, 0.15132800000000002, 0.01932600000000002, 0.016840000000000032, 0.128562, 0.011953999999999998]","[0.40385, 0.40385, 0.6124, 0.6124, 0.5859, 0.5859, 0.12573333333333328, 0.12573333333333334, 0.1969285714285714, 0.1969285714285714, 0.17036363636363636, 0.17036363636363638, 0.26895714285714284, 0.2689571428571429, 0.3923571428571429, 0.3923571428571428, 0.5614750000000001, 0.561475, 0.21235, 0.21235, -0.18360000000000004, -0.18360000000000004]","[0.7205892558594366, 0.9083593577489669, 0.9214508780705426, 0.9345423983921184, 0.9476339187136941, 0.9607254390352727, 0.9738169593568485, 0.9869084796784242, 1.0, 0.8308838837891549, 0.6114744014384405, 0.6984306488754298, 0.4548421185451563, 0.5367117756537648, 0.6398189331566827, 0.5514084729188353, 0.4996416516829134, 0.44787483044698845, 0.3961080092110665, 0.34434118797514157, 0.2925743667392196, 0.0]","[0.07741935257041982, 0.12995387557339108, 0.1760368151609046, 0.22211975474841814, 0.2682026943359317, 0.3142856339234452, 0.36036857351095875, 0.4064515130984723, 0.4525344526859858, 0.6000000703169854, 0.8276495528015517, 1.0, 0.6571428169617226, 0.36221193328465057, 0.6184329648840491, 0.573271880975845, 0.4586175047806763, 0.3439631285855069, 0.22930875239033816, 0.11465437619516874, 0.0, 0.005530079321075442]","[0.0, 0.09886647287301215, 0.12479755870372913, 0.15072864453444612, 0.1766597303651631, 0.20259081619588032, 0.2285219020265973, 0.2544529878573143, 0.2803840736880313, 0.4206549027624604, 0.6832492282325053, 1.0, 0.838161239171173, 0.5003148085913318, 0.7134761378450853, 0.7931360436739567, 0.7280856586850296, 0.6630352736961028, 0.5979848887071756, 0.5329345037182486, 0.46788411872932156, 0.5862720873479136]","[0.07393978917451016, 0.03827098839703595, 0.0369629688972879, 0.0, 0.0008617804488895312, 0.15446684541186143, 0.1524778621256103, 0.08045892242253896, 0.08040127073308241, 0.2007158542894729, 0.20142564392070422, 0.4833510156805108, 0.482580953828484, 0.43838344662763823, 0.438017695325047, 0.841695947984699, 0.8416195782142502, 0.8619545270427603, 0.8589880855670867, 1.0, 0.9993093028113809, 0.6806126353036485]"
"Row(start=datetime.datetime(2021, 2, 12, 19, 0), end=datetime.datetime(2021, 2, 23, 19, 0))","[0.052348000000000006, 0.21278400000000008, 0.18371500000000004, 0.24949000000000002, 0.051372999999999995, 0.122333, 0.10184099999999999, 0.059182000000000026, 0.1043, 0.091486, 0.066559, 0.087455, 0.13030299999999997, 0.16265299999999996, 0.126827, 0.15132800000000002, 0.01932600000000002, 0.016840000000000032, 0.128562, 0.011953999999999998, 0.025275999999999996, 0.10676000000000002]","[0.6124, 0.6124, 0.5859, 0.5859, 0.12573333333333328, 0.12573333333333334, 0.1969285714285714, 0.1969285714285714, 0.17036363636363636, 0.17036363636363638, 0.26895714285714284, 0.2689571428571429, 0.3923571428571429, 0.3923571428571428, 0.5614750000000001, 0.561475, 0.21235, 0.21235, -0.18360000000000004, -0.18360000000000004, -0.031337500000000004, -0.03133749999999999]","[0.9453299146103359, 0.9544415955086129, 0.9635532764068899, 0.972664957305169, 0.981776638203446, 0.990888319101723, 1.0, 0.8822954058949448, 0.729586695208299, 0.7901081288764477, 0.6205708326472364, 0.6775520061474285, 0.7493144519457708, 0.6877808880838685, 0.6517512486964167, 0.6157216093089628, 0.579691969921511, 0.543662330534057, 0.5076326911466051, 0.304001317306109, 0.0, 0.22773148910478072]","[0.5377455279632172, 0.563598679294352, 0.589451830625487, 0.615304981956622, 0.6411581332877568, 0.6670112846188918, 0.6928644359500267, 0.7755946385559932, 0.9033090720059536, 1.0, 0.8076524909783109, 0.6421922830102692, 0.7859357412933341, 0.760599763445401, 0.6962771103099284, 0.6319544571744555, 0.567631804038983, 0.50330915090351, 0.43898649776803744, 0.44208894693557454, 0.12564633124882701, 0.0]","[0.04479624677265304, 0.07309766521256854, 0.10139908365248404, 0.12970050209239978, 0.1580019205323153, 0.18630333897223078, 0.2146047574121463, 0.3676975917988472, 0.65429538155556, 1.0, 0.8233677324615374, 0.45463912376803967, 0.6872853003995207, 0.7742268323687131, 0.703230261794394, 0.6322336912200752, 0.561237120645756, 0.490240550071437, 0.41924397949711806, 0.5484536647374263, 0.1683849189167152, 0.0]","[0.0369629688972879, 0.0, 0.0008617804488895312, 0.15446684541186143, 0.1524778621256103, 0.08045892242253896, 0.08040127073308241, 0.2007158542894729, 0.20142564392070422, 0.4833510156805108, 0.482580953828484, 0.43838344662763823, 0.438017695325047, 0.841695947984699, 0.8416195782142502, 0.8619545270427603, 0.8589880855670867, 1.0, 0.9993093028113809, 0.6806126353036485, 0.6803835259923017, 0.16473446155942578]"
"Row(start=datetime.datetime(2021, 2, 13, 19, 0), end=datetime.datetime(2021, 2, 24, 19, 0))","[0.18371500000000004, 0.24949000000000002, 0.051372999999999995, 0.122333, 0.10184099999999999, 0.059182000000000026, 0.1043, 0.091486, 0.066559, 0.087455, 0.13030299999999997, 0.16265299999999996, 0.126827, 0.15132800000000002, 0.01932600000000002, 0.016840000000000032, 0.128562, 0.011953999999999998, 0.025275999999999996, 0.10676000000000002, 0.13655099999999998, 0.048001999999999996]","[0.5859, 0.5859, 0.12573333333333328, 0.12573333333333334, 0.1969285714285714, 0.1969285714285714, 0.17036363636363636, 0.17036363636363638, 0.26895714285714284, 0.2689571428571429, 0.3923571428571429, 0.3923571428571428, 0.5614750000000001, 0.561475, 0.21235, 0.21235, -0.18360000000000004, -0.18360000000000004, -0.031337500000000004, -0.03133749999999999, -0.03881666666666666, -0.038816666666666666]","[0.9635532764068899, 0.972664957305169, 0.981776638203446, 0.990888319101723, 1.0, 0.8822954058949448, 0.729586695208299, 0.7901081288764477, 0.6205708326472364, 0.6775520061474285, 0.7493144519457708, 0.6877808880838685, 0.6517512486964167, 0.6157216093089628, 0.579691969921511, 0.543662330534057, 0.5076326911466051, 0.304001317306109, 0.0, 0.22773148910478072, 0.15472089576815412, 0.37697788023491957]","[0.589451830625487, 0.615304981956622, 0.6411581332877568, 0.6670112846188918, 0.6928644359500267, 0.7755946385559932, 0.9033090720059536, 1.0, 0.8076524909783109, 0.6421922830102692, 0.7859357412933341, 0.760599763445401, 0.6962771103099284, 0.6319544571744555, 0.567631804038983, 0.50330915090351, 0.43898649776803744, 0.44208894693557454, 0.12564633124882701, 0.0, 0.20630813578782317, 0.25077558763639785]","[0.10139908365248404, 0.12970050209239978, 0.1580019205323153, 0.18630333897223078, 0.2146047574121463, 0.3676975917988472, 0.65429538155556, 1.0, 0.8233677324615374, 0.45463912376803967, 0.6872853003995207, 0.7742268323687131, 0.703230261794394, 0.6322336912200752, 0.561237120645756, 0.490240550071437, 0.41924397949711806, 0.5484536647374263, 0.1683849189167152, 0.0, 0.1584192525002979, 0.11924401882389091]","[0.0, 0.15373755298039052, 0.1517468541488067, 0.07966579639943168, 0.07960809498402345, 0.20002645272680403, 0.20073685456845336, 0.4829053936585395, 0.4821346676098725, 0.4378990390091543, 0.43753297223737614, 0.8415594069793234, 0.8414829713381333, 0.8618354595430647, 0.8588664594411506, 1.0, 0.9993087070686482, 0.6803371561145516, 0.6801078491909812, 0.16401402519078936, 0.165036539233965, 0.24850987968130833]"
"Row(start=datetime.datetime(2021, 2, 14, 19, 0), end=datetime.datetime(2021, 2, 25, 19, 0))","[0.051372999999999995, 0.122333, 0.10184099999999999, 0.059182000000000026, 0.1043, 0.091486, 0.066559, 0.087455, 0.13030299999999997, 0.16265299999999996, 0.126827, 0.15132800000000002, 0.01932600000000002, 0.016840000000000032, 0.128562, 0.011953999999999998, 0.025275999999999996, 0.10676000000000002, 0.13655099999999998, 0.048001999999999996, 0.08427099999999997, 0.173242]","[0.12573333333333328, 0.12573333333333334, 0.1969285714285714, 0.1969285714285714, 0.17036363636363636, 0.17036363636363638, 0.26895714285714284, 0.2689571428571429, 0.3923571428571429, 0.3923571428571428, 0.5614750000000001, 0.561475, 0.21235, 0.21235, -0.18360000000000004, -0.18360000000000004, -0.031337500000000004, -0.03133749999999999, -0.03881666666666666, -0.038816666666666666, 0.4794375, 0.4794375]","[0.9843030546257865, 0.9921515273128932, 1.0, 0.8986135157394284, 0.7670757502834336, 0.8192067263823474, 0.6731734254189097, 0.7222549493318153, 0.7840685271004106, 0.7310657386245978, 0.7000311091401308, 0.6689964796556621, 0.6379618501711952, 0.6069272206867264, 0.5758925912022596, 0.40049188372935235, 0.1386361336917661, 0.33479580962719147, 0.2719071226692966, 0.4633512581235988, 0.3807295424308815, 0.0]","[0.6411581332877568, 0.6670112846188918, 0.6928644359500267, 0.7755946385559932, 0.9033090720059536, 1.0, 0.8076524909783109, 0.6421922830102692, 0.7859357412933341, 0.760599763445401, 0.6962771103099284, 0.6319544571744555, 0.567631804038983, 0.50330915090351, 0.43898649776803744, 0.44208894693557454, 0.12564633124882701, 0.0, 0.20630813578782317, 0.25077558763639785, 0.38831434482828, 0.10703203073138726]","[0.23977215365634838, 0.2653250936376957, 0.290878033619043, 0.42910333200692824, 0.687868317090197, 1.0, 0.8405212890385046, 0.5076015794715101, 0.7176544360438788, 0.7961526835084606, 0.7320509102839633, 0.6679491370594666, 0.6038473638349693, 0.5397455906104722, 0.4756438173859751, 0.5923053670169213, 0.24914681221299526, 0.09711451263134548, 0.24014895663365488, 0.20477820668295124, 0.2686938492125959, 0.0]","[0.15342420163039414, 0.08148567795976366, 0.08142809064393089, 0.2016083314636153, 0.20231732854685514, 0.48392790367212624, 0.4831587016677885, 0.4390105452097824, 0.43864520230349263, 0.8418727095953931, 0.841796425099095, 0.8621086680128637, 0.859145538852741, 1.0, 0.9993100740408346, 0.6809692618353153, 0.6807404083464214, 0.16566711539899784, 0.16668760750878767, 0.24999588662029765, 0.25035487248522925, 0.0]"
"Row(start=datetime.datetime(2021, 2, 15, 19, 0), end=datetime.datetime(2021, 2, 26, 19, 0))","[0.10184099999999999, 0.059182000000000026, 0.1043, 0.091486, 0.066559, 0.087455, 0.13030299999999997, 0.16265299999999996, 0.126827, 0.15132800000000002, 0.01932600000000002, 0.016840000000000032, 0.128562, 0.011953999999999998, 0.025275999999999996, 0.10676000000000002, 0.13655099999999998, 0.048001999999999996, 0.08427099999999997, 0.173242, -0.01497799999999997, 0.11485999999999999]","[0.1969285714285714, 0.1969285714285714, 0.17036363636363636, 0.17036363636363638, 0.26895714285714284, 0.2689571428571429, 0.3923571428571429, 0.3923571428571428, 0.5614750000000001, 0.561475, 0.21235, 0.21235, -0.18360000000000004, -0.18360000000000004, -0.031337500000000004, -0.03133749999999999, -0.03881666666666666, -0.038816666666666666, 0.4794375, 0.4794375, 0.1591, 0.1591]","[1.0, 0.8986135157394284, 0.7670757502834336, 0.8192067263823474, 0.6731734254189097, 0.7222549493318153, 0.7840685271004106, 0.7310657386245978, 0.7000311091401308, 0.6689964796556621, 0.6379618501711952, 0.6069272206867264, 0.5758925912022596, 0.40049188372935235, 0.1386361336917661, 0.33479580962719147, 0.2719071226692966, 0.4633512581235988, 0.3807295424308815, 0.0, 0.10986916195380529, 0.07060545572999158]","[0.6930231659538999, 0.7757106129596784, 0.9033590426155849, 1.0, 0.807751897639166, 0.6423772007695633, 0.7860463713361907, 0.7607234873149995, 0.6964340766176436, 0.6321446659202872, 0.5678552552229311, 0.5035658445255747, 0.4392764338282188, 0.44237727962634504, 0.12609820389879758, 0.0005168076330210407, 0.20671832180151473, 0.25116279253155305, 0.3886304686438822, 0.10749352339394858, 0.0, 0.08268734843480131]","[0.3635476620983427, 0.4876078639915416, 0.7198550478770535, 1.0, 0.8568643995686662, 0.5580617428566845, 0.7465887353720806, 0.8170426142372236, 0.7595098831041203, 0.7019771519710173, 0.644444420837914, 0.5869116897048108, 0.5293789585717077, 0.6340852284744473, 0.3260929861941102, 0.18964070140714634, 0.3180172157468919, 0.2862712008626676, 0.34363687566200823, 0.10247832097230483, 0.0, 0.0487329436768604]","[0.14327401859693287, 0.25536272250001485, 0.2560239839818474, 0.5186741846795898, 0.5179567717744582, 0.4767810376992286, 0.47644029272678634, 0.852519158621493, 0.8524480102342072, 0.8713926634154644, 0.8686290368426578, 1.0, 0.9993565256149889, 0.7024490739723505, 0.7022356288104932, 0.22184136909028068, 0.2227931531535302, 0.30049242356867056, 0.30082723950883894, 0.06732834666842445, 0.07506154858650127, 0.0]"
