window,StockPrice,NewsScore
"Row(start=datetime.datetime(2016, 4, 19, 20, 0), end=datetime.datetime(2016, 4, 30, 20, 0))","[0.6235952046222162, 0.6910114526720044, 0.657302792874655, 0.3033704373617707, 0.3988761636977729, 0.5449438081848886, 0.5022470296775079, 0.45955025117012704, 0.41685347266274625, 0.37415669415536545, 0.33145991564798466, 0.0, 0.06741517650487767, 0.2921342174293209, 0.44381997188266153, 1.0, 0.842697207125345, 0.7247190409244433, 0.7977523273955458, 0.6235952046222162, 0.6157300649784834, 0.6078649253347507]","[0.12254444444444444, 0.12254444444444444, 0.33372500000000005, 0.333725, 0.1048363636363636, 0.10483636363636363, -0.01772499999999999, -0.01772499999999999, 0.0, 0.0, 0.4485833333333334, 0.44858333333333333, 0.3391090909090909, 0.3391090909090909, -0.000614285714285718, -0.0006142857142857121, 0.4476, 0.4476, 0.1666625, 0.16666250000000005, 0.1255666666666667, 0.12556666666666666]"
"Row(start=datetime.datetime(2016, 4, 20, 20, 0), end=datetime.datetime(2016, 5, 1, 20, 0))","[0.657302792874655, 0.3033704373617707, 0.3988761636977729, 0.5449438081848886, 0.5022470296775079, 0.45955025117012704, 0.41685347266274625, 0.37415669415536545, 0.33145991564798466, 0.0, 0.06741517650487767, 0.2921342174293209, 0.44381997188266153, 1.0, 0.842697207125345, 0.7247190409244433, 0.7977523273955458, 0.6235952046222162, 0.6157300649784834, 0.6078649253347507, 0.5999997856910179, 0.5921346460472852]","[0.33372500000000005, 0.333725, 0.1048363636363636, 0.10483636363636363, -0.01772499999999999, -0.01772499999999999, 0.0, 0.0, 0.4485833333333334, 0.44858333333333333, 0.3391090909090909, 0.3391090909090909, -0.000614285714285718, -0.0006142857142857121, 0.4476, 0.4476, 0.1666625, 0.16666250000000005, 0.1255666666666667, 0.12556666666666666, 0.7334499999999999, 0.7334499999999999]"
"Row(start=datetime.datetime(2016, 4, 21, 20, 0), end=datetime.datetime(2016, 5, 2, 20, 0))","[0.3641023082844514, 0.49743583724340035, 0.4584613458455477, 0.41948685444769507, 0.3805123630498425, 0.34153787165198984, 0.30256338025413726, 0.0, 0.0615379499022361, 0.2666660797898198, 0.40512793426196814, 0.9128204225317672, 0.7692312206744976, 0.6615383411534673, 0.7282046165689028, 0.5692304381720351, 0.5620509780791716, 0.5548715179863082, 0.5476920578934447, 0.5405125978005813, 0.5333331377077177, 1.0]","[0.1048363636363636, 0.10483636363636363, -0.01772499999999999, -0.01772499999999999, 0.0, 0.0, 0.4485833333333334, 0.44858333333333333, 0.3391090909090909, 0.3391090909090909, -0.000614285714285718, -0.0006142857142857121, 0.4476, 0.4476, 0.1666625, 0.16666250000000005, 0.1255666666666667, 0.12556666666666666, 0.7334499999999999, 0.7334499999999999, 0.40290000000000004, 0.40290000000000004]"
"Row(start=datetime.datetime(2016, 4, 22, 20, 0), end=datetime.datetime(2016, 5, 3, 20, 0))","[0.4584613458455477, 0.41948685444769507, 0.3805123630498425, 0.34153787165198984, 0.30256338025413726, 0.0, 0.0615379499022361, 0.2666660797898198, 0.40512793426196814, 0.9128204225317672, 0.7692312206744976, 0.6615383411534673, 0.7282046165689028, 0.5692304381720351, 0.5620509780791716, 0.5548715179863082, 0.5476920578934447, 0.5405125978005813, 0.5333331377077177, 1.0, 0.8923080986070479, 0.8153841940371356]","[-0.01772499999999999, -0.01772499999999999, 0.0, 0.0, 0.4485833333333334, 0.44858333333333333, 0.3391090909090909, 0.3391090909090909, -0.000614285714285718, -0.0006142857142857121, 0.4476, 0.4476, 0.1666625, 0.16666250000000005, 0.1255666666666667, 0.12556666666666666, 0.7334499999999999, 0.7334499999999999, 0.40290000000000004, 0.40290000000000004, 0.33646999999999994, 0.33647]"
"Row(start=datetime.datetime(2016, 4, 23, 20, 0), end=datetime.datetime(2016, 5, 4, 20, 0))","[0.3709993362426758, 0.33299922943115234, 0.2949991226196289, 0.0, 0.05999946594238281, 0.25999927520751953, 0.39499950408935547, 0.8899993896484375, 0.75, 0.6449995040893555, 0.7099990844726562, 0.5549993515014648, 0.547999382019043, 0.5409994125366211, 0.5339994430541992, 0.5269994735717773, 0.5199995040893555, 0.9749994277954102, 0.869999885559082, 0.7949991226196289, 1.0, 0.7749996185302734]","[0.0, 0.0, 0.4485833333333334, 0.44858333333333333, 0.3391090909090909, 0.3391090909090909, -0.000614285714285718, -0.0006142857142857121, 0.4476, 0.4476, 0.1666625, 0.16666250000000005, 0.1255666666666667, 0.12556666666666666, 0.7334499999999999, 0.7334499999999999, 0.40290000000000004, 0.40290000000000004, 0.33646999999999994, 0.33647, 0.2672, 0.2672]"
"Row(start=datetime.datetime(2016, 4, 24, 20, 0), end=datetime.datetime(2016, 5, 5, 20, 0))","[0.28365301292320444, 0.0, 0.057691796291490564, 0.2499993122540735, 0.37980722940178024, 0.8557686752821363, 0.7211538726056126, 0.6201918536036511, 0.6826914524185274, 0.5336532421718466, 0.5269225020380204, 0.5201917619041942, 0.513461021770368, 0.5067302816365419, 0.4999995415027157, 0.9374994841905552, 0.8365383821831623, 0.7644222613269461, 0.9615384968074834, 0.7451919682279722, 1.0, 0.9134613885681955]","[0.4485833333333334, 0.44858333333333333, 0.3391090909090909, 0.3391090909090909, -0.000614285714285718, -0.0006142857142857121, 0.4476, 0.4476, 0.1666625, 0.16666250000000005, 0.1255666666666667, 0.12556666666666666, 0.7334499999999999, 0.7334499999999999, 0.40290000000000004, 0.40290000000000004, 0.33646999999999994, 0.33647, 0.2672, 0.2672, 0.409, 0.409]"
"Row(start=datetime.datetime(2016, 4, 25, 20, 0), end=datetime.datetime(2016, 5, 6, 20, 0))","[0.0, 0.20408133475411272, 0.34183660063935073, 0.8469382690819917, 0.7040818213223953, 0.5969385123661329, 0.6632645812350076, 0.5051016684426409, 0.49795884605466106, 0.49081602366668126, 0.48367320127870145, 0.47653037889072164, 0.46938755650274183, 0.9336729579945602, 0.826530622174863, 0.7499992701475762, 0.9591837330491775, 0.7295916232404475, 1.0, 0.908163156076508, 0.7040818213223953, 0.7142851582076771]","[0.3391090909090909, 0.3391090909090909, -0.000614285714285718, -0.0006142857142857121, 0.4476, 0.4476, 0.1666625, 0.16666250000000005, 0.1255666666666667, 0.12556666666666666, 0.7334499999999999, 0.7334499999999999, 0.40290000000000004, 0.40290000000000004, 0.33646999999999994, 0.33647, 0.2672, 0.2672, 0.409, 0.409, 0.3729857142857143, 0.3729857142857143]"
"Row(start=datetime.datetime(2016, 4, 26, 20, 0), end=datetime.datetime(2016, 5, 7, 20, 0))","[0.0, 0.7674411383758273, 0.5503879751364714, 0.3875966241431723, 0.4883710958523329, 0.2480616028814251, 0.2372089447194573, 0.22635628655748952, 0.21550362839552173, 0.20465097023355394, 0.19379831207158615, 0.8992240497270572, 0.7364341772975402, 0.6201540072035627, 0.9379845992796437, 0.5891470461252758, 1.0, 0.8604649787382528, 0.5503879751364714, 0.5658907163937238, 0.5410845561055824, 0.5162783958174382]","[-0.000614285714285718, -0.0006142857142857121, 0.4476, 0.4476, 0.1666625, 0.16666250000000005, 0.1255666666666667, 0.12556666666666666, 0.7334499999999999, 0.7334499999999999, 0.40290000000000004, 0.40290000000000004, 0.33646999999999994, 0.33647, 0.2672, 0.2672, 0.409, 0.409, 0.3729857142857143, 0.3729857142857143, -0.43626666666666664, -0.43626666666666664]"
"Row(start=datetime.datetime(2016, 4, 27, 20, 0), end=datetime.datetime(2016, 5, 8, 20, 0))","[0.4423082566115248, 0.2403844037706782, 0.36538348677695043, 0.06730733961779702, 0.05384587169423761, 0.04038440377067821, 0.026922935847118804, 0.013461467923559402, 0.0, 0.8749990830062723, 0.6730770641528812, 0.5288449547005099, 0.9230770641528812, 0.4903844037706782, 1.0, 0.8269229358471188, 0.4423082566115248, 0.46153761508271285, 0.43076844074386667, 0.3999992664050171, 0.36923009206617097, 0.3384609177273214]","[0.4476, 0.4476, 0.1666625, 0.16666250000000005, 0.1255666666666667, 0.12556666666666666, 0.7334499999999999, 0.7334499999999999, 0.40290000000000004, 0.40290000000000004, 0.33646999999999994, 0.33647, 0.2672, 0.2672, 0.409, 0.409, 0.3729857142857143, 0.3729857142857143, -0.43626666666666664, -0.43626666666666664, 0.33163333333333334, 0.33163333333333334]"
"Row(start=datetime.datetime(2016, 4, 28, 20, 0), end=datetime.datetime(2016, 5, 9, 20, 0))","[0.36538348677695043, 0.06730733961779702, 0.05384587169423761, 0.04038440377067821, 0.026922935847118804, 0.013461467923559402, 0.0, 0.8749990830062723, 0.6730770641528812, 0.5288449547005099, 0.9230770641528812, 0.4903844037706782, 1.0, 0.8269229358471188, 0.4423082566115248, 0.46153761508271285, 0.43076844074386667, 0.3999992664050171, 0.36923009206617097, 0.3384609177273214, 0.3076917433884752, 0.6538458716942376]","[0.1666625, 0.16666250000000005, 0.1255666666666667, 0.12556666666666666, 0.7334499999999999, 0.7334499999999999, 0.40290000000000004, 0.40290000000000004, 0.33646999999999994, 0.33647, 0.2672, 0.2672, 0.409, 0.409, 0.3729857142857143, 0.3729857142857143, -0.43626666666666664, -0.43626666666666664, 0.33163333333333334, 0.33163333333333334, 0.4146555555555556, 0.41465555555555556]"
