window,TwitterScore,NewsScore,StockPrice_IXIC,StockPrice_COG,StockPrice_DVN,StockPrice_HFC
"Row(start=datetime.datetime(2021, 2, 6, 19, 0), end=datetime.datetime(2021, 2, 17, 19, 0))","[0.1562908450704225, 0.2838344827586207, 0.26553099999999996, 0.2858149999999998, 0.4292560000000003, 0.3747420000000002, 0.2563359999999999, 0.22351399999999993, 0.15153699999999992, 0.11273399999999999, 0.13197199999999998, -0.03944599999999997, 0.060182692307692305, 0.17251562499999995, 0.20662071428571419, 0.26286, 0.137135, 0.15337599999999996, 0.3527579999999999, 0.2840590000000001, 0.155627, 0.019453999999999985]","[0.1486, 0.1486, 0.27683636363636366, 0.2768363636363636, 0.24062857142857141, 0.24062857142857141, 0.2525285714285714, 0.25252857142857144, 0.4564000000000001, 0.4564, 0.36716, 0.36716, 0.6729, 0.6729, 0.3033, 0.3033, 0.45518181818181813, 0.45518181818181824, 0.26806250000000004, 0.2680625, 0.20878235294117647, 0.20878235294117645]","[0.0, 0.06527246982160403, 0.13054493964320807, 0.3349466362948947, 0.2508125711345034, 0.41601432082628725, 0.7621364740648124, 0.2738873813504051, 0.5675969205172028, 0.48903522272894306, 0.30088100233155224, 0.7707041862212555, 0.8034607310467894, 0.8362172758723232, 0.8689738206978571, 0.9017303655233984, 0.9344869103489323, 0.9672434551744661, 1.0, 0.5768513125056224, 0.027862626147818, 0.2454375255531697]","[0.2515154010990361, 0.2696973243688056, 0.2878792476385752, 0.3863633408037731, 0.24242516194381708, 0.1439396238192876, 0.2499996387601671, 0.3863633408037731, 0.4242429496821812, 0.08333369457316624, 0.0, 0.7045448305857431, 0.7467527119306377, 0.7889605932755297, 0.8311684746204243, 0.8733763559653189, 0.9155842373102134, 0.9577921186551054, 1.0, 0.7651507598318645, 0.8712122197320756, 0.9696963128972735]","[0.0, 0.011898392039762238, 0.023796784079525436, 0.19415895242489656, 0.2482424588277198, 0.226609159422299, 0.2536503968451682, 0.45916699908593717, 0.40237978156366094, 0.34288782136484686, 0.28880483074056607, 0.526771124200195, 0.5503360142470411, 0.5739009042938872, 0.5974657943407333, 0.6210306843875795, 0.6445955744344255, 0.6681604644812716, 0.6917253545281178, 0.7674421603363618, 0.7079502001375477, 1.0]","[0.0, 0.024647893235930817, 0.04929578647186059, 0.43368532349989103, 0.369130970944609, 0.2546945236592398, 0.2546945236592398, 0.3749996502074635, 0.24295772480158945, 0.25176018402781253, 0.14025807637387053, 0.38086832947031796, 0.41021108616395147, 0.4395538428575861, 0.4688965995512196, 0.49823935624485416, 0.5275821129384888, 0.5569248696321212, 0.5862676263257558, 0.8503514771375039, 1.0, 0.9559854651966501]"
"Row(start=datetime.datetime(2021, 2, 7, 19, 0), end=datetime.datetime(2021, 2, 18, 19, 0))","[0.26553099999999996, 0.2858149999999998, 0.4292560000000003, 0.3747420000000002, 0.2563359999999999, 0.22351399999999993, 0.15153699999999992, 0.11273399999999999, 0.13197199999999998, -0.03944599999999997, 0.060182692307692305, 0.17251562499999995, 0.20662071428571419, 0.26286, 0.137135, 0.15337599999999996, 0.3527579999999999, 0.2840590000000001, 0.155627, 0.019453999999999985, 0.1074059999999999, 0.1684389999999998]","[0.27683636363636366, 0.2768363636363636, 0.24062857142857141, 0.24062857142857141, 0.2525285714285714, 0.25252857142857144, 0.4564000000000001, 0.4564, 0.36716, 0.36716, 0.6729, 0.6729, 0.3033, 0.3033, 0.45518181818181813, 0.45518181818181824, 0.26806250000000004, 0.2680625, 0.20878235294117647, 0.20878235294117645, 0.08065, 0.08064999999999999]","[0.3625929794208442, 0.5124421003295326, 0.4507624963473662, 0.5718737071122928, 0.8256196458174812, 0.4676788922610454, 0.6830005699555319, 0.6254061294811669, 0.4874682112365142, 0.8319007293694903, 0.8559149108881338, 0.8799290924067773, 0.9039432739254207, 0.9279574554440696, 0.951971636962713, 0.9759858184813566, 1.0, 0.6897850660077942, 0.287315451581265, 0.4468219916040053, 0.0, 0.15017604971632417]","[0.2878792476385752, 0.3863633408037731, 0.24242516194381708, 0.1439396238192876, 0.2499996387601671, 0.3863633408037731, 0.4242429496821812, 0.08333369457316624, 0.0, 0.7045448305857431, 0.7467527119306377, 0.7889605932755297, 0.8311684746204243, 0.8733763559653189, 0.9155842373102134, 0.9577921186551054, 1.0, 0.7651507598318645, 0.8712122197320756, 0.9696963128972735, 0.9015144618754705, 0.5757570503178188]","[0.0, 0.1745150656820306, 0.22991695897719583, 0.20775630732945205, 0.23545672562542302, 0.4459831804547945, 0.3878116680113215, 0.32686947971631747, 0.2714681147727639, 0.5152352828979452, 0.5393746113313457, 0.5635139397647462, 0.5876532681981467, 0.6117925966315472, 0.6359319250649477, 0.660071253498348, 0.6842105819317486, 0.7617731268746576, 0.7008309385796535, 1.0, 0.941828487556527, 0.6703603727837631]","[0.0, 0.4043208513839758, 0.33641923525910805, 0.2160490447655933, 0.2160490447655933, 0.3425922164864399, 0.20370367099882086, 0.21296255415192739, 0.09567885427207859, 0.3487651977137717, 0.37962943106426905, 0.4104936644147674, 0.44135789776526474, 0.47222213111576317, 0.5030863644662616, 0.5339505978167578, 0.5648148311672563, 0.8425919221424942, 1.0, 0.9537032294829024, 0.8950616738869237, 0.8333330389893877]"
"Row(start=datetime.datetime(2021, 2, 8, 19, 0), end=datetime.datetime(2021, 2, 19, 19, 0))","[0.4292560000000003, 0.3747420000000002, 0.2563359999999999, 0.22351399999999993, 0.15153699999999992, 0.11273399999999999, 0.13197199999999998, -0.03944599999999997, 0.060182692307692305, 0.17251562499999995, 0.20662071428571419, 0.26286, 0.137135, 0.15337599999999996, 0.3527579999999999, 0.2840590000000001, 0.155627, 0.019453999999999985, 0.1074059999999999, 0.1684389999999998, 0.1500389999999998, 0.05780299999999999]","[0.24062857142857141, 0.24062857142857141, 0.2525285714285714, 0.25252857142857144, 0.4564000000000001, 0.4564, 0.36716, 0.36716, 0.6729, 0.6729, 0.3033, 0.3033, 0.45518181818181813, 0.45518181818181824, 0.26806250000000004, 0.2680625, 0.20878235294117647, 0.20878235294117645, 0.08065, 0.08064999999999999, 0.43615, 0.43615]","[0.4507624963473662, 0.5718737071122928, 0.8256196458174812, 0.4676788922610454, 0.6830005699555319, 0.6254061294811669, 0.4874682112365142, 0.8319007293694903, 0.8559149108881338, 0.8799290924067773, 0.9039432739254207, 0.9279574554440696, 0.951971636962713, 0.9759858184813566, 1.0, 0.6897850660077942, 0.287315451581265, 0.4468219916040053, 0.0, 0.15017604971632417, 0.33930870469649144, 0.17713465705746714]","[0.24242516194381708, 0.1439396238192876, 0.2499996387601671, 0.3863633408037731, 0.4242429496821812, 0.08333369457316624, 0.0, 0.7045448305857431, 0.7467527119306377, 0.7889605932755297, 0.8311684746204243, 0.8733763559653189, 0.9155842373102134, 0.9577921186551054, 1.0, 0.7651507598318645, 0.8712122197320756, 0.9696963128972735, 0.9015144618754705, 0.5757570503178188, 0.6818185102180299, 0.9545444693459103]","[0.0279720139810052, 0.0, 0.034964517297192396, 0.3006989835694512, 0.2272726969588446, 0.1503491583320162, 0.0804194568322126, 0.3881116106232698, 0.4185811853977057, 0.4490507601721416, 0.47952033494657753, 0.5099899097210134, 0.5404594844954493, 0.5709290592698852, 0.6013986340443211, 0.6993010164305488, 0.6223774778037204, 1.0, 0.9265737133893934, 0.583916375395725, 0.6153843075821144, 0.6853146759873368]","[0.1378089753224127, 0.06890448766120635, 0.06890448766120635, 0.1413426251992438, 0.06183752489494418, 0.0671376627227908, 0.0, 0.1448762750760749, 0.16254413933177297, 0.18021200358747166, 0.19787986784316974, 0.21554773209886843, 0.23321559635456712, 0.25088346061026456, 0.2685513248659633, 0.4275615254745625, 0.5176679123967555, 0.4911658753079222, 0.4575972124402269, 0.4222613876467159, 0.46113086231705797, 1.0]"
"Row(start=datetime.datetime(2021, 2, 9, 19, 0), end=datetime.datetime(2021, 2, 20, 19, 0))","[0.2563359999999999, 0.22351399999999993, 0.15153699999999992, 0.11273399999999999, 0.13197199999999998, -0.03944599999999997, 0.060182692307692305, 0.17251562499999995, 0.20662071428571419, 0.26286, 0.137135, 0.15337599999999996, 0.3527579999999999, 0.2840590000000001, 0.155627, 0.019453999999999985, 0.1074059999999999, 0.1684389999999998, 0.1500389999999998, 0.05780299999999999, 0.052099, 0.13049099999999997]","[0.2525285714285714, 0.25252857142857144, 0.4564000000000001, 0.4564, 0.36716, 0.36716, 0.6729, 0.6729, 0.3033, 0.3033, 0.45518181818181813, 0.45518181818181824, 0.26806250000000004, 0.2680625, 0.20878235294117647, 0.20878235294117645, 0.08065, 0.08064999999999999, 0.43615, 0.43615, 0.03240000000000001, 0.03240000000000001]","[0.8278201580079212, 0.4743962721648736, 0.6870007975812039, 0.6301331434983424, 0.4939358689864325, 0.8340219803324247, 0.8577331259992205, 0.8814442716660161, 0.9051554173328118, 0.9288665629996129, 0.9525777086664086, 0.9762888543332043, 1.0, 0.6936996798248524, 0.2963088444670954, 0.45380256551478326, 0.012619037280637653, 0.16090000982693262, 0.3476459927829192, 0.18751842549700365, 0.09375921274850449, 0.0]","[0.2499996387601671, 0.3863633408037731, 0.4242429496821812, 0.08333369457316624, 0.0, 0.7045448305857431, 0.7467527119306377, 0.7889605932755297, 0.8311684746204243, 0.8733763559653189, 0.9155842373102134, 0.9577921186551054, 1.0, 0.7651507598318645, 0.8712122197320756, 0.9696963128972735, 0.9015144618754705, 0.5757570503178188, 0.6818185102180299, 0.9545444693459103, 0.9590900224113204, 0.9636355754767276]","[0.0, 0.2753623789334743, 0.1992757604342673, 0.11956517983324522, 0.0471018323675654, 0.36594208156679003, 0.39751560950495324, 0.42908913744311644, 0.46066266538127965, 0.49223619331944285, 0.523809721257606, 0.5553832491957693, 0.5869567771339325, 0.6884062928678297, 0.6086957122668076, 1.0, 0.923913381500793, 0.5688411130345845, 0.6014491701997533, 0.6739132087337211, 0.6913044950536792, 0.7086957813736362]","[0.06822942909674556, 0.1399578888358699, 0.06123170149791613, 0.06647991377555618, 0.0, 0.14345691947824868, 0.1609516913347959, 0.1784464631913437, 0.1959412350478909, 0.21343600690443873, 0.23093077876098655, 0.24842555061753313, 0.26592032247408093, 0.4233726971499885, 0.5125963101010067, 0.486353913969094, 0.45311412392427997, 0.41812448487234843, 0.4566131545666588, 0.9902029811500819, 0.9951014905750409, 1.0]"
"Row(start=datetime.datetime(2021, 2, 10, 19, 0), end=datetime.datetime(2021, 2, 21, 19, 0))","[0.15153699999999992, 0.11273399999999999, 0.13197199999999998, -0.03944599999999997, 0.060182692307692305, 0.17251562499999995, 0.20662071428571419, 0.26286, 0.137135, 0.15337599999999996, 0.3527579999999999, 0.2840590000000001, 0.155627, 0.019453999999999985, 0.1074059999999999, 0.1684389999999998, 0.1500389999999998, 0.05780299999999999, 0.052099, 0.13049099999999997, -0.08028100000000002, 0.033339000000000035]","[0.4564000000000001, 0.4564, 0.36716, 0.36716, 0.6729, 0.6729, 0.3033, 0.3033, 0.45518181818181813, 0.45518181818181824, 0.26806250000000004, 0.2680625, 0.20878235294117647, 0.20878235294117645, 0.08065, 0.08064999999999999, 0.43615, 0.43615, 0.03240000000000001, 0.03240000000000001, 0.4665000000000001, 0.4665000000000001]","[0.7364258139508035, 0.6885380061813695, 0.5738473440512992, 0.8602312047511097, 0.8801981755009506, 0.9001651462507914, 0.9201321170006322, 0.9400990877504775, 0.9600660585003183, 0.9800330292501591, 1.0, 0.7420668904173391, 0.4074271687713866, 0.5400514023547713, 0.16853419574848214, 0.29340044570518153, 0.45065778078849117, 0.31581560583958584, 0.23686170437969162, 0.15790780291979292, 0.07895390145989871, 0.0]","[0.4242429496821812, 0.08333369457316624, 0.0, 0.7045448305857431, 0.7467527119306377, 0.7889605932755297, 0.8311684746204243, 0.8733763559653189, 0.9155842373102134, 0.9577921186551054, 1.0, 0.7651507598318645, 0.8712122197320756, 0.9696963128972735, 0.9015144618754705, 0.5757570503178188, 0.6818185102180299, 0.9545444693459103, 0.9590900224113204, 0.9636355754767276, 0.9681811285421377, 0.972726681607545]","[0.15969589745858406, 0.07604521650589574, 0.0, 0.33460054812720785, 0.3677347580676159, 0.4008689680080239, 0.43400317794843196, 0.46713738788883996, 0.500271597829248, 0.5334058077696561, 0.566540017710064, 0.6730041910917363, 0.5893535101390479, 1.0, 0.9201524138846322, 0.5475288948905522, 0.5817487709201038, 0.657794712653848, 0.6760456516426053, 0.6942965906313613, 0.7125475296201187, 0.7307984686088747]","[0.06063763345989512, 0.06583492774743159, 0.0, 0.14206510496697167, 0.15939014309837002, 0.17671518122976898, 0.1940402193611673, 0.21136525749256627, 0.22869029562396523, 0.24601533375536294, 0.2633403718867619, 0.41926514858617603, 0.5076231168565093, 0.48163532362475586, 0.44871802497529895, 0.41406785429863957, 0.4521831081326685, 0.9805960630363593, 0.9854470472772694, 0.9902980315181796, 0.9951490157590898, 1.0]"
"Row(start=datetime.datetime(2021, 2, 11, 19, 0), end=datetime.datetime(2021, 2, 22, 19, 0))","[0.13197199999999998, -0.03944599999999997, 0.060182692307692305, 0.17251562499999995, 0.20662071428571419, 0.26286, 0.137135, 0.15337599999999996, 0.3527579999999999, 0.2840590000000001, 0.155627, 0.019453999999999985, 0.1074059999999999, 0.1684389999999998, 0.1500389999999998, 0.05780299999999999, 0.052099, 0.13049099999999997, -0.08028100000000002, 0.033339000000000035, 0.22090899999999997, 0.16834499999999994]","[0.36716, 0.36716, 0.6729, 0.6729, 0.3033, 0.3033, 0.45518181818181813, 0.45518181818181824, 0.26806250000000004, 0.2680625, 0.20878235294117647, 0.20878235294117645, 0.08065, 0.08064999999999999, 0.43615, 0.43615, 0.03240000000000001, 0.03240000000000001, 0.4665000000000001, 0.4665000000000001, 0.24868888888888888, 0.24868888888888893]","[0.7205892558594366, 0.9083593577489669, 0.9214508780705426, 0.9345423983921184, 0.9476339187136941, 0.9607254390352727, 0.9738169593568485, 0.9869084796784242, 1.0, 0.8308838837891549, 0.6114744014384405, 0.6984306488754298, 0.4548421185451563, 0.5367117756537648, 0.6398189331566827, 0.5514084729188353, 0.4996416516829134, 0.44787483044698845, 0.3961080092110665, 0.34434118797514157, 0.2925743667392196, 0.0]","[0.0, 0.7045448305857431, 0.7467527119306377, 0.7889605932755297, 0.8311684746204243, 0.8733763559653189, 0.9155842373102134, 0.9577921186551054, 1.0, 0.7651507598318645, 0.8712122197320756, 0.9696963128972735, 0.9015144618754705, 0.5757570503178188, 0.6818185102180299, 0.9545444693459103, 0.9590900224113204, 0.9636355754767276, 0.9681811285421377, 0.972726681607545, 0.9772722346729551, 0.7878785251589094]","[0.0, 0.33460054812720785, 0.3677347580676159, 0.4008689680080239, 0.43400317794843196, 0.46713738788883996, 0.500271597829248, 0.5334058077696561, 0.566540017710064, 0.6730041910917363, 0.5893535101390479, 1.0, 0.9201524138846322, 0.5475288948905522, 0.5817487709201038, 0.657794712653848, 0.6760456516426053, 0.6942965906313613, 0.7125475296201187, 0.7307984686088747, 0.7490494075976319, 0.8174906101124321]","[0.0, 0.11764699443503085, 0.1319942098550679, 0.14634142527510546, 0.1606886406951425, 0.17503585611518005, 0.1893830715352176, 0.20373028695525416, 0.21807750237529172, 0.34720197203942327, 0.42037299742111184, 0.398851978825971, 0.37159249626739876, 0.3428979872412902, 0.3744620019002334, 0.8120514858161152, 0.8160686842416361, 0.8200858826671571, 0.8241030810926779, 0.8281202795181989, 0.8321374779437198, 1.0]"
"Row(start=datetime.datetime(2021, 2, 12, 19, 0), end=datetime.datetime(2021, 2, 23, 19, 0))","[0.060182692307692305, 0.17251562499999995, 0.20662071428571419, 0.26286, 0.137135, 0.15337599999999996, 0.3527579999999999, 0.2840590000000001, 0.155627, 0.019453999999999985, 0.1074059999999999, 0.1684389999999998, 0.1500389999999998, 0.05780299999999999, 0.052099, 0.13049099999999997, -0.08028100000000002, 0.033339000000000035, 0.22090899999999997, 0.16834499999999994, 0.151495, 0.124227]","[0.6729, 0.6729, 0.3033, 0.3033, 0.45518181818181813, 0.45518181818181824, 0.26806250000000004, 0.2680625, 0.20878235294117647, 0.20878235294117645, 0.08065, 0.08064999999999999, 0.43615, 0.43615, 0.03240000000000001, 0.03240000000000001, 0.4665000000000001, 0.4665000000000001, 0.24868888888888888, 0.24868888888888893, 0.34098000000000006, 0.34098000000000006]","[0.9453299146103359, 0.9544415955086129, 0.9635532764068899, 0.972664957305169, 0.981776638203446, 0.990888319101723, 1.0, 0.8822954058949448, 0.729586695208299, 0.7901081288764477, 0.6205708326472364, 0.6775520061474285, 0.7493144519457708, 0.6877808880838685, 0.6517512486964167, 0.6157216093089628, 0.579691969921511, 0.543662330534057, 0.5076326911466051, 0.304001317306109, 0.0, 0.22773148910478072]","[0.40306070316765247, 0.5025505859730395, 0.6020404687784329, 0.7015303515838263, 0.8010202343892197, 0.9005101171946066, 1.0, 0.4464274766520664, 0.6964291796377409, 0.9285699688694219, 0.76785580479697, 0.0, 0.2500017029856745, 0.8928549533041328, 0.903569457973722, 0.914283962643305, 0.9249984673128943, 0.9357129719824772, 0.9464274766520664, 0.5, 0.76785580479697, 0.0]","[0.0, 0.052405553465410135, 0.10481110693082027, 0.1572166603962304, 0.20962221386164054, 0.2620277673270507, 0.3144333207924608, 0.48281862227809536, 0.3505154757425879, 1.0, 0.8737118841590428, 0.28436504950585906, 0.3384877084155372, 0.45876308762399404, 0.4876290409903016, 0.516494994356607, 0.5453609477229144, 0.5742269010892198, 0.6030928544555273, 0.7113404663369335, 0.7955325435642383, 0.9158079227726952]","[0.0, 0.013927594360835339, 0.02785518872167018, 0.04178278308250552, 0.05571037744334086, 0.0696379718041752, 0.08356556616501055, 0.20891346001682704, 0.27994441136500703, 0.2590528300755465, 0.2325906208978811, 0.20473535627692782, 0.23537620048947464, 0.66016725925032, 0.6640669644195546, 0.6679666695887891, 0.6718663747580237, 0.6757660799272582, 0.6796657850964927, 0.842618737787331, 0.9247914762069029, 1.0]"
"Row(start=datetime.datetime(2021, 2, 13, 19, 0), end=datetime.datetime(2021, 2, 24, 19, 0))","[0.20662071428571419, 0.26286, 0.137135, 0.15337599999999996, 0.3527579999999999, 0.2840590000000001, 0.155627, 0.019453999999999985, 0.1074059999999999, 0.1684389999999998, 0.1500389999999998, 0.05780299999999999, 0.052099, 0.13049099999999997, -0.08028100000000002, 0.033339000000000035, 0.22090899999999997, 0.16834499999999994, 0.151495, 0.124227, 0.146147, 0.201938]","[0.3033, 0.3033, 0.45518181818181813, 0.45518181818181824, 0.26806250000000004, 0.2680625, 0.20878235294117647, 0.20878235294117645, 0.08065, 0.08064999999999999, 0.43615, 0.43615, 0.03240000000000001, 0.03240000000000001, 0.4665000000000001, 0.4665000000000001, 0.24868888888888888, 0.24868888888888893, 0.34098000000000006, 0.34098000000000006, 0.4987166666666667, 0.49871666666666664]","[0.9635532764068899, 0.972664957305169, 0.981776638203446, 0.990888319101723, 1.0, 0.8822954058949448, 0.729586695208299, 0.7901081288764477, 0.6205708326472364, 0.6775520061474285, 0.7493144519457708, 0.6877808880838685, 0.6517512486964167, 0.6157216093089628, 0.579691969921511, 0.543662330534057, 0.5076326911466051, 0.304001317306109, 0.0, 0.22773148910478072, 0.15472089576815412, 0.37697788023491957]","[0.29573956642047194, 0.3446118537997429, 0.3934841411790139, 0.44235642855828183, 0.4912287159375528, 0.21929799611503642, 0.34210601165489074, 0.4561402334658995, 0.3771928210156118, 0.0, 0.12280801553985433, 0.43859599223007284, 0.4438592646008221, 0.4491225369715682, 0.4543858093423174, 0.45964908171306357, 0.4649123540838128, 0.2456143579687764, 0.3771928210156118, 0.0, 0.35964857977978515, 1.0]","[0.0, 0.0429577756131318, 0.0859155512262636, 0.1288733268393954, 0.1718311024525272, 0.3098595654577662, 0.20140829443865674, 0.733802451398892, 0.6302818093264483, 0.14718359917108267, 0.19154891702928667, 0.2901408106390261, 0.31380275227632654, 0.33746469391362527, 0.3611266355509257, 0.38478857718822446, 0.4084505188255249, 0.4971830350258943, 0.5661967964075234, 0.6647886900172628, 0.7190143255268175, 1.0]","[0.0, 0.014224763527192189, 0.028449527054384378, 0.042674290581575555, 0.05689905410876774, 0.1849214607411458, 0.25746797953412653, 0.23613064044652657, 0.209103814549164, 0.18065420997605536, 0.21194882926958225, 0.6458035354584989, 0.6497864475408697, 0.6537693596232405, 0.6577522717056112, 0.661735183787982, 0.6657180958703528, 0.8321479299128403, 0.9160739649564201, 0.9928871918834175, 1.0, 0.9103839355155836]"
"Row(start=datetime.datetime(2021, 2, 14, 19, 0), end=datetime.datetime(2021, 2, 25, 19, 0))","[0.137135, 0.15337599999999996, 0.3527579999999999, 0.2840590000000001, 0.155627, 0.019453999999999985, 0.1074059999999999, 0.1684389999999998, 0.1500389999999998, 0.05780299999999999, 0.052099, 0.13049099999999997, -0.08028100000000002, 0.033339000000000035, 0.22090899999999997, 0.16834499999999994, 0.151495, 0.124227, 0.146147, 0.201938, 0.27851699999999996, 0.16638099999999995]","[0.45518181818181813, 0.45518181818181824, 0.26806250000000004, 0.2680625, 0.20878235294117647, 0.20878235294117645, 0.08065, 0.08064999999999999, 0.43615, 0.43615, 0.03240000000000001, 0.03240000000000001, 0.4665000000000001, 0.4665000000000001, 0.24868888888888888, 0.24868888888888893, 0.34098000000000006, 0.34098000000000006, 0.4987166666666667, 0.49871666666666664, 0.2755875, 0.27558750000000004]","[0.9843030546257865, 0.9921515273128932, 1.0, 0.8986135157394284, 0.7670757502834336, 0.8192067263823474, 0.6731734254189097, 0.7222549493318153, 0.7840685271004106, 0.7310657386245978, 0.7000311091401308, 0.6689964796556621, 0.6379618501711952, 0.6069272206867264, 0.5758925912022596, 0.40049188372935235, 0.1386361336917661, 0.33479580962719147, 0.2719071226692966, 0.4633512581235988, 0.3807295424308815, 0.0]","[0.3934841411790139, 0.44235642855828183, 0.4912287159375528, 0.21929799611503642, 0.34210601165489074, 0.4561402334658995, 0.3771928210156118, 0.0, 0.12280801553985433, 0.43859599223007284, 0.4438592646008221, 0.4491225369715682, 0.4543858093423174, 0.45964908171306357, 0.4649123540838128, 0.2456143579687764, 0.3771928210156118, 0.0, 0.35964857977978515, 1.0, 0.8070166926277713, 0.7456135214133103]","[0.0, 0.04413898641089602, 0.08827797282179203, 0.23010180717886491, 0.1186684494355102, 0.6657018589616015, 0.5593347077656715, 0.06295273665966569, 0.10853796853232653, 0.20984084537249756, 0.2341534198826394, 0.25846599439277945, 0.28277856890292125, 0.30709114341306126, 0.3314037179232031, 0.42257611386019045, 0.4934875479908105, 0.5947904248309815, 0.6505071037026589, 0.9392190467725636, 1.0, 0.473227552280276]","[0.0, 0.014641301634143134, 0.02928260326828731, 0.16105383924353278, 0.23572470896482378, 0.2137625570419207, 0.18594431532420455, 0.1566616322672419, 0.18887263948197328, 0.6354317409082998, 0.639531283025031, 0.6436308251417624, 0.6477303672584936, 0.651829909375225, 0.6559294514919564, 0.8272327843367171, 0.9136163921683585, 0.992678910345216, 1.0, 0.9077597438528211, 0.9502196063593807, 0.9019030955372838]"
"Row(start=datetime.datetime(2021, 2, 15, 19, 0), end=datetime.datetime(2021, 2, 26, 19, 0))","[0.3527579999999999, 0.2840590000000001, 0.155627, 0.019453999999999985, 0.1074059999999999, 0.1684389999999998, 0.1500389999999998, 0.05780299999999999, 0.052099, 0.13049099999999997, -0.08028100000000002, 0.033339000000000035, 0.22090899999999997, 0.16834499999999994, 0.151495, 0.124227, 0.146147, 0.201938, 0.27851699999999996, 0.16638099999999995, 0.3281489999999998, 0.2626199999999998]","[0.26806250000000004, 0.2680625, 0.20878235294117647, 0.20878235294117645, 0.08065, 0.08064999999999999, 0.43615, 0.43615, 0.03240000000000001, 0.03240000000000001, 0.4665000000000001, 0.4665000000000001, 0.24868888888888888, 0.24868888888888893, 0.34098000000000006, 0.34098000000000006, 0.4987166666666667, 0.49871666666666664, 0.2755875, 0.27558750000000004, 0.6461888888888888, 0.6461888888888889]","[1.0, 0.8986135157394284, 0.7670757502834336, 0.8192067263823474, 0.6731734254189097, 0.7222549493318153, 0.7840685271004106, 0.7310657386245978, 0.7000311091401308, 0.6689964796556621, 0.6379618501711952, 0.6069272206867264, 0.5758925912022596, 0.40049188372935235, 0.1386361336917661, 0.33479580962719147, 0.2719071226692966, 0.4633512581235988, 0.3807295424308815, 0.0, 0.10986916195380529, 0.07060545572999158]","[0.4912287159375528, 0.21929799611503642, 0.34210601165489074, 0.4561402334658995, 0.3771928210156118, 0.0, 0.12280801553985433, 0.43859599223007284, 0.4438592646008221, 0.4491225369715682, 0.4543858093423174, 0.45964908171306357, 0.4649123540838128, 0.2456143579687764, 0.3771928210156118, 0.0, 0.35964857977978515, 1.0, 0.8070166926277713, 0.7456135214133103, 0.7280692801774836, 0.39473706225143845]","[0.027026636918876787, 0.1783784842648763, 0.0594588074215512, 0.6432430314702474, 0.5297299192108312, 0.0, 0.04864774025395595, 0.1567563499296858, 0.18270229253184836, 0.208648235134009, 0.23459417773617158, 0.26054012033833224, 0.2864860629404948, 0.3837836054486294, 0.4594590136215735, 0.5675676232973034, 0.6270274617189658, 0.9351356589946511, 1.0, 0.4378379102864943, 0.25945942602161803, 0.5405409863784265]","[0.0, 0.13574623924419524, 0.2126696259813638, 0.19004496508948426, 0.16138755994626053, 0.13122153721343027, 0.16440421975644628, 0.6244341964827691, 0.6286574051432238, 0.6328806138036783, 0.6371038224641329, 0.6413270311245876, 0.6455502397850421, 0.8220210987822315, 0.9110105493911157, 0.9924580627900219, 1.0, 0.9049772297707442, 0.9487179339648968, 0.8989439101503727, 0.7692304151575217, 0.8190044389720457]"
