window,TwitterScore,NewsScore,StockPrice_IXIC,StockPrice_COG,StockPrice_DVN,StockPrice_HFC
"Row(start=datetime.datetime(2021, 3, 19, 20, 0), end=datetime.datetime(2021, 3, 30, 20, 0))","[0.24325799999999964, 0.21934299999999982, 0.3481819999999999, -0.05612000000000003, 0.1368119999999999, 0.377379, 0.30628800000000006, 0.29863100000000004, 0.12925699999999984, 0.16939, 0.2412279999999999, 0.13255699999999998, 0.20284699999999983, 0.30552300000000004, 0.31260599999999994, 0.26496699999999995, 0.28935499999999953, 0.24412399999999973, 0.3500140000000001, 0.25989099999999987, 0.337243, 0.3107369999999999]","[0.9914333333333333, 0.8316, 0.13772857142857145, 0.9533499999999999, 0.16246666666666668, 0.41298, 0.75556, 0.23364, 0.12723125, 0.9892333333333333, 0.15501538461538458, 0.6995, 0.4396615384615385, 0.47924999999999995, 0.7568999999999999, 0.9614833333333334, 0.4041666666666666, 0.3877, 0.3085333333333333, 0.9674714285714285, 0.4391583333333333, 0.30925]","[0.7141071863846878, 0.7377786347579011, 0.7614500831311143, 0.7851215315043275, 0.8087929798775407, 0.9927546777168594, 1.0, 0.7136451447427301, 0.8282769484878141, 0.21851477259911156, 0.0, 0.24792717932672892, 0.28210916552368964, 0.5479195392680823, 0.5349696398621879, 0.5220197404562934, 0.5090698410503989, 0.49611994164450446, 0.48317004223860993, 0.4006155704395217, 0.30589521477660103, 0.37405181415011624]","[0.1813331604003897, 0.14933319091796923, 0.1173332214355464, 0.08533325195312595, 0.053333282470703125, 0.18000030517578125, 0.0, 0.1533330281575521, 0.2133331298828125, 0.3333333333333333, 0.24666722615559897, 0.6599998474121094, 0.7933336893717448, 0.9666671752929688, 0.9560005187988286, 0.9453338623046884, 0.934667205810546, 0.9240005493164057, 0.9133338928222656, 1.0, 0.8600006103515625, 0.7066675821940104]","[0.7986308886159956, 0.7821924071799964, 0.765753925743997, 0.7493154443079978, 0.7328769628719985, 0.5616439787839992, 0.1301374336999974, 0.15753403182400125, 0.5547945026520001, 0.5684934549159982, 0.11643848143599927, 0.5753429310479973, 1.0, 0.8424659681759987, 0.8178083766623986, 0.7931507851487984, 0.7684931936352007, 0.7438356021216006, 0.7191780106080005, 0.23287696287199855, 0.0, 0.3356164920439997]","[0.5025454434481534, 0.48509077592329547, 0.4676361083984375, 0.45018144087357953, 0.4327267733487216, 0.35999922318892047, 0.0, 0.0581817626953125, 0.3781821511008523, 0.3163632479580966, 0.014545787464488636, 0.6618180708451704, 1.0, 0.7527271617542614, 0.7054543235085217, 0.6581814852627846, 0.610908647017045, 0.5636358087713078, 0.5163629705255682, 0.45090831409801135, 0.3781821511008523, 0.4327267733487216]"
"Row(start=datetime.datetime(2021, 3, 20, 20, 0), end=datetime.datetime(2021, 3, 31, 20, 0))","[0.3481819999999999, -0.05612000000000003, 0.1368119999999999, 0.377379, 0.30628800000000006, 0.29863100000000004, 0.12925699999999984, 0.16939, 0.2412279999999999, 0.13255699999999998, 0.20284699999999983, 0.30552300000000004, 0.31260599999999994, 0.26496699999999995, 0.28935499999999953, 0.24412399999999973, 0.3500140000000001, 0.25989099999999987, 0.337243, 0.3107369999999999, 0.2957769999999998, 0.28566099999999994]","[0.13772857142857145, 0.9533499999999999, 0.16246666666666668, 0.41298, 0.75556, 0.23364, 0.12723125, 0.9892333333333333, 0.15501538461538458, 0.6995, 0.4396615384615385, 0.47924999999999995, 0.7568999999999999, 0.9614833333333334, 0.4041666666666666, 0.3877, 0.3085333333333333, 0.9674714285714285, 0.4391583333333333, 0.30925, 0.8281928571428574, 0.3899444444444444]","[0.7614500831311143, 0.7851215315043275, 0.8087929798775407, 0.9927546777168594, 1.0, 0.7136451447427301, 0.8282769484878141, 0.21851477259911156, 0.0, 0.24792717932672892, 0.28210916552368964, 0.5479195392680823, 0.5349696398621879, 0.5220197404562934, 0.5090698410503989, 0.49611994164450446, 0.48317004223860993, 0.4006155704395217, 0.30589521477660103, 0.37405181415011624, 0.5178177082006934, 0.7493533236074174]","[0.1173332214355464, 0.08533325195312595, 0.053333282470703125, 0.18000030517578125, 0.0, 0.1533330281575521, 0.2133331298828125, 0.3333333333333333, 0.24666722615559897, 0.6599998474121094, 0.7933336893717448, 0.9666671752929688, 0.9560005187988286, 0.9453338623046884, 0.934667205810546, 0.9240005493164057, 0.9133338928222656, 1.0, 0.8600006103515625, 0.7066675821940104, 0.64666748046875, 0.7000007629394531]","[0.765753925743997, 0.7493154443079978, 0.7328769628719985, 0.5616439787839992, 0.1301374336999974, 0.15753403182400125, 0.5547945026520001, 0.5684934549159982, 0.11643848143599927, 0.5753429310479973, 1.0, 0.8424659681759987, 0.8178083766623986, 0.7931507851487984, 0.7684931936352007, 0.7438356021216006, 0.7191780106080005, 0.23287696287199855, 0.0, 0.3356164920439997, 0.3356164920439997, 0.23287696287199855]","[0.4676361083984375, 0.45018144087357953, 0.4327267733487216, 0.35999922318892047, 0.0, 0.0581817626953125, 0.3781821511008523, 0.3163632479580966, 0.014545787464488636, 0.6618180708451704, 1.0, 0.7527271617542614, 0.7054543235085217, 0.6581814852627846, 0.610908647017045, 0.5636358087713078, 0.5163629705255682, 0.45090831409801135, 0.3781821511008523, 0.4327267733487216, 0.3818179043856534, 0.33454478870738635]"
"Row(start=datetime.datetime(2021, 3, 21, 20, 0), end=datetime.datetime(2021, 4, 1, 20, 0))","[0.1368119999999999, 0.377379, 0.30628800000000006, 0.29863100000000004, 0.12925699999999984, 0.16939, 0.2412279999999999, 0.13255699999999998, 0.20284699999999983, 0.30552300000000004, 0.31260599999999994, 0.26496699999999995, 0.28935499999999953, 0.24412399999999973, 0.3500140000000001, 0.25989099999999987, 0.337243, 0.3107369999999999, 0.2957769999999998, 0.28566099999999994, 0.2910140000000003, -0.006101999999999994]","[0.16246666666666668, 0.41298, 0.75556, 0.23364, 0.12723125, 0.9892333333333333, 0.15501538461538458, 0.6995, 0.4396615384615385, 0.47924999999999995, 0.7568999999999999, 0.9614833333333334, 0.4041666666666666, 0.3877, 0.3085333333333333, 0.9674714285714285, 0.4391583333333333, 0.30925, 0.8281928571428574, 0.3899444444444444, 0.6960999999999999, 0.899]","[0.6832093032546948, 0.8386067245149305, 0.8447270441913818, 0.6028353537200573, 0.6996679384679686, 0.18458533796979945, 0.0, 0.20943079336737438, 0.23830524153212362, 0.46284245286063097, 0.451903322612914, 0.440964192365197, 0.43002506211748004, 0.41908593186976306, 0.4081468016220461, 0.3384108066744214, 0.2583979606105261, 0.31597168334145176, 0.4374146220783272, 0.6329990181058817, 0.8964800862960465, 1.0]","[0.053333282470703125, 0.18000030517578125, 0.0, 0.1533330281575521, 0.2133331298828125, 0.3333333333333333, 0.24666722615559897, 0.6599998474121094, 0.7933336893717448, 0.9666671752929688, 0.9560005187988286, 0.9453338623046884, 0.934667205810546, 0.9240005493164057, 0.9133338928222656, 1.0, 0.8600006103515625, 0.7066675821940104, 0.64666748046875, 0.7000007629394531, 0.7866668701171875, 0.9066670735677084]","[0.5376883506991535, 0.41206019554638834, 0.09547766628679434, 0.11557767270852164, 0.40703495432426656, 0.4170854367685102, 0.08542718384255076, 0.42211067799063196, 0.7336679660281041, 0.6180902933195825, 0.5999998083066477, 0.5819093232937128, 0.5638188382807797, 0.5457283532678449, 0.52763786825491, 0.1708543676851015, 0.0, 0.24623106908340867, 0.24623106908340867, 0.1708543676851015, 0.3366834941480812, 1.0]","[0.3765818620793723, 0.31329047834615964, 0.0, 0.05063286555002264, 0.32911422966651577, 0.275316130979327, 0.012658518183189981, 0.5759492983250339, 0.870253206579146, 0.6550632261958654, 0.6139238871284132, 0.5727845480609631, 0.531645208993511, 0.49050586992606093, 0.4493665308586087, 0.3924044062169911, 0.32911422966651577, 0.3765818620793723, 0.3322782556209446, 0.29113867511694586, 0.35443005885015844, 1.0]"
"Row(start=datetime.datetime(2021, 3, 22, 20, 0), end=datetime.datetime(2021, 4, 2, 20, 0))","[0.30628800000000006, 0.29863100000000004, 0.12925699999999984, 0.16939, 0.2412279999999999, 0.13255699999999998, 0.20284699999999983, 0.30552300000000004, 0.31260599999999994, 0.26496699999999995, 0.28935499999999953, 0.24412399999999973, 0.3500140000000001, 0.25989099999999987, 0.337243, 0.3107369999999999, 0.2957769999999998, 0.28566099999999994, 0.2910140000000003, -0.006101999999999994, 0.2625569999999996, 0.19429399999999997]","[0.75556, 0.23364, 0.12723125, 0.9892333333333333, 0.15501538461538458, 0.6995, 0.4396615384615385, 0.47924999999999995, 0.7568999999999999, 0.9614833333333334, 0.4041666666666666, 0.3877, 0.3085333333333333, 0.9674714285714285, 0.4391583333333333, 0.30925, 0.8281928571428574, 0.3899444444444444, 0.6960999999999999, 0.899, 0.7917761904761904, 0.8606666666666667]","[0.8032733467471834, 0.573252123807371, 0.6653327964453509, 0.1755270926993881, 0.0, 0.19915329508737067, 0.22661077353826933, 0.44012916205604735, 0.4297268530202351, 0.41932454398442287, 0.4089222349486107, 0.39851992591279845, 0.3881176168769862, 0.32180381002598657, 0.2457174729275488, 0.3004658526092194, 0.4159491634713275, 0.6019355521502554, 0.8524866868688517, 0.950926517945356, 0.9754632589726794, 1.0]","[0.0, 0.1533330281575521, 0.2133331298828125, 0.3333333333333333, 0.24666722615559897, 0.6599998474121094, 0.7933336893717448, 0.9666671752929688, 0.9560005187988286, 0.9453338623046884, 0.934667205810546, 0.9240005493164057, 0.9133338928222656, 1.0, 0.8600006103515625, 0.7066675821940104, 0.64666748046875, 0.7000007629394531, 0.7866668701171875, 0.9066670735677084, 0.8857147580101383, 0.864762442452566]","[0.09547766628679434, 0.11557767270852164, 0.40703495432426656, 0.4170854367685102, 0.08542718384255076, 0.42211067799063196, 0.7336679660281041, 0.6180902933195825, 0.5999998083066477, 0.5819093232937128, 0.5638188382807797, 0.5457283532678449, 0.52763786825491, 0.1708543676851015, 0.0, 0.24623106908340867, 0.24623106908340867, 0.1708543676851015, 0.3366834941480812, 1.0, 0.9935391124953813, 0.9870782249907608]","[0.0, 0.05063286555002264, 0.32911422966651577, 0.275316130979327, 0.012658518183189981, 0.5759492983250339, 0.870253206579146, 0.6550632261958654, 0.6139238871284132, 0.5727845480609631, 0.531645208993511, 0.49050586992606093, 0.4493665308586087, 0.3924044062169911, 0.32911422966651577, 0.3765818620793723, 0.3322782556209446, 0.29113867511694586, 0.35443005885015844, 1.0, 0.9959312768113124, 0.991862553622627]"
"Row(start=datetime.datetime(2021, 3, 23, 20, 0), end=datetime.datetime(2021, 4, 3, 20, 0))","[0.12925699999999984, 0.16939, 0.2412279999999999, 0.13255699999999998, 0.20284699999999983, 0.30552300000000004, 0.31260599999999994, 0.26496699999999995, 0.28935499999999953, 0.24412399999999973, 0.3500140000000001, 0.25989099999999987, 0.337243, 0.3107369999999999, 0.2957769999999998, 0.28566099999999994, 0.2910140000000003, -0.006101999999999994, 0.2625569999999996, 0.19429399999999997, 0.27172899999999967, 0.2603879999999995]","[0.12723125, 0.9892333333333333, 0.15501538461538458, 0.6995, 0.4396615384615385, 0.47924999999999995, 0.7568999999999999, 0.9614833333333334, 0.4041666666666666, 0.3877, 0.3085333333333333, 0.9674714285714285, 0.4391583333333333, 0.30925, 0.8281928571428574, 0.3899444444444444, 0.6960999999999999, 0.899, 0.7917761904761904, 0.8606666666666667, 0.7408107142857142, 0.9548666666666668]","[0.6342099079106216, 0.1673162992887902, 0.0, 0.18983731692209257, 0.21601039146890347, 0.4195408325392424, 0.409625121949133, 0.3997094113590235, 0.38979370076891406, 0.37987799017880464, 0.36996227958869515, 0.3067504951090018, 0.23422331908180852, 0.2864106830922343, 0.3964919241468936, 0.5737782552384656, 0.8126091274361726, 0.9064441473469864, 0.9298331105102412, 0.9532220736734932, 0.9766110368367479, 1.0]","[0.0, 0.1525425920537937, 0.04237384023534736, 0.5677965279798274, 0.73728865612776, 0.9576277761613811, 0.9440684705654162, 0.9305091649694514, 0.9169498593734834, 0.9033905537775185, 0.8898312481815537, 1.0, 0.8220347202017263, 0.6271199043093136, 0.5508486082824169, 0.6186451362622442, 0.7288138880806905, 0.8813564801344842, 0.8547221875851503, 0.8280878950358135, 0.8014536024864796, 0.7748193099371457]","[0.40703495432426656, 0.4170854367685102, 0.08542718384255076, 0.42211067799063196, 0.7336679660281041, 0.6180902933195825, 0.5999998083066477, 0.5819093232937128, 0.5638188382807797, 0.5457283532678449, 0.52763786825491, 0.1708543676851015, 0.0, 0.24623106908340867, 0.24623106908340867, 0.1708543676851015, 0.3366834941480812, 1.0, 0.9935391124953813, 0.9870782249907608, 0.9806173374861421, 0.9741564499815216]","[0.32051293023869987, 0.26602509631502563, 0.0, 0.5705126245737502, 0.868589747508525, 0.6506408571334252, 0.6089740783896094, 0.567307299645796, 0.5256405209019801, 0.48397374215816663, 0.44230696341435083, 0.38461453815860097, 0.32051293023869987, 0.3685891361786257, 0.3237175215707755, 0.2820504982950009, 0.3461533288747006, 1.0, 0.9958791124817316, 0.9917582249634653, 0.9876373374451968, 0.9835164499269283]"
"Row(start=datetime.datetime(2021, 3, 24, 20, 0), end=datetime.datetime(2021, 4, 4, 20, 0))","[0.2412279999999999, 0.13255699999999998, 0.20284699999999983, 0.30552300000000004, 0.31260599999999994, 0.26496699999999995, 0.28935499999999953, 0.24412399999999973, 0.3500140000000001, 0.25989099999999987, 0.337243, 0.3107369999999999, 0.2957769999999998, 0.28566099999999994, 0.2910140000000003, -0.006101999999999994, 0.2625569999999996, 0.19429399999999997, 0.27172899999999967, 0.2603879999999995, 0.30347899999999983, 0.27773099999999945]","[0.15501538461538458, 0.6995, 0.4396615384615385, 0.47924999999999995, 0.7568999999999999, 0.9614833333333334, 0.4041666666666666, 0.3877, 0.3085333333333333, 0.9674714285714285, 0.4391583333333333, 0.30925, 0.8281928571428574, 0.3899444444444444, 0.6960999999999999, 0.899, 0.7917761904761904, 0.8606666666666667, 0.7408107142857142, 0.9548666666666668, 0.87315, 0.0]","[0.0, 0.1813539549771508, 0.20635741931142554, 0.40079258645771343, 0.3913199845421314, 0.3818473826265493, 0.3723747807109673, 0.3629021787953853, 0.35342957687980325, 0.2930425712982807, 0.22375645606492328, 0.2736116953644074, 0.3787736769902248, 0.5481375187687088, 0.7762956277535288, 0.865937391828658, 0.8882811598572163, 0.9106249278857721, 0.9329686959143303, 0.955312463942886, 0.9776562319714442, 1.0]","[0.0, 0.5486720286271299, 0.725663985686435, 0.9557528546953725, 0.9415935656474447, 0.9274342765995168, 0.9132749875515858, 0.8991156985036579, 0.8849564094557301, 1.0, 0.8141599642160876, 0.610620395142165, 0.5309741832575176, 0.6017706284971601, 0.7168142190414301, 0.876106642810725, 0.8482938138923092, 0.8204809849738901, 0.7926681560554742, 0.7648553271370584, 0.7370424982186425, 0.7092296693002235]","[0.08542718384255076, 0.42211067799063196, 0.7336679660281041, 0.6180902933195825, 0.5999998083066477, 0.5819093232937128, 0.5638188382807797, 0.5457283532678449, 0.52763786825491, 0.1708543676851015, 0.0, 0.24623106908340867, 0.24623106908340867, 0.1708543676851015, 0.3366834941480812, 1.0, 0.9935391124953813, 0.9870782249907608, 0.9806173374861421, 0.9741564499815216, 0.9676955624769029, 0.9612346749722824]","[0.0, 0.5705126245737502, 0.868589747508525, 0.6506408571334252, 0.6089740783896094, 0.567307299645796, 0.5256405209019801, 0.48397374215816663, 0.44230696341435083, 0.38461453815860097, 0.32051293023869987, 0.3685891361786257, 0.3237175215707755, 0.2820504982950009, 0.3461533288747006, 1.0, 0.9958791124817316, 0.9917582249634653, 0.9876373374451968, 0.9835164499269283, 0.9793955624086598, 0.9752746748903935]"
"Row(start=datetime.datetime(2021, 3, 25, 20, 0), end=datetime.datetime(2021, 4, 5, 20, 0))","[0.20284699999999983, 0.30552300000000004, 0.31260599999999994, 0.26496699999999995, 0.28935499999999953, 0.24412399999999973, 0.3500140000000001, 0.25989099999999987, 0.337243, 0.3107369999999999, 0.2957769999999998, 0.28566099999999994, 0.2910140000000003, -0.006101999999999994, 0.2625569999999996, 0.19429399999999997, 0.27172899999999967, 0.2603879999999995, 0.30347899999999983, 0.27773099999999945, 0.3273549999999998, 0.33686099999999997]","[0.4396615384615385, 0.47924999999999995, 0.7568999999999999, 0.9614833333333334, 0.4041666666666666, 0.3877, 0.3085333333333333, 0.9674714285714285, 0.4391583333333333, 0.30925, 0.8281928571428574, 0.3899444444444444, 0.6960999999999999, 0.899, 0.7917761904761904, 0.8606666666666667, 0.7408107142857142, 0.9548666666666668, 0.87315, 0.0, 0.0, 0.0]","[0.0, 0.20111094442662908, 0.19131310823588027, 0.18151527204513143, 0.1717174358543826, 0.16191959966363378, 0.15212176347288495, 0.08966141794054135, 0.017996418883302664, 0.06956339828981721, 0.17833603316317753, 0.3535148481466138, 0.5895065848781086, 0.6822261278384341, 0.7053370514240426, 0.7284479750096484, 0.7515588985952569, 0.7746698221808628, 0.7977807457664712, 0.8208916693520771, 0.8440025929376855, 1.0]","[0.544118637031718, 0.9264717432036711, 0.9029423644380628, 0.8794129856724544, 0.8558836069068408, 0.8323542281412325, 0.808824849375624, 1.0, 0.6911779555475771, 0.3529434864073422, 0.22059038023538916, 0.3382372740634361, 0.529412424687812, 0.794118637031718, 0.747900314632244, 0.7016819922327647, 0.6554636698332906, 0.6092453474338165, 0.5630270250343425, 0.5168087026348632, 0.4705903802353891, 0.0]","[0.7336679660281041, 0.6180902933195825, 0.5999998083066477, 0.5819093232937128, 0.5638188382807797, 0.5457283532678449, 0.52763786825491, 0.1708543676851015, 0.0, 0.24623106908340867, 0.24623106908340867, 0.1708543676851015, 0.3366834941480812, 1.0, 0.9935391124953813, 0.9870782249907608, 0.9806173374861421, 0.9741564499815216, 0.9676955624769029, 0.9612346749722824, 0.9547737874676637, 0.47738641450045194]","[0.8169644909852299, 0.5133931536453322, 0.45535734660756033, 0.39732153956979166, 0.3392857325320198, 0.28124992549425115, 0.2232141184564793, 0.14285689957306077, 0.053572614581328774, 0.12053582832512777, 0.058036147635485515, 0.0, 0.08928598798030664, 1.0, 0.9942601986511835, 0.9885203973023702, 0.9827805959535536, 0.9770407946047371, 0.9713009932559206, 0.9655611919071072, 0.9598213905582907, 0.5401794609359966]"
"Row(start=datetime.datetime(2021, 3, 26, 20, 0), end=datetime.datetime(2021, 4, 6, 20, 0))","[0.31260599999999994, 0.26496699999999995, 0.28935499999999953, 0.24412399999999973, 0.3500140000000001, 0.25989099999999987, 0.337243, 0.3107369999999999, 0.2957769999999998, 0.28566099999999994, 0.2910140000000003, -0.006101999999999994, 0.2625569999999996, 0.19429399999999997, 0.27172899999999967, 0.2603879999999995, 0.30347899999999983, 0.27773099999999945, 0.3273549999999998, 0.33686099999999997, 0.14696999999999996, 0.2270589999999997]","[0.7568999999999999, 0.9614833333333334, 0.4041666666666666, 0.3877, 0.3085333333333333, 0.9674714285714285, 0.4391583333333333, 0.30925, 0.8281928571428574, 0.3899444444444444, 0.6960999999999999, 0.899, 0.7917761904761904, 0.8606666666666667, 0.7408107142857142, 0.9548666666666668, 0.87315, 0.0, 0.0, 0.0, 0.5825199999999999, 0.6053]","[0.17649293005172997, 0.1665155365073937, 0.15653814296305743, 0.14656074941872116, 0.13658335587438492, 0.07297834797684134, 0.0, 0.05251200748970236, 0.16327803417737308, 0.3416672155938294, 0.5819837900640913, 0.6764025322593982, 0.6999369918377712, 0.7234714514161417, 0.7470059109945146, 0.770540370572885, 0.794074830151258, 0.8176092897296284, 0.8411437493080014, 1.0, 0.9656712631725, 0.9896526061893757]","[0.9108118348441783, 0.8891902271549843, 0.8675686194657857, 0.8459470117765917, 0.8243254040873979, 1.0, 0.7162173656414235, 0.405407077296616, 0.28378521185752614, 0.39189325030350053, 0.5675678462161027, 0.8108115770942823, 0.768340654044042, 0.7258697309937968, 0.6833988079435565, 0.6409278848933162, 0.5984569618430758, 0.5559860387928307, 0.5135151157425903, 0.08108038445974333, 0.3378379423310385, 0.0]","[0.5999998083066477, 0.5819093232937128, 0.5638188382807797, 0.5457283532678449, 0.52763786825491, 0.1708543676851015, 0.0, 0.24623106908340867, 0.24623106908340867, 0.1708543676851015, 0.3366834941480812, 1.0, 0.9935391124953813, 0.9870782249907608, 0.9806173374861421, 0.9741564499815216, 0.9676955624769029, 0.9612346749722824, 0.9547737874676637, 0.47738641450045194, 0.6281407757638261, 0.6381912582080698]","[0.45535734660756033, 0.39732153956979166, 0.3392857325320198, 0.28124992549425115, 0.2232141184564793, 0.14285689957306077, 0.053572614581328774, 0.12053582832512777, 0.058036147635485515, 0.0, 0.08928598798030664, 1.0, 0.9942601986511835, 0.9885203973023702, 0.9827805959535536, 0.9770407946047371, 0.9713009932559206, 0.9655611919071072, 0.9598213905582907, 0.5401794609359966, 0.5982139055829074, 0.5133931536453322]"
"Row(start=datetime.datetime(2021, 3, 27, 20, 0), end=datetime.datetime(2021, 4, 7, 20, 0))","[0.28935499999999953, 0.24412399999999973, 0.3500140000000001, 0.25989099999999987, 0.337243, 0.3107369999999999, 0.2957769999999998, 0.28566099999999994, 0.2910140000000003, -0.006101999999999994, 0.2625569999999996, 0.19429399999999997, 0.27172899999999967, 0.2603879999999995, 0.30347899999999983, 0.27773099999999945, 0.3273549999999998, 0.33686099999999997, 0.14696999999999996, 0.2270589999999997, 0.11023999999999999, 0.28185800000000005]","[0.4041666666666666, 0.3877, 0.3085333333333333, 0.9674714285714285, 0.4391583333333333, 0.30925, 0.8281928571428574, 0.3899444444444444, 0.6960999999999999, 0.899, 0.7917761904761904, 0.8606666666666667, 0.7408107142857142, 0.9548666666666668, 0.87315, 0.0, 0.0, 0.0, 0.5825199999999999, 0.6053, 0.9918285714285714, 0.6436666666666667]","[0.15653814296305743, 0.14656074941872116, 0.13658335587438492, 0.07297834797684134, 0.0, 0.05251200748970236, 0.16327803417737308, 0.3416672155938294, 0.5819837900640913, 0.6764025322593982, 0.6999369918377712, 0.7234714514161417, 0.7470059109945146, 0.770540370572885, 0.794074830151258, 0.8176092897296284, 0.8411437493080014, 1.0, 0.9656712631725, 0.9896526061893757, 0.9565291732596323, 0.9759611948205569]","[0.8693344116210918, 0.8480010986328116, 0.8266677856445312, 1.0, 0.720001220703125, 0.4133351643880208, 0.2933349609375, 0.40000152587890625, 0.573333740234375, 0.8133341471354166, 0.7714295160202767, 0.7295248849051319, 0.6876202537899919, 0.6457156226748518, 0.6038109915597119, 0.5619063604445671, 0.5200017293294271, 0.09333292643229167, 0.34666697184244794, 0.013333638509114584, 0.0, 0.0]","[0.5638188382807797, 0.5457283532678449, 0.52763786825491, 0.1708543676851015, 0.0, 0.24623106908340867, 0.24623106908340867, 0.1708543676851015, 0.3366834941480812, 1.0, 0.9935391124953813, 0.9870782249907608, 0.9806173374861421, 0.9741564499815216, 0.9676955624769029, 0.9612346749722824, 0.9547737874676637, 0.47738641450045194, 0.6281407757638261, 0.6381912582080698, 0.658291264629797, 0.5075378618331827]","[0.3392857325320198, 0.28124992549425115, 0.2232141184564793, 0.14285689957306077, 0.053572614581328774, 0.12053582832512777, 0.058036147635485515, 0.0, 0.08928598798030664, 1.0, 0.9942601986511835, 0.9885203973023702, 0.9827805959535536, 0.9770407946047371, 0.9713009932559206, 0.9655611919071072, 0.9598213905582907, 0.5401794609359966, 0.5982139055829074, 0.5133931536453322, 0.45982224205257805, 0.47767807725777967]"
"Row(start=datetime.datetime(2021, 3, 28, 20, 0), end=datetime.datetime(2021, 4, 8, 20, 0))","[0.3500140000000001, 0.25989099999999987, 0.337243, 0.3107369999999999, 0.2957769999999998, 0.28566099999999994, 0.2910140000000003, -0.006101999999999994, 0.2625569999999996, 0.19429399999999997, 0.27172899999999967, 0.2603879999999995, 0.30347899999999983, 0.27773099999999945, 0.3273549999999998, 0.33686099999999997, 0.14696999999999996, 0.2270589999999997, 0.11023999999999999, 0.28185800000000005, 0.2907159999999999, 0.2562259999999999]","[0.3085333333333333, 0.9674714285714285, 0.4391583333333333, 0.30925, 0.8281928571428574, 0.3899444444444444, 0.6960999999999999, 0.899, 0.7917761904761904, 0.8606666666666667, 0.7408107142857142, 0.9548666666666668, 0.87315, 0.0, 0.0, 0.0, 0.5825199999999999, 0.6053, 0.9918285714285714, 0.6436666666666667, 0.9584, 0.435125]","[0.11598877412812633, 0.06197438235091085, 0.0, 0.04459403810036158, 0.13865832264146002, 0.29014927362705634, 0.4942299589860534, 0.5744118676223099, 0.594397707762114, 0.6143835479019157, 0.6343693880417198, 0.6543552281815217, 0.6743410683213258, 0.6943269084611277, 0.7143127486009316, 0.8492160218614095, 0.8200635085372328, 0.8404288492529177, 0.8122998993099279, 0.8288018833566214, 0.9604880731062292, 1.0]","[0.9057976523011899, 1.0, 0.847826657839415, 0.6811602215290035, 0.6159426799923153, 0.6739136744540902, 0.7681160221529003, 0.8985511052262767, 0.8757768353354919, 0.8530025654447047, 0.8302282955539199, 0.8074540256631352, 0.7846797557723504, 0.7619054858815631, 0.7391312159907784, 0.5072458560061478, 0.6449274861544373, 0.4637679556941993, 0.4565214086192861, 0.4565214086192861, 0.3478259667706495, 0.0]","[0.52763786825491, 0.1708543676851015, 0.0, 0.24623106908340867, 0.24623106908340867, 0.1708543676851015, 0.3366834941480812, 1.0, 0.9935391124953813, 0.9870782249907608, 0.9806173374861421, 0.9741564499815216, 0.9676955624769029, 0.9612346749722824, 0.9547737874676637, 0.47738641450045194, 0.6281407757638261, 0.6381912582080698, 0.658291264629797, 0.5075378618331827, 0.3567835005698085, 0.4170854367685102]","[0.2232141184564793, 0.14285689957306077, 0.053572614581328774, 0.12053582832512777, 0.058036147635485515, 0.0, 0.08928598798030664, 1.0, 0.9942601986511835, 0.9885203973023702, 0.9827805959535536, 0.9770407946047371, 0.9713009932559206, 0.9655611919071072, 0.9598213905582907, 0.5401794609359966, 0.5982139055829074, 0.5133931536453322, 0.45982224205257805, 0.47767807725777967, 0.3258924085878308, 0.031249840344821127]"
