Date,Type,ticker,Price
2009-01-02,Open,DVN,65.94000244140625
2009-01-02,Closed,DVN,68.48999786376953
2009-01-05,Open,DVN,68.30000305175781
2009-01-05,Closed,DVN,70.9800033569336
2009-01-06,Open,DVN,72.44999694824219
2009-01-06,Closed,DVN,70.37000274658203
2009-01-07,Open,DVN,69.41999816894531
2009-01-07,Closed,DVN,67.44000244140625
2009-01-08,Open,DVN,67.0999984741211
2009-01-08,Closed,DVN,66.61000061035156
2009-01-09,Open,DVN,67.01000213623047
2009-01-09,Closed,DVN,65.55999755859375
2009-01-12,Open,DVN,64.47000122070312
2009-01-12,Closed,DVN,63.150001525878906
2009-01-13,Open,DVN,62.93000030517578
2009-01-13,Closed,DVN,64.33000183105469
2009-01-14,Open,DVN,62.849998474121094
2009-01-14,Closed,DVN,61.099998474121094
2009-01-15,Open,DVN,60.790000915527344
2009-01-15,Closed,DVN,59.93000030517578
2009-01-16,Open,DVN,61.189998626708984
2009-01-16,Closed,DVN,58.68000030517578
2009-01-20,Open,DVN,57.66999816894531
2009-01-20,Closed,DVN,54.79999923706055
2009-01-21,Open,DVN,55.75
2009-01-21,Closed,DVN,59.439998626708984
2009-01-22,Open,DVN,57.77000045776367
2009-01-22,Closed,DVN,57.40999984741211
2009-01-23,Open,DVN,56.02000045776367
2009-01-23,Closed,DVN,61.84000015258789
2009-01-26,Open,DVN,62.470001220703125
2009-01-26,Closed,DVN,62.58000183105469
2009-01-27,Open,DVN,62.560001373291016
2009-01-27,Closed,DVN,61.810001373291016
2009-01-28,Open,DVN,63.04999923706055
2009-01-28,Closed,DVN,64.52999877929688
2009-01-29,Open,DVN,62.38999938964844
2009-01-29,Closed,DVN,62.84000015258789
2009-01-30,Open,DVN,63.95000076293945
2009-01-30,Closed,DVN,61.599998474121094
2009-02-02,Open,DVN,60.900001525878906
2009-02-02,Closed,DVN,60.06999969482422
2009-02-03,Open,DVN,61.09000015258789
2009-02-03,Closed,DVN,61.90999984741211
2009-02-04,Open,DVN,59.790000915527344
2009-02-04,Closed,DVN,58.09000015258789
2009-02-05,Open,DVN,57.7400016784668
2009-02-05,Closed,DVN,59.47999954223633
2009-02-06,Open,DVN,58.66999816894531
2009-02-06,Closed,DVN,58.20000076293945
2009-02-09,Open,DVN,58.33000183105469
2009-02-09,Closed,DVN,59.349998474121094
2009-02-10,Open,DVN,60.099998474121094
2009-02-10,Closed,DVN,56.20000076293945
2009-02-11,Open,DVN,56.619998931884766
2009-02-11,Closed,DVN,52.630001068115234
2009-02-12,Open,DVN,51.529998779296875
2009-02-12,Closed,DVN,51.77000045776367
2009-02-13,Open,DVN,51.63999938964844
2009-02-13,Closed,DVN,52.63999938964844
2009-02-17,Open,DVN,50.68000030517578
2009-02-17,Closed,DVN,48.470001220703125
2009-02-18,Open,DVN,48.84000015258789
2009-02-18,Closed,DVN,48.9900016784668
2009-02-19,Open,DVN,49.970001220703125
2009-02-19,Closed,DVN,49.45000076293945
2009-02-20,Open,DVN,48.290000915527344
2009-02-20,Closed,DVN,47.88999938964844
2009-02-23,Open,DVN,49.029998779296875
2009-02-23,Closed,DVN,45.5
2009-02-24,Open,DVN,46.02000045776367
2009-02-24,Closed,DVN,46.709999084472656
2009-02-25,Open,DVN,47.119998931884766
2009-02-25,Closed,DVN,45.290000915527344
2009-02-26,Open,DVN,46.02000045776367
2009-02-26,Closed,DVN,45.47999954223633
2009-02-27,Open,DVN,44.72999954223633
2009-02-27,Closed,DVN,43.66999816894531
2009-03-02,Open,DVN,42.560001373291016
2009-03-02,Closed,DVN,39.34000015258789
2009-03-03,Open,DVN,39.970001220703125
2009-03-03,Closed,DVN,40.880001068115234
2009-03-04,Open,DVN,42.290000915527344
2009-03-04,Closed,DVN,42.7400016784668
2009-03-05,Open,DVN,41.59000015258789
2009-03-05,Closed,DVN,41.220001220703125
2009-03-06,Open,DVN,42.029998779296875
2009-03-06,Closed,DVN,39.91999816894531
2009-03-09,Open,DVN,39.43000030517578
2009-03-09,Closed,DVN,38.84000015258789
2009-03-10,Open,DVN,40.02000045776367
2009-03-10,Closed,DVN,40.38999938964844
2009-03-11,Open,DVN,40.2599983215332
2009-03-11,Closed,DVN,42.29999923706055
2009-03-12,Open,DVN,42.11000061035156
2009-03-12,Closed,DVN,44.11000061035156
2009-03-13,Open,DVN,44.869998931884766
2009-03-13,Closed,DVN,45.16999816894531
2009-03-16,Open,DVN,45.02000045776367
2009-03-16,Closed,DVN,46.349998474121094
2009-03-17,Open,DVN,46.36000061035156
2009-03-17,Closed,DVN,47.45000076293945
2009-03-18,Open,DVN,46.959999084472656
2009-03-18,Closed,DVN,47.439998626708984
2009-03-19,Open,DVN,48.36000061035156
2009-03-19,Closed,DVN,48.91999816894531
2009-03-20,Open,DVN,49.599998474121094
2009-03-20,Closed,DVN,47.599998474121094
2009-03-23,Open,DVN,48.95000076293945
2009-03-23,Closed,DVN,52.040000915527344
2009-03-24,Open,DVN,51.2400016784668
2009-03-24,Closed,DVN,49.59000015258789
2009-03-25,Open,DVN,49.77000045776367
2009-03-25,Closed,DVN,49.45000076293945
2009-03-26,Open,DVN,50.439998626708984
2009-03-26,Closed,DVN,48.41999816894531
2009-03-27,Open,DVN,47.58000183105469
2009-03-27,Closed,DVN,45.88999938964844
2009-03-30,Open,DVN,44.599998474121094
2009-03-30,Closed,DVN,44.619998931884766
2009-03-31,Open,DVN,45.16999816894531
2009-03-31,Closed,DVN,44.689998626708984
2009-04-01,Open,DVN,43.83000183105469
2009-04-01,Closed,DVN,46.47999954223633
2009-04-02,Open,DVN,47.619998931884766
2009-04-02,Closed,DVN,48.400001525878906
2009-04-03,Open,DVN,48.4900016784668
2009-04-03,Closed,DVN,49.95000076293945
2009-04-06,Open,DVN,49.349998474121094
2009-04-06,Closed,DVN,48.38999938964844
2009-04-07,Open,DVN,47.220001220703125
2009-04-07,Closed,DVN,46.31999969482422
2009-04-08,Open,DVN,46.290000915527344
2009-04-08,Closed,DVN,46.959999084472656
2009-04-09,Open,DVN,48.58000183105469
2009-04-09,Closed,DVN,48.90999984741211
2009-04-13,Open,DVN,47.959999084472656
2009-04-13,Closed,DVN,48.810001373291016
2009-04-14,Open,DVN,48.220001220703125
2009-04-14,Closed,DVN,49.7400016784668
2009-04-15,Open,DVN,49.31999969482422
2009-04-15,Closed,DVN,49.90999984741211
2009-04-16,Open,DVN,50.41999816894531
2009-04-16,Closed,DVN,49.90999984741211
2009-04-17,Open,DVN,49.91999816894531
2009-04-17,Closed,DVN,52.150001525878906
2009-04-20,Open,DVN,50.959999084472656
2009-04-20,Closed,DVN,48.29999923706055
2009-04-21,Open,DVN,47.709999084472656
2009-04-21,Closed,DVN,49.97999954223633
2009-04-22,Open,DVN,49.599998474121094
2009-04-22,Closed,DVN,49.779998779296875
2009-04-23,Open,DVN,50.470001220703125
2009-04-23,Closed,DVN,51.02000045776367
2009-04-24,Open,DVN,51.7400016784668
2009-04-24,Closed,DVN,52.36000061035156
2009-04-27,Open,DVN,51.11000061035156
2009-04-27,Closed,DVN,50.91999816894531
2009-04-28,Open,DVN,49.9900016784668
2009-04-28,Closed,DVN,51.0
2009-04-29,Open,DVN,51.5
2009-04-29,Closed,DVN,52.54999923706055
2009-04-30,Open,DVN,53.040000915527344
2009-04-30,Closed,DVN,51.849998474121094
2009-05-01,Open,DVN,52.08000183105469
2009-05-01,Closed,DVN,54.13999938964844
2009-05-04,Open,DVN,54.349998474121094
2009-05-04,Closed,DVN,57.18000030517578
2009-05-05,Open,DVN,56.54999923706055
2009-05-05,Closed,DVN,54.47999954223633
2009-05-06,Open,DVN,58.36000061035156
2009-05-06,Closed,DVN,61.0099983215332
2009-05-07,Open,DVN,62.45000076293945
2009-05-07,Closed,DVN,60.34000015258789
2009-05-08,Open,DVN,61.18000030517578
2009-05-08,Closed,DVN,63.81999969482422
2009-05-11,Open,DVN,62.77000045776367
2009-05-11,Closed,DVN,63.349998474121094
2009-05-12,Open,DVN,64.0999984741211
2009-05-12,Closed,DVN,64.86000061035156
2009-05-13,Open,DVN,63.900001525878906
2009-05-13,Closed,DVN,62.22999954223633
2009-05-14,Open,DVN,61.540000915527344
2009-05-14,Closed,DVN,62.0099983215332
2009-05-15,Open,DVN,61.58000183105469
2009-05-15,Closed,DVN,58.5
2009-05-18,Open,DVN,59.52000045776367
2009-05-18,Closed,DVN,61.52000045776367
2009-05-19,Open,DVN,61.59000015258789
2009-05-19,Closed,DVN,62.150001525878906
2009-05-20,Open,DVN,63.2400016784668
2009-05-20,Closed,DVN,61.810001373291016
2009-05-21,Open,DVN,60.84000015258789
2009-05-21,Closed,DVN,59.900001525878906
2009-05-22,Open,DVN,60.20000076293945
2009-05-22,Closed,DVN,59.75
2009-05-26,Open,DVN,58.86000061035156
2009-05-26,Closed,DVN,61.41999816894531
2009-05-27,Open,DVN,62.25
2009-05-27,Closed,DVN,60.290000915527344
2009-05-28,Open,DVN,59.86000061035156
2009-05-28,Closed,DVN,62.310001373291016
2009-05-29,Open,DVN,63.31999969482422
2009-05-29,Closed,DVN,63.2400016784668
2009-06-01,Open,DVN,64.55999755859375
2009-06-01,Closed,DVN,66.44999694824219
2009-06-02,Open,DVN,66.1500015258789
2009-06-02,Closed,DVN,66.12999725341797
2009-06-03,Open,DVN,65.12000274658203
2009-06-03,Closed,DVN,63.41999816894531
2009-06-04,Open,DVN,64.26000213623047
2009-06-04,Closed,DVN,65.44999694824219
2009-06-05,Open,DVN,66.19000244140625
2009-06-05,Closed,DVN,64.72000122070312
2009-06-08,Open,DVN,63.84000015258789
2009-06-08,Closed,DVN,63.900001525878906
2009-06-09,Open,DVN,64.66000366210938
2009-06-09,Closed,DVN,64.1500015258789
2009-06-10,Open,DVN,65.11000061035156
2009-06-10,Closed,DVN,63.75
2009-06-11,Open,DVN,63.650001525878906
2009-06-11,Closed,DVN,66.19000244140625
2009-06-12,Open,DVN,65.58999633789062
2009-06-12,Closed,DVN,65.52999877929688
2009-06-15,Open,DVN,64.66999816894531
2009-06-15,Closed,DVN,63.689998626708984
2009-06-16,Open,DVN,64.62999725341797
2009-06-16,Closed,DVN,62.619998931884766
2009-06-17,Open,DVN,62.34000015258789
2009-06-17,Closed,DVN,61.59000015258789
2009-06-18,Open,DVN,61.970001220703125
2009-06-18,Closed,DVN,61.41999816894531
2009-06-19,Open,DVN,62.2400016784668
2009-06-19,Closed,DVN,59.63999938964844
2009-06-22,Open,DVN,58.599998474121094
2009-06-22,Closed,DVN,56.310001373291016
2009-06-23,Open,DVN,56.779998779296875
2009-06-23,Closed,DVN,56.36000061035156
2009-06-24,Open,DVN,56.54999923706055
2009-06-24,Closed,DVN,55.810001373291016
2009-06-25,Open,DVN,55.439998626708984
2009-06-25,Closed,DVN,56.81999969482422
2009-06-26,Open,DVN,56.52000045776367
2009-06-26,Closed,DVN,55.40999984741211
2009-06-29,Open,DVN,56.099998474121094
2009-06-29,Closed,DVN,55.4900016784668
2009-06-30,Open,DVN,55.4900016784668
2009-06-30,Closed,DVN,54.5
2009-07-01,Open,DVN,55.310001373291016
2009-07-01,Closed,DVN,55.08000183105469
2009-07-02,Open,DVN,53.900001525878906
2009-07-02,Closed,DVN,52.220001220703125
2009-07-06,Open,DVN,50.84000015258789
2009-07-06,Closed,DVN,51.290000915527344
2009-07-07,Open,DVN,51.279998779296875
2009-07-07,Closed,DVN,49.90999984741211
2009-07-08,Open,DVN,49.7599983215332
2009-07-08,Closed,DVN,49.86000061035156
2009-07-09,Open,DVN,50.470001220703125
2009-07-09,Closed,DVN,50.849998474121094
2009-07-10,Open,DVN,50.0
2009-07-10,Closed,DVN,50.54999923706055
2009-07-13,Open,DVN,50.650001525878906
2009-07-13,Closed,DVN,51.849998474121094
2009-07-14,Open,DVN,52.290000915527344
2009-07-14,Closed,DVN,52.790000915527344
2009-07-15,Open,DVN,54.0
2009-07-15,Closed,DVN,54.36000061035156
2009-07-16,Open,DVN,53.90999984741211
2009-07-16,Closed,DVN,55.290000915527344
2009-07-17,Open,DVN,55.29999923706055
2009-07-17,Closed,DVN,55.68000030517578
2009-07-20,Open,DVN,56.2599983215332
2009-07-20,Closed,DVN,56.25
2009-07-21,Open,DVN,56.45000076293945
2009-07-21,Closed,DVN,56.84000015258789
2009-07-22,Open,DVN,56.189998626708984
2009-07-22,Closed,DVN,56.56999969482422
2009-07-23,Open,DVN,56.43000030517578
2009-07-23,Closed,DVN,58.099998474121094
2009-07-24,Open,DVN,57.65999984741211
2009-07-24,Closed,DVN,58.459999084472656
2009-07-27,Open,DVN,58.709999084472656
2009-07-27,Closed,DVN,58.689998626708984
2009-07-28,Open,DVN,57.81999969482422
2009-07-28,Closed,DVN,56.86000061035156
2009-07-29,Open,DVN,55.84000015258789
2009-07-29,Closed,DVN,56.22999954223633
2009-07-30,Open,DVN,57.4900016784668
2009-07-30,Closed,DVN,57.27000045776367
2009-07-31,Open,DVN,56.75
2009-07-31,Closed,DVN,58.09000015258789
2009-08-03,Open,DVN,59.349998474121094
2009-08-03,Closed,DVN,60.43000030517578
2009-08-04,Open,DVN,59.970001220703125
2009-08-04,Closed,DVN,61.22999954223633
2009-08-05,Open,DVN,63.0
2009-08-05,Closed,DVN,63.2599983215332
2009-08-06,Open,DVN,63.099998474121094
2009-08-06,Closed,DVN,63.369998931884766
2009-08-07,Open,DVN,64.01000213623047
2009-08-07,Closed,DVN,63.810001373291016
2009-08-10,Open,DVN,63.349998474121094
2009-08-10,Closed,DVN,64.45999908447266
2009-08-11,Open,DVN,64.29000091552734
2009-08-11,Closed,DVN,64.25
2009-08-12,Open,DVN,64.2300033569336
2009-08-12,Closed,DVN,63.97999954223633
2009-08-13,Open,DVN,64.47000122070312
2009-08-13,Closed,DVN,64.72000122070312
2009-08-14,Open,DVN,64.62999725341797
2009-08-14,Closed,DVN,62.72999954223633
2009-08-17,Open,DVN,61.459999084472656
2009-08-17,Closed,DVN,61.45000076293945
2009-08-18,Open,DVN,61.560001373291016
2009-08-18,Closed,DVN,61.970001220703125
2009-08-19,Open,DVN,61.20000076293945
2009-08-19,Closed,DVN,62.7400016784668
2009-08-20,Open,DVN,62.72999954223633
2009-08-20,Closed,DVN,63.5
2009-08-21,Open,DVN,63.59000015258789
2009-08-21,Closed,DVN,64.33000183105469
2009-08-24,Open,DVN,64.94999694824219
2009-08-24,Closed,DVN,64.38999938964844
2009-08-25,Open,DVN,64.66999816894531
2009-08-25,Closed,DVN,62.880001068115234
2009-08-26,Open,DVN,62.31999969482422
2009-08-26,Closed,DVN,62.529998779296875
2009-08-27,Open,DVN,62.099998474121094
2009-08-27,Closed,DVN,62.130001068115234
2009-08-28,Open,DVN,63.08000183105469
2009-08-28,Closed,DVN,62.56999969482422
2009-08-31,Open,DVN,61.77000045776367
