Date,Open,Close,Ticker
2016-03-31,34.43000030517578,35.31999969482422,HFC
2016-04-01,34.4900016784668,34.20000076293945,HFC
2016-04-02,34.13600082397461,34.072000885009764,HFC
2016-04-03,34.00800094604492,33.944001007080075,HFC
2016-04-04,33.880001068115234,34.54999923706055,HFC
2016-04-05,34.34000015258789,33.959999084472656,HFC
2016-04-06,34.04999923706055,34.06999969482422,HFC
2016-04-07,33.9900016784668,34.279998779296875,HFC
2016-04-08,34.68000030517578,35.310001373291016,HFC
2016-04-09,35.38400115966797,35.45800094604492,HFC
2016-04-10,35.53200073242188,35.60600051879883,HFC
2016-04-11,35.68000030517578,34.619998931884766,HFC
2016-04-12,34.66999816894531,35.31999969482422,HFC
2016-04-13,35.58000183105469,35.93000030517578,HFC
2016-04-14,36.060001373291016,35.439998626708984,HFC
2016-04-15,35.119998931884766,34.09000015258789,HFC
2016-04-16,33.98400039672852,33.87800064086914,HFC
2016-04-17,33.77200088500977,33.66600112915039,HFC
2016-04-18,33.560001373291016,34.7599983215332,HFC
2016-04-19,34.83000183105469,34.83000183105469,HFC
2016-04-20,34.7400016784668,35.290000915527344,HFC
2016-04-21,35.290000915527344,36.04999923706055,HFC
2016-04-22,36.15999984741211,36.220001220703125,HFC
2016-04-23,36.21600112915039,36.21200103759766,HFC
2016-04-24,36.20800094604492,36.204000854492186,HFC
2016-04-25,36.20000076293945,36.66999816894531,HFC
2016-04-26,36.9900016784668,37.119998931884766,HFC
2016-04-27,37.20000076293945,37.380001068115234,HFC
2016-04-28,37.279998779296875,36.380001068115234,HFC
2016-04-29,36.25,35.599998474121094,HFC
2016-04-30,35.577999114990234,35.555999755859375,HFC
2016-05-01,35.534000396728516,35.512001037597656,HFC
2016-05-02,35.4900016784668,35.4900016784668,HFC
2016-05-03,34.810001373291016,34.41999816894531,HFC
2016-05-04,33.310001373291016,31.15999984741211,HFC
2016-05-05,31.329999923706055,30.040000915527344,HFC
2016-05-06,29.6200008392334,29.8799991607666,HFC
2016-05-07,29.839999389648437,29.799999618530272,HFC
2016-05-08,29.75999984741211,29.720000076293946,HFC
2016-05-09,29.68000030517578,28.049999237060547,HFC
2016-05-10,28.450000762939453,29.020000457763672,HFC
2016-05-11,29.020000457763672,29.25,HFC
2016-05-12,29.360000610351562,28.0,HFC
2016-05-13,27.979999542236328,28.1200008392334,HFC
2016-05-14,28.156000518798827,28.19200019836426,HFC
2016-05-15,28.227999877929687,28.26399955749512,HFC
2016-05-16,28.299999237060547,27.739999771118164,HFC
2016-05-17,27.739999771118164,27.93000030517578,HFC
2016-05-18,28.3799991607666,28.510000228881836,HFC
2016-05-19,28.350000381469727,27.520000457763672,HFC
2016-05-20,27.530000686645508,27.84000015258789,HFC
2016-05-21,27.792000198364256,27.744000244140626,HFC
2016-05-22,27.69600028991699,27.64800033569336,HFC
2016-05-23,27.600000381469727,27.360000610351562,HFC
2016-05-24,27.65999984741211,27.860000610351562,HFC
2016-05-25,27.670000076293945,27.280000686645508,HFC
2016-05-26,27.3700008392334,26.610000610351562,HFC
2016-05-27,26.479999542236328,26.959999084472656,HFC
2016-05-28,26.964284896850586,26.968570709228516,HFC
2016-05-29,26.972856521606445,26.977142333984375,HFC
2016-05-30,26.981428146362305,26.985713958740234,HFC
2016-05-31,26.989999771118164,26.760000228881836,HFC
2016-06-01,26.610000610351562,28.149999618530273,HFC
2016-06-02,27.829999923706055,27.950000762939453,HFC
2016-06-03,28.040000915527344,27.1200008392334,HFC
2016-06-04,27.164000701904296,27.208000564575194,HFC
2016-06-05,27.252000427246095,27.296000289916993,HFC
2016-06-06,27.34000015258789,27.110000610351562,HFC
2016-06-07,27.280000686645508,27.530000686645508,HFC
2016-06-08,27.760000228881836,26.780000686645508,HFC
2016-06-09,26.540000915527344,26.84000015258789,HFC
2016-06-10,26.459999084472656,27.030000686645508,HFC
2016-06-11,26.984000396728515,26.938000106811522,HFC
2016-06-12,26.891999816894533,26.84599952697754,HFC
2016-06-13,26.799999237060547,24.979999542236328,HFC
2016-06-14,24.940000534057617,24.670000076293945,HFC
2016-06-15,24.270000457763672,25.09000015258789,HFC
2016-06-16,24.760000228881836,24.760000228881836,HFC
2016-06-17,24.780000686645508,24.100000381469727,HFC
2016-06-18,24.186000442504884,24.27200050354004,HFC
2016-06-19,24.358000564575196,24.44400062561035,HFC
2016-06-20,24.530000686645508,24.219999313354492,HFC
2016-06-21,24.290000915527344,24.399999618530273,HFC
2016-06-22,24.43000030517578,24.260000228881836,HFC
2016-06-23,24.610000610351562,24.799999237060547,HFC
2016-06-24,23.979999542236328,24.15999984741211,HFC
2016-06-25,24.09799995422363,24.036000061035157,HFC
2016-06-26,23.97400016784668,23.912000274658205,HFC
2016-06-27,23.850000381469727,22.920000076293945,HFC
2016-06-28,23.1299991607666,23.899999618530273,HFC
2016-06-29,23.899999618530273,23.959999084472656,HFC
2016-06-30,23.959999084472656,23.770000457763672,HFC
2016-07-01,23.729999542236328,24.229999542236328,HFC
2016-07-02,24.197142464773997,24.16428538731166,HFC
2016-07-03,24.13142830984933,24.098571232387,HFC
2016-07-04,24.065714154924667,24.03285707746233,HFC
2016-07-05,24.0,23.149999618530273,HFC
2016-07-06,22.959999084472656,22.950000762939453,HFC
2016-07-07,23.1200008392334,22.309999465942383,HFC
2016-07-08,22.510000228881836,22.719999313354492,HFC
2016-07-09,22.747999572753905,22.77599983215332,HFC
2016-07-10,22.804000091552734,22.83200035095215,HFC
2016-07-11,22.860000610351562,23.1299991607666,HFC
2016-07-12,23.31999969482422,23.31999969482422,HFC
2016-07-13,23.31999969482422,24.40999984741211,HFC
2016-07-14,24.649999618530273,24.979999542236328,HFC
2016-07-15,25.059999465942383,24.020000457763672,HFC
2016-07-16,24.01600036621094,24.012000274658202,HFC
2016-07-17,24.00800018310547,24.004000091552733,HFC
2016-07-18,24.0,24.31999969482422,HFC
2016-07-19,24.260000228881836,24.360000610351562,HFC
2016-07-20,24.389999389648438,23.989999771118164,HFC
2016-07-21,24.020000457763672,23.989999771118164,HFC
2016-07-22,24.059999465942383,24.1200008392334,HFC
2016-07-23,24.094000625610352,24.068000411987306,HFC
2016-07-24,24.042000198364256,24.01599998474121,HFC
2016-07-25,23.989999771118164,24.15999984741211,HFC
2016-07-26,24.15999984741211,25.270000457763672,HFC
2016-07-27,25.43000030517578,24.549999237060547,HFC
2016-07-28,24.59000015258789,24.6200008392334,HFC
2016-07-29,24.5,25.420000076293945,HFC
